"","S","group1wins","average_ballot_length_all","average_ballot_length_group1"
"62","-0.4",3,2.045,1.92
"63","-0.6",3,2.386,2.1825
"64","-0.8",3,2.678,2.49
"65","-1",2,3.069,2.765
"66","-1.2",2,3.603,3.3875
"67","-1.4",2,3.912,3.5875
"68","-1.6",2,4.347,4.0625
"69","-1.8",2,4.654,4.485
"70","-2",2,4.912,4.7225
"71","-0.2",2,1.618,1.5325
"72","-0.4",2,1.863,1.81
"73","-0.6",2,2.206,2.2
"74","-0.8",2,2.612,2.7025
"75","-1",2,3.06,3.1425
"76","-1.2",2,3.503,3.45
"77","-1.4",2,4.006,4.0575
"78","-1.6",2,4.471,4.415
"79","-1.8",2,4.828,4.7125
"80","-2",2,5.069,5.1625
"81","-0.2",3,1.444,1.6875
"82","-0.4",3,1.678,2.0475
"83","-0.6",3,1.854,2.2125
"84","-0.8",3,2.136,2.5225
"85","-1",3,2.494,2.8325
"86","-1.2",3,2.807,3.09
"87","-1.4",3,3.181,3.4025
"88","-1.6",3,3.495,3.535
"89","-1.8",2,3.928,3.77
"90","-2",2,4.274,3.94
"91","-0.2",4,1.406,1.8125
"92","-0.4",4,1.576,2.115
"93","-0.6",4,1.832,2.59
"94","-0.8",4,1.99,2.8325
"95","-1",3,2.25,3.1575
"96","-1.2",3,2.53,3.6175
"97","-1.4",3,2.88,3.91
"98","-1.6",3,3.23,4.3425
"99","-1.8",3,3.565,4.6675
"100","-2",3,3.855,4.8875
"101","-0.2",3,1.699,1.885
"102","-0.4",3,2.04,2.345
"103","-0.6",3,2.349,2.7325
"104","-0.8",3,2.883,3.3025
"105","-1",3,3.222,3.725
"106","-1.2",3,3.715,4.2725
"107","-1.4",3,4.228,4.7375
"108","-1.6",3,4.555,5.1125
"109","-1.8",3,4.908,5.365
"110","-2",2,5.267,5.5725
"111","-0.2",4,1.392,1.68
"112","-0.4",4,1.495,1.8425
"113","-0.6",4,1.7,2.18
"114","-0.8",3,1.941,2.53
"115","-1",3,2.161,2.8225
"116","-1.2",3,2.356,3.0575
"117","-1.4",3,2.613,3.4625
"118","-1.6",3,2.894,3.6875
"119","-1.8",3,3.172,3.9725
"120","-2",3,3.468,4.2075
"121","-0.2",3,1.682,1.72
"122","-0.4",3,1.949,2.06
"123","-0.6",3,2.236,2.2975
"124","-0.8",3,2.658,2.705
"125","-1",3,3.072,3.1475
"126","-1.2",2,3.33,3.3325
"127","-1.4",2,3.738,3.7
"128","-1.6",2,4.149,4.0375
"129","-1.8",2,4.368,4.1125
"130","-2",2,4.754,4.4475
"131","-0.2",3,1.742,1.7925
"132","-0.4",3,2.025,1.975
"133","-0.6",3,2.373,2.3875
"134","-0.8",3,2.688,2.6825
"135","-1",3,3.026,3.065
"136","-1.2",3,3.392,3.355
"137","-1.4",3,3.809,3.625
"138","-1.6",2,4.113,3.895
"139","-1.8",2,4.449,4.175
"140","-2",2,4.783,4.365
"141","-0.2",2,1.445,1.17
"142","-0.4",2,1.642,1.2275
"143","-0.6",2,1.827,1.325
"144","-0.8",2,2.06,1.41
"145","-1",2,2.33,1.625
"146","-1.2",2,2.604,1.79
"147","-1.4",2,2.873,2.0875
"148","-1.6",2,3.112,2.385
"149","-1.8",2,3.365,2.7725
"150","-2",2,3.548,3.1125
"151","-0.2",2,1.608,1.5
"152","-0.4",2,1.789,1.635
"153","-0.6",2,2.052,1.985
"154","-0.8",3,2.314,2.1475
"155","-1",2,2.618,2.4525
"156","-1.2",2,2.897,2.77
"157","-1.4",2,3.174,3.015
"158","-1.6",2,3.432,3.31
"159","-1.8",2,3.677,3.605
"160","-2",2,3.881,3.8525
"161","-0.2",2,1.874,1.8375
"162","-0.4",2,2.256,2.145
"163","-0.6",2,2.662,2.5575
"164","-0.8",2,3.11,2.8925
"165","-1",2,3.624,3.4025
"166","-1.2",2,4.089,3.845
"167","-1.4",2,4.511,4.18
"168","-1.6",2,4.979,4.8275
"169","-1.8",2,5.215,5.11
"170","-2",2,5.461,5.2575
"171","-0.2",2,1.906,1.8125
"172","-0.4",2,2.377,2.29
"173","-0.6",2,2.684,2.435
"174","-0.8",2,3.142,2.9125
"175","-1",2,3.644,3.285
"176","-1.2",2,4.077,3.5875
"177","-1.4",2,4.543,4.165
"178","-1.6",2,4.925,4.5775
"179","-1.8",2,5.207,4.855
"180","-2",2,5.439,5.145
"181","-0.2",3,1.682,1.74
"182","-0.4",3,1.923,2.0425
"183","-0.6",3,2.144,2.2725
"184","-0.8",3,2.481,2.7925
"185","-1",3,2.766,3.1475
"186","-1.2",3,3.096,3.585
"187","-1.4",3,3.42,4.0275
"188","-1.6",3,3.606,4.325
"189","-1.8",3,3.937,4.7175
"190","-2",3,4.205,5.0025
"191","-0.2",2,1.608,1.42
"192","-0.4",2,1.879,1.6075
"193","-0.6",2,2.182,1.7675
"194","-0.8",2,2.488,2.0475
"195","-1",2,2.921,2.5325
"196","-1.2",2,3.243,2.92
"197","-1.4",2,3.614,3.3425
"198","-1.6",2,4.084,4.0775
"199","-1.8",2,4.427,4.52
"200","-2",2,4.733,4.9275
"201","-0.2",2,1.834,1.87
"202","-0.4",3,2.207,2.3975
"203","-0.6",3,2.592,2.7325
"204","-0.8",2,3.13,3.335
"205","-1",2,3.597,3.87
"206","-1.2",2,4.133,4.33
"207","-1.4",2,4.586,4.745
"208","-1.6",2,4.956,5.185
"209","-1.8",2,5.245,5.3625
"210","-2",2,5.465,5.6225
"211","-0.2",3,1.701,1.7925
"212","-0.4",3,1.957,2.01
"213","-0.6",3,2.329,2.43
"214","-0.8",3,2.697,2.8375
"215","-1",3,3.021,3.0925
"216","-1.2",3,3.416,3.5325
"217","-1.4",2,3.745,3.785
"218","-1.6",2,4.068,4.225
"219","-1.8",2,4.428,4.695
"220","-2",2,4.726,4.92
"221","-0.2",3,1.654,1.685
"222","-0.4",3,1.87,1.8575
"223","-0.6",3,2.109,2.095
"224","-0.8",3,2.346,2.3725
"225","-1",3,2.609,2.6225
"226","-1.2",3,2.882,2.8725
"227","-1.4",3,3.144,3.1175
"228","-1.6",3,3.423,3.305
"229","-1.8",3,3.689,3.5225
"230","-2",3,3.958,3.6675
"231","-0.2",2,1.692,1.54
"232","-0.4",2,1.965,1.745
"233","-0.6",2,2.316,1.905
"234","-0.8",2,2.681,2.155
"235","-1",2,3.096,2.4525
"236","-1.2",2,3.484,2.7075
"237","-1.4",2,3.945,3.0225
"238","-1.6",2,4.341,3.3475
"239","-1.8",2,4.616,3.6325
"240","-2",2,4.896,3.965
"241","-0.2",3,1.635,1.5775
"242","-0.4",3,1.871,1.815
"243","-0.6",2,2.189,2.15
"244","-0.8",2,2.504,2.3325
"245","-1",2,2.786,2.62
"246","-1.2",2,3.212,3.145
"247","-1.4",2,3.575,3.535
"248","-1.6",2,3.98,4.0975
"249","-1.8",2,4.34,4.49
"250","-2",2,4.675,4.875
"251","-0.2",3,1.636,1.79
"252","-0.4",3,1.955,2.135
"253","-0.6",3,2.19,2.4725
"254","-0.8",3,2.562,2.865
"255","-1",3,3.009,3.255
"256","-1.2",3,3.44,3.74
"257","-1.4",3,3.938,4.1375
"258","-1.6",2,4.313,4.33
"259","-1.8",2,4.731,4.77
"260","-2",2,5.011,5.1375
"261","-0.2",4,1.503,1.81
"262","-0.4",4,1.665,1.9975
"263","-0.6",3,1.988,2.59
"264","-0.8",3,2.241,2.9025
"265","-1",3,2.562,3.2725
"266","-1.2",3,2.876,3.4875
"267","-1.4",3,3.29,4.0475
"268","-1.6",3,3.656,4.235
"269","-1.8",3,4.095,4.475
"270","-2",2,4.381,4.6875
"271","-0.2",4,1.528,1.8925
"272","-0.4",4,1.712,2.1275
"273","-0.6",3,2.03,2.5725
"274","-0.8",3,2.343,3.005
"275","-1",3,2.699,3.4325
"276","-1.2",3,3.095,3.83
"277","-1.4",3,3.48,4.2075
"278","-1.6",2,3.855,4.5075
"279","-1.8",2,4.286,4.815
"280","-2",2,4.67,5.115
"281","-0.2",3,1.727,1.7425
"282","-0.4",3,2.02,1.9675
"283","-0.6",3,2.377,2.4025
"284","-0.8",3,2.753,2.7125
"285","-1",3,3.243,3.1125
"286","-1.2",3,3.651,3.5225
"287","-1.4",2,4.121,4.0375
"288","-1.6",2,4.552,4.325
"289","-1.8",2,4.986,4.7525
"290","-2",2,5.292,5.1775
"291","-0.2",2,1.698,1.4925
"292","-0.4",2,1.959,1.8025
"293","-0.6",2,2.323,2.03
"294","-0.8",2,2.645,2.3175
"295","-1",2,3.039,2.56
"296","-1.2",2,3.415,3.01
"297","-1.4",2,3.781,3.33
"298","-1.6",2,4.147,3.6275
"299","-1.8",2,4.39,3.88
"300","-2",2,4.702,4.1625
"301","-0.2",3,1.657,1.825
"302","-0.4",3,2.007,2.225
"303","-0.6",3,2.247,2.5775
"304","-0.8",3,2.568,3.0825
"305","-1",3,2.919,3.43
"306","-1.2",3,3.257,3.8625
"307","-1.4",3,3.478,4.1275
"308","-1.6",3,3.731,4.375
"309","-1.8",3,3.955,4.64
"310","-2",3,4.124,4.815
"311","-0.2",2,1.915,1.8525
"312","-0.4",2,2.236,2.1725
"313","-0.6",2,2.693,2.655
"314","-0.8",2,3.3,3.1425
"315","-1",2,3.806,3.7
"316","-1.2",2,4.238,4.18
"317","-1.4",2,4.699,4.5725
"318","-1.6",2,5.041,4.995
"319","-1.8",2,5.348,5.3575
"320","-2",2,5.624,5.6575
"321","-0.2",3,1.737,1.75
"322","-0.4",3,2.07,1.99
"323","-0.6",3,2.453,2.3925
"324","-0.8",3,2.77,2.6325
"325","-1",2,3.074,2.89
"326","-1.2",2,3.418,3.2175
"327","-1.4",2,3.667,3.5675
"328","-1.6",2,3.912,3.825
"329","-1.8",2,4.183,4.1425
"330","-2",2,4.51,4.425
"331","-0.2",3,1.842,1.725
"332","-0.4",2,2.147,2.0825
"333","-0.6",2,2.596,2.5125
"334","-0.8",2,2.849,2.7175
"335","-1",2,3.441,3.3775
"336","-1.2",2,3.827,3.8025
"337","-1.4",2,4.255,4.1875
"338","-1.6",2,4.599,4.5325
"339","-1.8",2,4.891,4.905
"340","-2",2,5.152,5.195
"341","-0.2",2,1.772,1.505
"342","-0.4",2,2.074,1.8175
"343","-0.6",2,2.347,1.9975
"344","-0.8",2,2.687,2.3325
"345","-1",2,3.124,2.5375
"346","-1.2",2,3.46,2.965
"347","-1.4",2,3.932,3.48
"348","-1.6",2,4.132,3.7275
"349","-1.8",2,4.543,4.325
"350","-2",2,4.731,4.605
"351","-0.2",2,1.785,1.7325
"352","-0.4",2,2.052,1.9675
"353","-0.6",2,2.476,2.42
"354","-0.8",2,2.764,2.705
"355","-1",2,3.193,3.02
"356","-1.2",2,3.522,3.4025
"357","-1.4",2,3.971,3.85
"358","-1.6",2,4.333,4.275
"359","-1.8",2,4.58,4.5625
"360","-2",2,4.76,4.8225
"361","-0.2",3,1.5,1.5675
"362","-0.4",3,1.736,1.9475
"363","-0.6",3,1.969,2.1675
"364","-0.8",3,2.23,2.5225
"365","-1",3,2.641,3.0375
"366","-1.2",3,3.066,3.47
"367","-1.4",3,3.423,3.8475
"368","-1.6",2,4.052,4.49
"369","-1.8",2,4.31,4.9275
"370","-2",2,4.663,5.185
"371","-0.2",2,1.536,1.2475
"372","-0.4",2,1.733,1.3525
"373","-0.6",2,1.988,1.575
"374","-0.8",2,2.312,1.7175
"375","-1",2,2.509,1.9375
"376","-1.2",2,2.811,2.1625
"377","-1.4",2,3.13,2.56
"378","-1.6",2,3.463,2.9125
"379","-1.8",2,3.738,3.335
"380","-2",2,4.016,3.65
"381","-0.2",2,1.764,1.7075
"382","-0.4",2,2.097,1.98
"383","-0.6",2,2.463,2.3675
"384","-0.8",2,2.841,2.6775
"385","-1",2,3.314,3.1975
"386","-1.2",2,3.723,3.6125
"387","-1.4",2,4.149,4.095
"388","-1.6",2,4.554,4.46
"389","-1.8",2,4.85,4.95
"390","-2",2,5.18,5.315
"391","-0.2",3,1.754,1.6925
"392","-0.4",3,2.045,1.9875
"393","-0.6",3,2.468,2.385
"394","-0.8",3,2.801,2.6875
"395","-1",3,3.275,3.185
"396","-1.2",2,3.599,3.5925
"397","-1.4",3,3.978,3.885
"398","-1.6",2,4.354,4.335
"399","-1.8",2,4.654,4.6775
"400","-2",2,5.021,4.9925
"401","-0.2",3,1.435,1.615
"402","-0.4",3,1.542,1.7525
"403","-0.6",3,1.734,1.95
"404","-0.8",3,1.979,2.2625
"405","-1",3,2.25,2.635
"406","-1.2",3,2.535,2.85
"407","-1.4",3,2.988,3.385
"408","-1.6",3,3.272,3.7025
"409","-1.8",3,3.639,4.1825
"410","-2",3,4.033,4.7025
"411","-0.2",2,1.733,1.56
"412","-0.4",2,1.979,1.7775
"413","-0.6",2,2.263,1.985
"414","-0.8",2,2.698,2.2825
"415","-1",2,3.083,2.6
"416","-1.2",2,3.525,2.935
"417","-1.4",2,3.789,3.2
"418","-1.6",2,4.21,3.54
"419","-1.8",2,4.558,3.9925
"420","-2",2,4.751,4.13
"421","-0.2",3,1.698,1.92
"422","-0.4",3,1.908,2.205
"423","-0.6",3,2.316,2.74
"424","-0.8",3,2.612,3.11
"425","-1",3,3.12,3.7625
"426","-1.2",3,3.647,4.4025
"427","-1.4",3,3.927,4.525
"428","-1.6",2,4.427,5.0875
"429","-1.8",2,4.661,5.3675
"430","-2",2,4.941,5.625
"431","-0.2",2,1.699,1.7475
"432","-0.4",2,2.069,2.0725
"433","-0.6",2,2.411,2.3075
"434","-0.8",2,2.879,2.835
"435","-1",2,3.353,3.305
"436","-1.2",2,3.883,3.8
"437","-1.4",2,4.383,4.3075
"438","-1.6",2,4.713,4.66
"439","-1.8",2,5.093,4.945
"440","-2",2,5.38,5.295
"441","-0.2",3,1.723,1.5725
"442","-0.4",2,1.995,1.7825
"443","-0.6",2,2.275,1.9625
"444","-0.8",2,2.672,2.35
"445","-1",2,3.072,2.585
"446","-1.2",2,3.476,3.05
"447","-1.4",2,3.79,3.3325
"448","-1.6",2,4.147,3.7375
"449","-1.8",2,4.41,4.1025
"450","-2",2,4.663,4.3975
"451","-0.2",4,1.687,1.9375
"452","-0.4",4,1.896,2.1875
"453","-0.6",4,2.296,2.7375
"454","-0.8",3,2.591,3.04
"455","-1",3,3.036,3.6925
"456","-1.2",3,3.406,4.0875
"457","-1.4",3,3.837,4.57
"458","-1.6",3,4.266,4.8225
"459","-1.8",3,4.634,5.1575
"460","-2",2,4.856,5.33
"461","-0.2",2,1.819,1.6525
"462","-0.4",2,2.212,1.82
"463","-0.6",2,2.548,2.0525
"464","-0.8",2,2.97,2.42
"465","-1",2,3.369,2.6075
"466","-1.2",2,3.821,2.8225
"467","-1.4",2,4.233,3.4875
"468","-1.6",2,4.639,3.9075
"469","-1.8",2,4.972,4.22
"470","-2",2,5.187,4.5625
"471","-0.2",1,1.68,1.355
"472","-0.4",1,1.977,1.5675
"473","-0.6",1,2.309,1.8025
"474","-0.8",1,2.69,2.0925
"475","-1",2,3.191,2.3975
"476","-1.2",2,3.727,3.035
"477","-1.4",2,4.161,3.4975
"478","-1.6",2,4.582,3.7725
"479","-1.8",2,5.021,4.505
"480","-2",2,5.305,4.98
"481","-0.2",2,1.691,1.7975
"482","-0.4",3,2.042,2.2175
"483","-0.6",2,2.397,2.4525
"484","-0.8",3,2.792,2.99
"485","-1",2,3.239,3.39
"486","-1.2",2,3.622,3.7725
"487","-1.4",2,4.058,4.1725
"488","-1.6",2,4.331,4.47
"489","-1.8",2,4.623,4.6225
"490","-2",2,4.896,4.93
"491","-0.2",3,1.894,1.8
"492","-0.4",3,2.195,2.0325
"493","-0.6",3,2.606,2.555
"494","-0.8",2,3.013,2.865
"495","-1",2,3.593,3.4325
"496","-1.2",2,3.979,3.745
"497","-1.4",2,4.366,4.12
"498","-1.6",2,4.831,4.4375
"499","-1.8",2,5.016,4.6075
"500","-2",2,5.243,4.755
"501","-0.2",3,1.644,1.7225
"502","-0.4",3,1.896,1.985
"503","-0.6",3,2.202,2.245
"504","-0.8",3,2.504,2.585
"505","-1",3,2.86,2.96
"506","-1.2",3,3.283,3.29
"507","-1.4",3,3.566,3.65
"508","-1.6",3,3.942,3.91
"509","-1.8",2,4.33,4.39
"510","-2",2,4.682,4.755
"511","-0.2",3,1.619,1.6775
"512","-0.4",3,1.831,1.8775
"513","-0.6",3,2.075,2.2975
"514","-0.8",3,2.287,2.465
"515","-1",3,2.61,2.8725
"516","-1.2",3,2.955,3.2875
"517","-1.4",3,3.297,3.755
"518","-1.6",3,3.621,4.115
"519","-1.8",3,3.99,4.5575
"520","-2",2,4.294,4.94
"521","-0.2",3,1.788,1.885
"522","-0.4",2,2.193,2.4025
"523","-0.6",3,2.525,2.845
"524","-0.8",2,2.945,3.29
"525","-1",2,3.411,3.88
"526","-1.2",2,3.869,4.465
"527","-1.4",2,4.252,4.8075
"528","-1.6",2,4.564,5.05
"529","-1.8",2,4.851,5.5025
"530","-2",2,5.086,5.71
"531","-0.2",4,1.478,1.53
"532","-0.4",4,1.662,1.765
"533","-0.6",4,1.895,2.0575
"534","-0.8",4,2.091,2.385
"535","-1",4,2.486,2.9225
"536","-1.2",3,2.668,3.11
"537","-1.4",3,3.127,3.6525
"538","-1.6",3,3.513,4.18
"539","-1.8",3,3.869,4.495
"540","-2",3,4.251,4.8525
"541","-0.2",3,1.659,1.8775
"542","-0.4",3,1.929,2.2425
"543","-0.6",3,2.226,2.63
"544","-0.8",3,2.61,3.1625
"545","-1",3,3.004,3.58
"546","-1.2",3,3.32,4.0375
"547","-1.4",3,3.779,4.42
"548","-1.6",3,4.177,4.7775
"549","-1.8",2,4.532,5.065
"550","-2",2,4.795,5.2225
"551","-0.2",2,1.749,1.57
"552","-0.4",2,2.093,1.8175
"553","-0.6",2,2.424,2.0725
"554","-0.8",2,2.81,2.4725
"555","-1",2,3.252,2.78
"556","-1.2",2,3.647,3.09
"557","-1.4",2,4.052,3.51
"558","-1.6",2,4.428,3.875
"559","-1.8",2,4.778,4.235
"560","-2",2,4.977,4.45
"561","-0.2",3,1.897,1.97
"562","-0.4",3,2.151,2.13
"563","-0.6",3,2.576,2.6175
"564","-0.8",3,3.072,3.1
"565","-1",2,3.69,3.84
"566","-1.2",2,4.056,4.1
"567","-1.4",2,4.591,4.685
"568","-1.6",2,4.997,5.1125
"569","-1.8",2,5.321,5.3575
"570","-2",2,5.477,5.55
"571","-0.2",2,1.707,1.555
"572","-0.4",2,1.94,1.8325
"573","-0.6",2,2.318,2.0825
"574","-0.8",2,2.654,2.3775
"575","-1",2,3.09,2.8425
"576","-1.2",2,3.539,3.2925
"577","-1.4",2,3.948,3.81
"578","-1.6",2,4.34,4.185
"579","-1.8",2,4.607,4.555
"580","-2",2,5.016,5.0375
"581","-0.2",4,1.507,1.86
"582","-0.4",3,1.742,2.16
"583","-0.6",3,1.979,2.6025
"584","-0.8",3,2.296,2.945
"585","-1",3,2.612,3.3625
"586","-1.2",3,2.95,3.7175
"587","-1.4",3,3.321,4.1525
"588","-1.6",3,3.581,4.34
"589","-1.8",3,3.932,4.6625
"590","-2",3,4.261,4.9275
"591","-0.2",2,1.785,1.755
"592","-0.4",2,2.123,2.055
"593","-0.6",2,2.371,2.2525
"594","-0.8",2,2.901,2.7475
"595","-1",2,3.338,3.1425
"596","-1.2",2,3.656,3.3875
"597","-1.4",2,4.054,3.84
"598","-1.6",2,4.324,4.0875
"599","-1.8",2,4.601,4.4225
"600","-2",2,4.857,4.5975
"601","-0.2",3,1.782,1.8775
"602","-0.4",3,2.023,2.0675
"603","-0.6",3,2.408,2.3175
"604","-0.8",2,2.794,2.785
"605","-1",2,3.181,3.0725
"606","-1.2",2,3.553,3.3275
"607","-1.4",2,3.954,3.625
"608","-1.6",2,4.33,3.935
"609","-1.8",2,4.615,4.0825
"610","-2",2,4.98,4.3725
"611","-0.2",2,1.742,1.6975
"612","-0.4",2,2.028,1.945
"613","-0.6",2,2.425,2.35
"614","-0.8",3,2.721,2.635
"615","-1",2,3.141,3.025
"616","-1.2",2,3.608,3.405
"617","-1.4",2,3.973,3.7025
"618","-1.6",2,4.207,4.01
"619","-1.8",2,4.529,4.24
"620","-2",2,4.879,4.6675
"621","-0.2",3,1.62,1.58
"622","-0.4",3,1.854,1.8725
"623","-0.6",3,2.09,2.06
"624","-0.8",3,2.345,2.345
"625","-1",3,2.63,2.53
"626","-1.2",3,2.942,2.6925
"627","-1.4",2,3.31,2.91
"628","-1.6",2,3.665,2.975
"629","-1.8",2,3.938,3.105
"630","-2",2,4.279,3.345
"631","-0.2",4,1.428,1.74
"632","-0.4",3,1.608,1.995
"633","-0.6",3,1.788,2.2825
"634","-0.8",3,2.072,2.6575
"635","-1",3,2.349,2.9225
"636","-1.2",3,2.743,3.3875
"637","-1.4",3,3.075,3.5675
"638","-1.6",3,3.436,3.81
"639","-1.8",3,3.905,4.15
"640","-2",3,4.22,4.32
"641","-0.2",2,1.776,1.6025
"642","-0.4",2,2.053,1.865
"643","-0.6",2,2.435,2.1425
"644","-0.8",2,2.834,2.56
"645","-1",2,3.31,3.105
"646","-1.2",2,3.639,3.4175
"647","-1.4",2,4.145,4.0775
"648","-1.6",2,4.425,4.4825
"649","-1.8",2,4.66,4.7775
"650","-2",2,4.906,5.09
"651","-0.2",3,1.754,1.7175
"652","-0.4",3,2.02,1.9875
"653","-0.6",3,2.374,2.2275
"654","-0.8",3,2.785,2.635
"655","-1",3,3.085,2.8175
"656","-1.2",2,3.376,3.1075
"657","-1.4",2,3.754,3.4575
"658","-1.6",2,4.076,3.7825
"659","-1.8",2,4.28,4.075
"660","-2",2,4.557,4.4825
"661","-0.2",3,1.691,1.7125
"662","-0.4",3,1.928,1.8975
"663","-0.6",3,2.3,2.1725
"664","-0.8",3,2.583,2.305
"665","-1",3,3.045,2.5125
"666","-1.2",2,3.509,2.815
"667","-1.4",2,3.882,2.985
"668","-1.6",2,4.142,3.1075
"669","-1.8",2,4.42,3.3425
"670","-2",2,4.689,3.57
"671","-0.2",4,1.62,1.87
"672","-0.4",3,1.91,2.215
"673","-0.6",3,2.326,2.7025
"674","-0.8",3,2.643,3.16
"675","-1",3,3.146,3.7425
"676","-1.2",3,3.603,4.1075
"677","-1.4",2,3.986,4.485
"678","-1.6",2,4.422,4.88
"679","-1.8",2,4.766,5.165
"680","-2",2,5.094,5.3925
"681","-0.2",3,1.497,1.6725
"682","-0.4",3,1.698,1.955
"683","-0.6",3,1.883,2.14
"684","-0.8",3,2.129,2.4175
"685","-1",3,2.407,2.8575
"686","-1.2",3,2.68,3.1325
"687","-1.4",3,2.942,3.405
"688","-1.6",3,3.266,3.745
"689","-1.8",2,3.629,4.0375
"690","-2",2,3.927,4.3575
"691","-0.2",2,1.658,1.545
"692","-0.4",2,2.002,1.7425
"693","-0.6",2,2.338,1.9475
"694","-0.8",2,2.709,2.35
"695","-1",2,3.296,2.805
"696","-1.2",2,3.716,3.2025
"697","-1.4",2,4.097,3.5675
"698","-1.6",2,4.577,4.0425
"699","-1.8",2,4.934,4.4975
"700","-2",2,5.18,4.795
"701","-0.2",4,1.513,1.8225
"702","-0.4",4,1.688,2.095
"703","-0.6",4,1.893,2.425
"704","-0.8",3,2.236,2.925
"705","-1",3,2.533,3.385
"706","-1.2",3,2.739,3.63
"707","-1.4",3,3.128,4.1675
"708","-1.6",3,3.365,4.5475
"709","-1.8",3,3.658,4.8725
"710","-2",3,3.921,5.0975
"711","-0.2",3,1.699,1.74
"712","-0.4",3,1.942,2.0175
"713","-0.6",3,2.321,2.4225
"714","-0.8",3,2.639,2.8775
"715","-1",3,3.091,3.25
"716","-1.2",3,3.373,3.7075
"717","-1.4",2,3.758,4.0225
"718","-1.6",2,4.115,4.4975
"719","-1.8",2,4.367,4.735
"720","-2",2,4.605,5.1
"721","-0.2",4,1.606,1.745
"722","-0.4",4,1.844,2.09
"723","-0.6",3,2.071,2.3925
"724","-0.8",3,2.403,2.8075
"725","-1",3,2.652,3.22
"726","-1.2",3,3.025,3.7075
"727","-1.4",3,3.364,3.9725
"728","-1.6",3,3.718,4.325
"729","-1.8",3,3.966,4.465
"730","-2",2,4.29,4.73
"731","-0.2",3,1.504,1.52
"732","-0.4",3,1.711,1.71
"733","-0.6",3,1.933,1.965
"734","-0.8",3,2.249,2.2575
"735","-1",3,2.47,2.455
"736","-1.2",2,2.889,2.8875
"737","-1.4",3,3.074,3.095
"738","-1.6",2,3.35,3.3875
"739","-1.8",2,3.659,3.7525
"740","-2",2,3.891,4.02
"741","-0.2",3,1.751,1.86
"742","-0.4",3,2.091,2.23
"743","-0.6",3,2.444,2.7825
"744","-0.8",3,2.743,3.1
"745","-1",3,3.071,3.485
"746","-1.2",3,3.448,4.0475
"747","-1.4",3,3.696,4.36
"748","-1.6",3,3.943,4.7075
"749","-1.8",3,4.341,5.1775
"750","-2",2,4.644,5.39
"751","-0.2",2,1.722,1.42
"752","-0.4",2,1.973,1.5525
"753","-0.6",2,2.322,1.74
"754","-0.8",2,2.748,2.025
"755","-1",2,3.11,2.36
"756","-1.2",2,3.545,2.695
"757","-1.4",2,3.956,3.0525
"758","-1.6",2,4.222,3.36
"759","-1.8",2,4.525,3.62
"760","-2",2,4.743,3.7725
"761","-0.2",3,1.567,1.585
"762","-0.4",3,1.845,1.92
"763","-0.6",3,2.098,2.1225
"764","-0.8",3,2.42,2.44
"765","-1",2,2.745,2.6975
"766","-1.2",2,3.188,3.045
"767","-1.4",2,3.534,3.3775
"768","-1.6",2,3.916,3.7825
"769","-1.8",2,4.247,3.975
