"","scale","group1wins","average_ballot_length_all","average_ballot_length_group1"
"106","0.94",1,4.564,4.48
"107","0.96",1,5.075,4.96
"108","0.97",1,5.375,5.525
"109","0.98",1,5.597,5.575
"110","0.99",1,5.742,5.65
"111","0.37",1,1.435,1.38
"112","0.6",1,1.96,1.925
"113","0.75",1,2.639,2.775
"114","0.84",1,3.393,3.3
"115","0.9",1,4.11,4.095
"116","0.94",1,4.748,4.85
"117","0.96",1,5.023,5.07
"118","0.97",1,5.409,5.395
"119","0.98",1,5.605,5.61
"120","0.99",1,5.716,5.71
"121","0.37",2,1.493,1.505
"122","0.6",2,1.995,1.96
"123","0.75",2,2.611,2.545
"124","0.84",1,3.487,3.665
"125","0.9",1,4.247,4.145
"126","0.94",1,4.718,4.75
"127","0.96",1,5.064,5.19
"128","0.97",1,5.377,5.29
"129","0.98",1,5.669,5.655
"130","0.99",1,5.757,5.715
"131","0.37",1,1.47,1.44
"132","0.6",1,1.981,1.9
"133","0.75",1,2.672,2.565
"134","0.84",1,3.428,3.605
"135","0.9",1,4.019,3.955
"136","0.94",1,4.633,4.715
"137","0.96",1,5.111,5.095
"138","0.97",1,5.436,5.435
"139","0.98",1,5.609,5.66
"140","0.99",1,5.783,5.795
"141","0.37",2,1.429,1.45
"142","0.6",2,1.976,1.965
"143","0.75",1,2.732,2.825
"144","0.84",1,3.368,3.51
"145","0.9",1,4.049,4
"146","0.94",1,4.758,4.595
"147","0.96",1,5.148,5.27
"148","0.97",1,5.415,5.37
"149","0.98",1,5.658,5.725
"150","0.99",1,5.774,5.82
"151","0.37",2,1.472,1.51
"152","0.6",1,1.969,2.095
"153","0.75",1,2.653,2.77
"154","0.84",1,3.581,3.585
"155","0.9",1,4.197,4.045
"156","0.94",1,4.723,4.77
"157","0.96",1,5.044,5.03
"158","0.97",1,5.443,5.505
"159","0.98",1,5.604,5.525
"160","0.99",1,5.779,5.815
"161","0.37",2,1.485,1.49
"162","0.6",1,1.949,1.94
"163","0.75",1,2.601,2.64
"164","0.84",1,3.445,3.365
"165","0.9",1,4.117,4.07
"166","0.94",1,4.69,4.815
"167","0.96",1,5.103,5.02
"168","0.97",1,5.449,5.43
"169","0.98",1,5.582,5.605
"170","0.99",1,5.755,5.86
"171","0.37",1,1.47,1.43
"172","0.6",1,1.954,1.935
"173","0.75",1,2.612,2.655
"174","0.84",1,3.449,3.64
"175","0.9",1,4.149,4.23
"176","0.94",1,4.687,4.895
"177","0.96",1,5.073,4.945
"178","0.97",1,5.412,5.395
"179","0.98",1,5.59,5.42
"180","0.99",1,5.712,5.725
"181","0.37",1,1.479,1.425
"182","0.6",2,1.942,1.975
"183","0.75",1,2.748,2.84
"184","0.84",1,3.413,3.415
"185","0.9",1,4.062,4.005
"186","0.94",1,4.668,4.73
"187","0.96",1,5.173,5.15
"188","0.97",1,5.432,5.535
"189","0.98",1,5.597,5.61
"190","0.99",1,5.745,5.795
"191","0.37",1,1.474,1.48
"192","0.6",1,2.003,2.015
"193","0.75",1,2.683,2.82
"194","0.84",1,3.376,3.49
"195","0.9",1,4.107,4.21
"196","0.94",1,4.762,4.815
"197","0.96",1,5.044,4.91
"198","0.97",1,5.461,5.455
"199","0.98",1,5.651,5.72
"200","0.99",1,5.724,5.72
"201","0.37",1,1.446,1.41
"202","0.6",1,2.052,2.08
"203","0.75",1,2.616,2.73
"204","0.84",1,3.402,3.345
"205","0.9",1,4.262,3.995
"206","0.94",1,4.734,4.9
"207","0.96",1,5.121,5.195
"208","0.97",1,5.394,5.555
"209","0.98",1,5.636,5.675
"210","0.99",1,5.787,5.8
"211","0.37",2,1.438,1.525
"212","0.6",2,2.046,1.99
"213","0.75",2,2.627,2.515
"214","0.84",1,3.466,3.355
"215","0.9",1,4.164,4.285
"216","0.94",1,4.656,4.83
"217","0.96",1,5.218,5.145
"218","0.97",1,5.42,5.275
"219","0.98",1,5.601,5.64
"220","0.99",1,5.752,5.84
"221","0.37",1,1.475,1.435
"222","0.6",1,2.053,2.2
"223","0.75",1,2.691,2.79
"224","0.84",1,3.476,3.18
"225","0.9",1,4.086,4.235
"226","0.94",1,4.574,4.525
"227","0.96",1,5.112,5.23
"228","0.97",1,5.435,5.525
"229","0.98",1,5.637,5.66
"230","0.99",1,5.749,5.79
"231","0.37",1,1.473,1.46
"232","0.6",1,1.962,1.98
"233","0.75",1,2.678,2.735
"234","0.84",1,3.484,3.415
"235","0.9",1,4.012,3.93
"236","0.94",1,4.749,4.7
"237","0.96",1,5.119,5.355
"238","0.97",1,5.391,5.4
"239","0.98",1,5.673,5.615
"240","0.99",1,5.785,5.825
"241","0.37",2,1.454,1.39
"242","0.6",2,2.027,1.96
"243","0.75",2,2.666,2.91
"244","0.84",2,3.375,3.475
"245","0.9",1,4.099,3.9
"246","0.94",1,4.641,4.57
"247","0.96",1,5.152,5.2
"248","0.97",1,5.386,5.375
"249","0.98",1,5.519,5.435
"250","0.99",1,5.715,5.805
"251","0.37",1,1.466,1.42
"252","0.6",1,1.968,1.915
"253","0.75",1,2.689,2.645
"254","0.84",1,3.434,3.555
"255","0.9",1,4.076,4.115
"256","0.94",1,4.669,4.855
"257","0.96",1,5.06,5.01
"258","0.97",1,5.457,5.55
"259","0.98",1,5.678,5.65
"260","0.99",1,5.747,5.86
"261","0.37",1,1.44,1.46
"262","0.6",2,2.019,2.12
"263","0.75",1,2.652,2.535
"264","0.84",1,3.407,3.35
"265","0.9",1,4.14,4.13
"266","0.94",1,4.721,4.92
"267","0.96",1,5.197,5.265
"268","0.97",1,5.443,5.645
"269","0.98",1,5.679,5.655
"270","0.99",1,5.783,5.755
"271","0.37",2,1.449,1.345
"272","0.6",2,1.954,2.055
"273","0.75",1,2.642,2.665
"274","0.84",1,3.391,3.615
"275","0.9",1,4.085,3.855
"276","0.94",1,4.695,4.755
"277","0.96",1,5.17,5.17
"278","0.97",1,5.459,5.395
"279","0.98",1,5.676,5.67
"280","0.99",1,5.692,5.755
"281","0.37",1,1.427,1.35
"282","0.6",1,1.982,1.965
"283","0.75",1,2.721,2.65
"284","0.84",1,3.429,3.445
"285","0.9",1,4.185,4.225
"286","0.94",1,4.655,4.61
"287","0.96",1,5.108,5.11
"288","0.97",1,5.398,5.48
"289","0.98",1,5.65,5.625
"290","0.99",1,5.734,5.635
"291","0.37",2,1.458,1.47
"292","0.6",2,1.995,2.125
"293","0.75",2,2.728,2.615
"294","0.84",1,3.508,3.62
"295","0.9",1,4.11,4.23
"296","0.94",1,4.73,4.805
"297","0.96",1,5.142,5.06
"298","0.97",1,5.402,5.3
"299","0.98",1,5.643,5.705
"300","0.99",1,5.73,5.745
"301","0.37",2,1.436,1.38
"302","0.6",2,2.017,1.94
"303","0.75",1,2.708,2.595
"304","0.84",1,3.413,3.42
"305","0.9",1,4.032,4.1
"306","0.94",1,4.653,4.635
"307","0.96",1,5.14,5.105
"308","0.97",1,5.419,5.255
"309","0.98",1,5.685,5.585
"310","0.99",1,5.766,5.8
"311","0.37",3,1.465,1.465
"312","0.6",2,2.003,1.905
"313","0.75",2,2.693,2.515
"314","0.84",1,3.458,3.405
"315","0.9",1,4.084,4.07
"316","0.94",1,4.724,4.755
"317","0.96",1,5.08,5.2
"318","0.97",1,5.4,5.4
"319","0.98",1,5.597,5.46
"320","0.99",1,5.785,5.77
"321","0.37",1,1.466,1.52
"322","0.6",1,1.98,2.085
"323","0.75",1,2.7,2.845
"324","0.84",1,3.34,3.355
"325","0.9",1,4.035,3.955
"326","0.94",1,4.784,4.89
"327","0.96",1,5.139,5.17
"328","0.97",1,5.42,5.335
"329","0.98",1,5.608,5.66
"330","0.99",1,5.771,5.865
"331","0.37",1,1.486,1.51
"332","0.6",1,1.92,2.025
"333","0.75",1,2.683,2.63
"334","0.84",1,3.408,3.645
"335","0.9",1,4.109,4.22
"336","0.94",1,4.633,4.535
"337","0.96",1,5.189,5.335
"338","0.97",1,5.388,5.495
"339","0.98",1,5.611,5.605
"340","0.99",1,5.8,5.795
"341","0.37",1,1.437,1.405
"342","0.6",1,1.985,1.965
"343","0.75",1,2.662,2.66
"344","0.84",1,3.401,3.605
"345","0.9",1,4.104,4.16
"346","0.94",1,4.811,4.805
"347","0.96",1,5.049,4.885
"348","0.97",1,5.386,5.335
"349","0.98",1,5.669,5.685
"350","0.99",1,5.795,5.785
"351","0.37",2,1.408,1.415
"352","0.6",1,1.973,1.86
"353","0.75",1,2.716,2.595
"354","0.84",1,3.484,3.47
"355","0.9",1,4.127,4.14
"356","0.94",1,4.648,4.615
"357","0.96",1,5.114,4.94
"358","0.97",1,5.443,5.455
"359","0.98",1,5.636,5.66
"360","0.99",1,5.747,5.79
"361","0.37",1,1.421,1.39
"362","0.6",1,2.002,2.13
"363","0.75",1,2.631,2.57
"364","0.84",1,3.453,3.615
"365","0.9",1,4.144,4
"366","0.94",1,4.75,4.705
"367","0.96",1,5.096,5.13
"368","0.97",1,5.474,5.285
"369","0.98",1,5.617,5.55
"370","0.99",1,5.771,5.77
"371","0.37",1,1.466,1.51
"372","0.6",1,2.008,1.945
"373","0.75",1,2.662,2.625
"374","0.84",1,3.457,3.44
"375","0.9",1,4.186,4.275
"376","0.94",1,4.611,4.505
"377","0.96",1,5.073,5.1
"378","0.97",1,5.368,5.41
"379","0.98",1,5.571,5.515
"380","0.99",1,5.739,5.73
"381","0.37",2,1.428,1.46
"382","0.6",2,2.025,2.005
"383","0.75",2,2.58,2.515
"384","0.84",2,3.434,3.335
"385","0.9",1,4.085,4.04
"386","0.94",1,4.628,4.55
"387","0.96",1,5.152,4.995
"388","0.97",1,5.366,5.395
"389","0.98",1,5.565,5.605
"390","0.99",1,5.766,5.765
"391","0.37",1,1.459,1.49
"392","0.6",1,2.005,2
"393","0.75",1,2.659,2.58
"394","0.84",1,3.409,3.275
"395","0.9",1,4.18,4.245
"396","0.94",1,4.72,4.675
"397","0.96",1,5.184,5.235
"398","0.97",1,5.377,5.345
"399","0.98",1,5.7,5.805
"400","0.99",1,5.802,5.825
"401","0.37",1,1.45,1.425
"402","0.6",1,1.945,2.035
"403","0.75",1,2.583,2.5
"404","0.84",1,3.464,3.5
"405","0.9",1,4.108,4.05
"406","0.94",1,4.613,4.62
"407","0.96",1,5.118,5.055
"408","0.97",1,5.417,5.4
"409","0.98",1,5.647,5.685
"410","0.99",1,5.719,5.775
"411","0.37",3,1.457,1.45
"412","0.6",2,2.053,2.04
"413","0.75",2,2.625,2.67
"414","0.84",1,3.426,3.43
"415","0.9",1,4.196,4.34
"416","0.94",1,4.661,4.71
"417","0.96",1,5.115,5.225
"418","0.97",1,5.418,5.54
"419","0.98",1,5.585,5.6
"420","0.99",1,5.78,5.735
"421","0.37",1,1.404,1.325
"422","0.6",1,2.018,2.065
"423","0.75",1,2.684,2.625
"424","0.84",1,3.325,3.275
"425","0.9",1,4.115,4
"426","0.94",1,4.8,4.775
"427","0.96",1,5.123,5.195
"428","0.97",1,5.46,5.505
"429","0.98",1,5.634,5.64
"430","0.99",1,5.785,5.77
"431","0.37",2,1.463,1.45
"432","0.6",2,2.018,1.985
"433","0.75",2,2.636,2.64
"434","0.84",2,3.476,3.565
"435","0.9",1,4.161,4.265
"436","0.94",1,4.754,4.825
"437","0.96",1,5.118,5.06
"438","0.97",1,5.44,5.39
"439","0.98",1,5.602,5.525
"440","0.99",1,5.792,5.75
"441","0.37",2,1.441,1.515
"442","0.6",1,1.952,1.915
"443","0.75",1,2.647,2.745
"444","0.84",1,3.395,3.645
"445","0.9",1,4.095,4.23
"446","0.94",1,4.684,4.68
"447","0.96",1,5.058,5.195
"448","0.97",1,5.417,5.395
"449","0.98",1,5.615,5.68
"450","0.99",1,5.752,5.71
"451","0.37",1,1.438,1.415
"452","0.6",1,1.965,1.935
"453","0.75",1,2.627,2.62
"454","0.84",1,3.458,3.335
"455","0.9",1,4.048,3.96
"456","0.94",1,4.727,4.545
"457","0.96",1,5.206,5.325
"458","0.97",1,5.368,5.33
"459","0.98",1,5.621,5.59
"460","0.99",1,5.695,5.7
"461","0.37",1,1.47,1.485
"462","0.6",1,2.016,1.985
"463","0.75",1,2.67,2.64
"464","0.84",1,3.448,3.56
"465","0.9",1,4.145,3.93
"466","0.94",1,4.626,4.56
"467","0.96",1,5.055,5.055
"468","0.97",1,5.522,5.6
"469","0.98",1,5.671,5.69
"470","0.99",1,5.759,5.765
"471","0.37",1,1.464,1.5
"472","0.6",1,2.019,2.165
"473","0.75",1,2.738,2.865
"474","0.84",1,3.401,3.36
"475","0.9",1,4.18,4.265
"476","0.94",1,4.656,4.565
"477","0.96",1,5.155,5.195
"478","0.97",1,5.329,5.375
"479","0.98",1,5.646,5.68
"480","0.99",1,5.714,5.74
"481","0.37",2,1.435,1.425
"482","0.6",2,1.94,1.885
"483","0.75",1,2.738,2.765
"484","0.84",1,3.357,3.32
"485","0.9",1,4.07,3.955
"486","0.94",1,4.68,4.55
"487","0.96",1,5.108,5.11
"488","0.97",1,5.485,5.665
"489","0.98",1,5.677,5.725
"490","0.99",1,5.724,5.7
"491","0.37",2,1.479,1.45
"492","0.6",2,1.914,1.855
"493","0.75",2,2.738,2.705
"494","0.84",2,3.393,3.52
"495","0.9",1,4.15,4.205
"496","0.94",1,4.774,4.77
"497","0.96",1,5.103,4.995
"498","0.97",1,5.385,5.435
"499","0.98",1,5.661,5.64
"500","0.99",1,5.778,5.835
"501","0.37",1,1.464,1.56
"502","0.6",1,1.99,1.955
"503","0.75",1,2.706,2.82
"504","0.84",1,3.354,3.195
"505","0.9",1,4.147,4.31
"506","0.94",1,4.77,4.555
"507","0.96",1,5.029,5.02
"508","0.97",1,5.469,5.465
"509","0.98",1,5.6,5.595
"510","0.99",1,5.744,5.78
"511","0.37",1,1.439,1.405
"512","0.6",1,2.006,1.98
"513","0.75",1,2.712,2.85
"514","0.84",1,3.468,3.505
"515","0.9",1,4.082,4.08
"516","0.94",1,4.737,4.775
"517","0.96",1,5.128,5.195
"518","0.97",1,5.362,5.46
"519","0.98",1,5.597,5.635
"520","0.99",1,5.758,5.76
"521","0.37",1,1.476,1.485
"522","0.6",1,2.027,1.92
"523","0.75",1,2.639,2.525
"524","0.84",1,3.433,3.595
"525","0.9",1,4.111,4.29
"526","0.94",1,4.711,4.71
"527","0.96",1,5.172,5.365
"528","0.97",1,5.408,5.36
"529","0.98",1,5.633,5.65
"530","0.99",1,5.748,5.68
"531","0.37",2,1.47,1.51
"532","0.6",2,1.99,1.98
"533","0.75",2,2.695,2.86
"534","0.84",2,3.383,3.555
"535","0.9",1,4.081,4.105
"536","0.94",1,4.569,4.645
"537","0.96",1,5.142,5.02
"538","0.97",1,5.458,5.4
"539","0.98",1,5.644,5.59
"540","0.99",1,5.747,5.8
"541","0.37",2,1.454,1.49
"542","0.6",1,1.949,1.97
"543","0.75",1,2.666,2.71
"544","0.84",1,3.466,3.395
"545","0.9",1,4.233,4.36
"546","0.94",1,4.687,4.64
"547","0.96",1,5.124,5.1
"548","0.97",1,5.483,5.515
"549","0.98",1,5.6,5.67
"550","0.99",1,5.739,5.78
"551","0.37",2,1.444,1.45
"552","0.6",2,1.957,2.025
"553","0.75",2,2.654,2.675
"554","0.84",2,3.318,3.335
"555","0.9",1,4.139,4.22
"556","0.94",1,4.72,4.65
"557","0.96",1,5.019,5.005
"558","0.97",1,5.423,5.475
"559","0.98",1,5.625,5.58
"560","0.99",1,5.75,5.72
"561","0.37",1,1.476,1.545
"562","0.6",1,2.011,1.945
"563","0.75",1,2.699,2.785
"564","0.84",1,3.398,3.35
"565","0.9",1,4.099,4.13
"566","0.94",1,4.612,4.545
"567","0.96",1,5.163,5.14
"568","0.97",1,5.442,5.53
"569","0.98",1,5.657,5.65
"570","0.99",1,5.722,5.765
"571","0.37",2,1.42,1.44
"572","0.6",1,2.007,1.93
"573","0.75",1,2.676,2.57
"574","0.84",1,3.397,3.345
"575","0.9",1,4.132,4.11
"576","0.94",1,4.722,4.785
"577","0.96",1,5.227,5.24
"578","0.97",1,5.406,5.515
"579","0.98",1,5.63,5.65
"580","0.99",1,5.81,5.77
"581","0.37",2,1.439,1.47
"582","0.6",1,1.985,2.01
"583","0.75",1,2.664,2.82
"584","0.84",1,3.385,3.5
"585","0.9",1,4.15,4.04
"586","0.94",1,4.664,4.575
"587","0.96",1,5.126,5.21
"588","0.97",1,5.471,5.385
"589","0.98",1,5.669,5.725
"590","0.99",1,5.777,5.805
"591","0.37",1,1.469,1.455
"592","0.6",1,1.953,2.07
"593","0.75",1,2.657,2.66
"594","0.84",1,3.405,3.405
"595","0.9",1,4.132,4.075
"596","0.94",1,4.67,4.85
"597","0.96",1,5.067,5.035
"598","0.97",1,5.474,5.525
"599","0.98",1,5.617,5.665
"600","0.99",1,5.801,5.715
"601","0.37",1,1.45,1.44
"602","0.6",1,1.953,1.995
"603","0.75",1,2.699,2.665
"604","0.84",1,3.477,3.21
"605","0.9",1,4.105,4.145
"606","0.94",1,4.753,4.75
"607","0.96",1,5.103,5
"608","0.97",1,5.402,5.435
"609","0.98",1,5.632,5.685
"610","0.99",1,5.774,5.795
"611","0.37",1,1.483,1.435
"612","0.6",1,1.986,1.965
"613","0.75",1,2.658,2.765
"614","0.84",1,3.402,3.445
"615","0.9",1,4.168,4.215
"616","0.94",1,4.684,4.775
"617","0.96",1,5.132,5.22
"618","0.97",1,5.415,5.425
"619","0.98",1,5.614,5.62
"620","0.99",1,5.799,5.785
"621","0.37",2,1.517,1.56
"622","0.6",2,1.998,1.905
"623","0.75",2,2.613,2.665
"624","0.84",1,3.416,3.465
"625","0.9",1,4.208,4.345
"626","0.94",1,4.731,4.73
"627","0.96",1,5.04,4.975
"628","0.97",1,5.513,5.57
"629","0.98",1,5.593,5.535
"630","0.99",1,5.729,5.745
"631","0.37",1,1.44,1.465
"632","0.6",1,1.899,1.785
"633","0.75",1,2.716,2.84
"634","0.84",1,3.487,3.395
"635","0.9",1,4.176,4.3
"636","0.94",1,4.678,4.46
"637","0.96",1,5.11,5.265
"638","0.97",1,5.418,5.405
"639","0.98",1,5.646,5.68
"640","0.99",1,5.711,5.77
"641","0.37",2,1.455,1.42
"642","0.6",2,1.991,1.98
"643","0.75",1,2.676,2.6
"644","0.84",1,3.404,3.265
"645","0.9",1,4.174,3.985
"646","0.94",1,4.706,4.72
"647","0.96",1,5.117,5.09
"648","0.97",1,5.419,5.335
"649","0.98",1,5.641,5.685
"650","0.99",1,5.772,5.805
"651","0.37",2,1.442,1.515
"652","0.6",2,1.954,1.96
"653","0.75",2,2.681,2.69
"654","0.84",1,3.428,3.49
"655","0.9",1,4.133,4.125
"656","0.94",1,4.726,4.87
"657","0.96",1,5.124,5.07
"658","0.97",1,5.43,5.42
"659","0.98",1,5.616,5.63
"660","0.99",1,5.741,5.69
"661","0.37",1,1.455,1.505
"662","0.6",1,2.006,1.985
"663","0.75",1,2.641,2.69
"664","0.84",1,3.379,3.495
"665","0.9",1,4.141,3.995
"666","0.94",1,4.698,4.69
"667","0.96",1,5.121,5.19
"668","0.97",1,5.436,5.465
"669","0.98",1,5.639,5.63
"670","0.99",1,5.769,5.845
"671","0.37",1,1.471,1.475
"672","0.6",1,1.94,2.045
"673","0.75",1,2.731,2.79
"674","0.84",1,3.29,3.16
"675","0.9",1,4.059,4.295
"676","0.94",1,4.676,4.72
"677","0.96",1,5.137,5.21
"678","0.97",1,5.482,5.51
"679","0.98",1,5.631,5.63
"680","0.99",1,5.765,5.795
"681","0.37",1,1.429,1.365
"682","0.6",1,1.983,2.015
"683","0.75",1,2.661,2.715
"684","0.84",1,3.419,3.465
"685","0.9",1,4.148,4.08
"686","0.94",1,4.7,4.755
"687","0.96",1,5.072,5.07
"688","0.97",1,5.39,5.36
"689","0.98",1,5.591,5.585
"690","0.99",1,5.707,5.495
"691","0.37",2,1.441,1.375
"692","0.6",2,1.934,1.915
"693","0.75",2,2.634,2.54
"694","0.84",1,3.5,3.37
"695","0.9",1,4.056,4.02
"696","0.94",1,4.688,4.82
"697","0.96",1,5.102,5.065
"698","0.97",1,5.473,5.405
"699","0.98",1,5.588,5.69
"700","0.99",1,5.814,5.835
"701","0.37",0,1.457,1.42
"702","0.6",1,2.043,2.11
"703","0.75",1,2.62,2.7
"704","0.84",1,3.426,3.535
"705","0.9",1,4.182,4.37
"706","0.94",1,4.7,4.76
"707","0.96",1,5.083,5.05
"708","0.97",1,5.394,5.48
"709","0.98",1,5.587,5.7
"710","0.99",1,5.812,5.815
"711","0.37",1,1.44,1.385
"712","0.6",1,1.979,1.92
"713","0.75",1,2.66,2.575
"714","0.84",1,3.41,3.39
"715","0.9",1,4.158,4.24
"716","0.94",1,4.757,4.685
"717","0.96",1,5.095,5.03
"718","0.97",1,5.45,5.545
"719","0.98",1,5.596,5.62
"720","0.99",1,5.745,5.755
"721","0.37",2,1.449,1.43
"722","0.6",2,1.955,1.865
"723","0.75",2,2.681,2.685
"724","0.84",1,3.458,3.445
"725","0.9",1,4.178,4.13
"726","0.94",1,4.7,4.53
"727","0.96",1,5.107,5.135
"728","0.97",1,5.432,5.405
"729","0.98",1,5.656,5.76
"730","0.99",1,5.774,5.82
"731","0.37",1,1.483,1.515
"732","0.6",1,2.006,1.94
"733","0.75",1,2.631,2.72
"734","0.84",1,3.392,3.36
"735","0.9",1,4.067,4.125
"736","0.94",1,4.701,4.66
"737","0.96",1,5.039,5.1
"738","0.97",1,5.404,5.435
"739","0.98",1,5.553,5.48
"740","0.99",1,5.757,5.72
"741","0.37",1,1.41,1.405
"742","0.6",1,1.996,1.915
"743","0.75",1,2.639,2.735
"744","0.84",1,3.468,3.415
"745","0.9",1,4.097,4.135
"746","0.94",1,4.66,4.81
"747","0.96",1,5.127,5.1
"748","0.97",1,5.407,5.395
"749","0.98",1,5.61,5.605
"750","0.99",1,5.744,5.755
"751","0.37",1,1.444,1.41
"752","0.6",1,1.972,2.07
"753","0.75",1,2.695,2.705
"754","0.84",1,3.454,3.215
"755","0.9",1,4.086,4.165
"756","0.94",1,4.682,4.785
"757","0.96",1,5.133,5.215
"758","0.97",1,5.457,5.585
"759","0.98",1,5.618,5.52
"760","0.99",1,5.759,5.715
"761","0.37",1,1.467,1.455
"762","0.6",1,2.043,2.06
"763","0.75",1,2.692,2.785
"764","0.84",1,3.401,3.42
"765","0.9",1,4.163,4.3
"766","0.94",1,4.796,4.68
"767","0.96",1,5.107,5.14
"768","0.97",1,5.467,5.525
"769","0.98",1,5.61,5.655
"770","0.99",1,5.727,5.83
"771","0.37",2,1.447,1.445
"772","0.6",2,1.992,2.045
"773","0.75",2,2.741,2.715
"774","0.84",1,3.413,3.43
"775","0.9",1,4.108,4.08
"776","0.94",1,4.703,4.505
"777","0.96",1,5.105,4.935
"778","0.97",1,5.417,5.355
"779","0.98",1,5.644,5.715
"780","0.99",1,5.824,5.875
"781","0.37",2,1.448,1.495
"782","0.6",2,1.976,1.95
"783","0.75",2,2.745,2.635
"784","0.84",1,3.337,3.165
"785","0.9",1,4.14,4.215
"786","0.94",1,4.772,4.725
"787","0.96",1,5.154,5.095
"788","0.97",1,5.382,5.395
"789","0.98",1,5.72,5.765
"790","0.99",1,5.768,5.815
"791","0.37",2,1.433,1.4
"792","0.6",2,2.05,2.04
"793","0.75",1,2.67,2.685
"794","0.84",1,3.389,3.305
"795","0.9",1,4.074,3.955
"796","0.94",1,4.793,4.725
"797","0.96",1,5.157,5.355
"798","0.97",1,5.41,5.395
"799","0.98",1,5.588,5.57
"800","0.99",1,5.752,5.78
"801","0.37",2,1.486,1.445
"802","0.6",2,1.928,1.975
"803","0.75",1,2.698,2.63
"804","0.84",1,3.331,3.075
"805","0.9",1,4.219,4.28
"806","0.94",1,4.644,4.55
"807","0.96",1,5.113,5.2
"808","0.97",1,5.418,5.365
"809","0.98",1,5.572,5.615
"810","0.99",1,5.807,5.805
"811","0.37",2,1.438,1.405
"812","0.6",1,2.005,1.895
"813","0.75",1,2.742,2.81
"814","0.84",1,3.46,3.38
"815","0.9",1,4.103,4.24
"816","0.94",1,4.648,4.635
"817","0.96",1,5.161,5.12
"818","0.97",1,5.362,5.44
"819","0.98",1,5.64,5.625
"820","0.99",1,5.708,5.6
