"","S","group1wins","average_ballot_length_all","average_ballot_length_group1"
"367","-1.4",1,5.628,4.14
"368","-1.6",1,5.73,4.65
"369","-1.8",1,5.792,4.96
"370","-2",1,5.828,5.14
"371","-0.2",1,5.159,1.795
"372","-0.4",1,5.233,2.165
"373","-0.6",1,5.324,2.62
"374","-0.8",1,5.401,3.005
"375","-1",1,5.431,3.155
"376","-1.2",1,5.599,3.995
"377","-1.4",1,5.702,4.51
"378","-1.6",1,5.731,4.655
"379","-1.8",1,5.763,4.815
"380","-2",1,5.883,5.415
"381","-0.2",1,5.092,1.46
"382","-0.4",1,5.092,1.46
"383","-0.6",1,5.139,1.695
"384","-0.8",1,5.189,1.945
"385","-1",1,5.232,2.16
"386","-1.2",1,5.286,2.43
"387","-1.4",1,5.315,2.575
"388","-1.6",1,5.387,2.935
"389","-1.8",1,5.478,3.39
"390","-2",1,5.545,3.725
"391","-0.2",1,5.167,1.835
"392","-0.4",1,5.202,2.01
"393","-0.6",1,5.262,2.31
"394","-0.8",1,5.33,2.65
"395","-1",1,5.413,3.065
"396","-1.2",1,5.483,3.415
"397","-1.4",1,5.571,3.855
"398","-1.6",1,5.645,4.225
"399","-1.8",1,5.724,4.62
"400","-2",1,5.752,4.76
"401","-0.2",1,5.042,1.21
"402","-0.4",1,5.048,1.24
"403","-0.6",1,5.066,1.33
"404","-0.8",1,5.085,1.425
"405","-1",1,5.112,1.56
"406","-1.2",1,5.152,1.76
"407","-1.4",1,5.213,2.065
"408","-1.6",1,5.282,2.41
"409","-1.8",1,5.313,2.565
"410","-2",1,5.387,2.935
"411","-0.2",1,5.15,1.75
"412","-0.4",1,5.212,2.06
"413","-0.6",1,5.315,2.575
"414","-0.8",1,5.399,2.995
"415","-1",1,5.478,3.39
"416","-1.2",1,5.597,3.985
"417","-1.4",1,5.669,4.345
"418","-1.6",1,5.763,4.815
"419","-1.8",1,5.837,5.185
"420","-2",1,5.892,5.46
"421","-0.2",1,5.098,1.49
"422","-0.4",1,5.141,1.705
"423","-0.6",1,5.182,1.91
"424","-0.8",1,5.215,2.075
"425","-1",1,5.257,2.285
"426","-1.2",1,5.3,2.5
"427","-1.4",1,5.373,2.865
"428","-1.6",1,5.417,3.085
"429","-1.8",1,5.527,3.635
"430","-2",1,5.592,3.96
"431","-0.2",1,5.109,1.545
"432","-0.4",1,5.139,1.695
"433","-0.6",1,5.161,1.805
"434","-0.8",1,5.2,2
"435","-1",1,5.264,2.32
"436","-1.2",1,5.28,2.4
"437","-1.4",1,5.37,2.85
"438","-1.6",1,5.428,3.14
"439","-1.8",1,5.517,3.585
"440","-2",1,5.561,3.805
"441","-0.2",1,5.166,1.83
"442","-0.4",1,5.201,2.005
"443","-0.6",1,5.308,2.54
"444","-0.8",1,5.34,2.7
"445","-1",1,5.442,3.21
"446","-1.2",1,5.524,3.62
"447","-1.4",1,5.656,4.28
"448","-1.6",1,5.725,4.625
"449","-1.8",1,5.778,4.89
"450","-2",1,5.843,5.215
"451","-0.2",1,5.102,1.51
"452","-0.4",1,5.156,1.78
"453","-0.6",1,5.233,2.165
"454","-0.8",1,5.262,2.31
"455","-1",1,5.401,3.005
"456","-1.2",1,5.459,3.295
"457","-1.4",1,5.544,3.72
"458","-1.6",1,5.645,4.225
"459","-1.8",1,5.722,4.61
"460","-2",1,5.79,4.95
"461","-0.2",1,5.148,1.74
"462","-0.4",1,5.195,1.975
"463","-0.6",1,5.236,2.18
"464","-0.8",1,5.305,2.525
"465","-1",1,5.427,3.135
"466","-1.2",1,5.465,3.325
"467","-1.4",1,5.606,4.03
"468","-1.6",1,5.67,4.35
"469","-1.8",1,5.753,4.765
"470","-2",1,5.8,5
"471","-0.2",1,5.159,1.795
"472","-0.4",1,5.219,2.095
"473","-0.6",1,5.296,2.48
"474","-0.8",1,5.362,2.81
"475","-1",1,5.447,3.235
"476","-1.2",1,5.537,3.685
"477","-1.4",1,5.595,3.975
"478","-1.6",1,5.713,4.565
"479","-1.8",1,5.793,4.965
"480","-2",1,5.826,5.13
"481","-0.2",1,5.179,1.895
"482","-0.4",1,5.261,2.305
"483","-0.6",1,5.36,2.8
"484","-0.8",1,5.458,3.29
"485","-1",1,5.609,4.045
"486","-1.2",1,5.689,4.445
"487","-1.4",1,5.712,4.56
"488","-1.6",1,5.826,5.13
"489","-1.8",1,5.883,5.415
"490","-2",1,5.92,5.6
"491","-0.2",1,5.153,1.765
"492","-0.4",1,5.212,2.06
"493","-0.6",1,5.294,2.47
"494","-0.8",1,5.4,3
"495","-1",1,5.463,3.315
"496","-1.2",1,5.522,3.61
"497","-1.4",1,5.668,4.34
"498","-1.6",1,5.689,4.445
"499","-1.8",1,5.714,4.57
"500","-2",1,5.774,4.87
"501","-0.2",1,5.117,1.585
"502","-0.4",1,5.166,1.83
"503","-0.6",1,5.174,1.87
"504","-0.8",1,5.252,2.26
"505","-1",1,5.298,2.49
"506","-1.2",1,5.403,3.015
"507","-1.4",1,5.459,3.295
"508","-1.6",1,5.508,3.54
"509","-1.8",1,5.598,3.99
"510","-2",1,5.683,4.415
"511","-0.2",1,5.154,1.77
"512","-0.4",1,5.209,2.045
"513","-0.6",1,5.29,2.45
"514","-0.8",1,5.309,2.545
"515","-1",1,5.421,3.105
"516","-1.2",1,5.507,3.535
"517","-1.4",1,5.56,3.8
"518","-1.6",1,5.601,4.005
"519","-1.8",1,5.675,4.375
"520","-2",1,5.709,4.545
"521","-0.2",1,5.148,1.74
"522","-0.4",1,5.191,1.955
"523","-0.6",1,5.263,2.315
"524","-0.8",1,5.274,2.37
"525","-1",1,5.353,2.765
"526","-1.2",1,5.468,3.34
"527","-1.4",1,5.495,3.475
"528","-1.6",1,5.561,3.805
"529","-1.8",1,5.643,4.215
"530","-2",1,5.694,4.47
"531","-0.2",1,5.035,1.175
"532","-0.4",1,5.057,1.285
"533","-0.6",1,5.08,1.4
"534","-0.8",1,5.133,1.665
"535","-1",1,5.14,1.7
"536","-1.2",1,5.249,2.245
"537","-1.4",1,5.288,2.44
"538","-1.6",1,5.387,2.935
"539","-1.8",1,5.458,3.29
"540","-2",1,5.57,3.85
"541","-0.2",1,5.117,1.585
"542","-0.4",1,5.142,1.71
"543","-0.6",1,5.198,1.99
"544","-0.8",1,5.244,2.22
"545","-1",1,5.323,2.615
"546","-1.2",1,5.354,2.77
"547","-1.4",1,5.41,3.05
"548","-1.6",1,5.471,3.355
"549","-1.8",1,5.495,3.475
"550","-2",1,5.546,3.73
"551","-0.2",1,5.098,1.49
"552","-0.4",1,5.133,1.665
"553","-0.6",1,5.183,1.915
"554","-0.8",1,5.257,2.285
"555","-1",1,5.323,2.615
"556","-1.2",1,5.383,2.915
"557","-1.4",1,5.443,3.215
"558","-1.6",1,5.523,3.615
"559","-1.8",1,5.628,4.14
"560","-2",1,5.677,4.385
"561","-0.2",1,5.131,1.655
"562","-0.4",1,5.228,2.14
"563","-0.6",1,5.294,2.47
"564","-0.8",1,5.357,2.785
"565","-1",1,5.385,2.925
"566","-1.2",1,5.484,3.42
"567","-1.4",1,5.538,3.69
"568","-1.6",1,5.593,3.965
"569","-1.8",1,5.658,4.29
"570","-2",1,5.689,4.445
"571","-0.2",1,5.161,1.805
"572","-0.4",1,5.209,2.045
"573","-0.6",1,5.295,2.475
"574","-0.8",1,5.4,3
"575","-1",1,5.469,3.345
"576","-1.2",1,5.547,3.735
"577","-1.4",1,5.614,4.07
"578","-1.6",1,5.699,4.495
"579","-1.8",1,5.789,4.945
"580","-2",1,5.842,5.21
"581","-0.2",1,5.184,1.92
"582","-0.4",1,5.224,2.12
"583","-0.6",1,5.312,2.56
"584","-0.8",1,5.415,3.075
"585","-1",1,5.499,3.495
"586","-1.2",1,5.584,3.92
"587","-1.4",1,5.669,4.345
"588","-1.6",1,5.736,4.68
"589","-1.8",1,5.792,4.96
"590","-2",1,5.852,5.26
"591","-0.2",1,5.157,1.785
"592","-0.4",1,5.202,2.01
"593","-0.6",1,5.274,2.37
"594","-0.8",1,5.355,2.775
"595","-1",1,5.404,3.02
"596","-1.2",1,5.484,3.42
"597","-1.4",1,5.514,3.57
"598","-1.6",1,5.534,3.67
"599","-1.8",1,5.579,3.895
"600","-2",1,5.597,3.985
"601","-0.2",1,5.037,1.185
"602","-0.4",1,5.053,1.265
"603","-0.6",1,5.072,1.36
"604","-0.8",1,5.096,1.48
"605","-1",1,5.139,1.695
"606","-1.2",1,5.194,1.97
"607","-1.4",1,5.26,2.3
"608","-1.6",1,5.294,2.47
"609","-1.8",1,5.364,2.82
"610","-2",1,5.473,3.365
"611","-0.2",1,5.134,1.67
"612","-0.4",1,5.196,1.98
"613","-0.6",1,5.271,2.355
"614","-0.8",1,5.351,2.755
"615","-1",1,5.429,3.145
"616","-1.2",1,5.468,3.34
"617","-1.4",1,5.542,3.71
"618","-1.6",1,5.565,3.825
"619","-1.8",1,5.62,4.1
"620","-2",1,5.668,4.34
"621","-0.2",1,5.054,1.27
"622","-0.4",1,5.078,1.39
"623","-0.6",1,5.109,1.545
"624","-0.8",1,5.138,1.69
"625","-1",1,5.2,2
"626","-1.2",1,5.281,2.405
"627","-1.4",1,5.34,2.7
"628","-1.6",1,5.435,3.175
"629","-1.8",1,5.545,3.725
"630","-2",1,5.596,3.98
"631","-0.2",1,5.163,1.815
"632","-0.4",1,5.204,2.02
"633","-0.6",1,5.275,2.375
"634","-0.8",1,5.332,2.66
"635","-1",1,5.381,2.905
"636","-1.2",1,5.457,3.285
"637","-1.4",1,5.503,3.515
"638","-1.6",1,5.534,3.67
"639","-1.8",1,5.616,4.08
"640","-2",1,5.646,4.23
"641","-0.2",1,5.141,1.705
"642","-0.4",1,5.214,2.07
"643","-0.6",1,5.238,2.19
"644","-0.8",1,5.277,2.385
"645","-1",1,5.347,2.735
"646","-1.2",1,5.405,3.025
"647","-1.4",1,5.454,3.27
"648","-1.6",1,5.484,3.42
"649","-1.8",1,5.545,3.725
"650","-2",1,5.57,3.85
"651","-0.2",1,5.135,1.675
"652","-0.4",1,5.16,1.8
"653","-0.6",1,5.229,2.145
"654","-0.8",1,5.267,2.335
"655","-1",1,5.314,2.57
"656","-1.2",1,5.431,3.155
"657","-1.4",1,5.526,3.63
"658","-1.6",1,5.591,3.955
"659","-1.8",1,5.701,4.505
"660","-2",1,5.72,4.6
"661","-0.2",1,5.172,1.86
"662","-0.4",1,5.292,2.46
"663","-0.6",1,5.341,2.705
"664","-0.8",1,5.453,3.265
"665","-1",1,5.566,3.83
"666","-1.2",1,5.655,4.275
"667","-1.4",1,5.713,4.565
"668","-1.6",1,5.799,4.995
"669","-1.8",1,5.866,5.33
"670","-2",1,5.879,5.395
"671","-0.2",1,5.142,1.71
"672","-0.4",1,5.175,1.875
"673","-0.6",1,5.244,2.22
"674","-0.8",1,5.316,2.58
"675","-1",1,5.378,2.89
"676","-1.2",1,5.405,3.025
"677","-1.4",1,5.495,3.475
"678","-1.6",1,5.577,3.885
"679","-1.8",1,5.62,4.1
"680","-2",1,5.659,4.295
"681","-0.2",0,5.178,1.89
"682","-0.4",1,5.259,2.295
"683","-0.6",1,5.383,2.915
"684","-0.8",1,5.443,3.215
"685","-1",1,5.583,3.915
"686","-1.2",1,5.722,4.61
"687","-1.4",1,5.773,4.865
"688","-1.6",1,5.81,5.05
"689","-1.8",1,5.832,5.16
"690","-2",1,5.923,5.615
"691","-0.2",1,5.103,1.515
"692","-0.4",1,5.151,1.755
"693","-0.6",1,5.198,1.99
"694","-0.8",1,5.309,2.545
"695","-1",1,5.373,2.865
"696","-1.2",1,5.49,3.45
"697","-1.4",1,5.579,3.895
"698","-1.6",1,5.648,4.24
"699","-1.8",1,5.742,4.71
"700","-2",1,5.807,5.035
"701","-0.2",1,5.141,1.705
"702","-0.4",1,5.185,1.925
"703","-0.6",1,5.274,2.37
"704","-0.8",1,5.369,2.845
"705","-1",1,5.398,2.99
"706","-1.2",1,5.479,3.395
"707","-1.4",1,5.57,3.85
"708","-1.6",1,5.622,4.11
"709","-1.8",1,5.714,4.57
"710","-2",1,5.74,4.7
"711","-0.2",1,5.135,1.675
"712","-0.4",1,5.212,2.06
"713","-0.6",1,5.261,2.305
"714","-0.8",1,5.327,2.635
"715","-1",1,5.437,3.185
"716","-1.2",1,5.518,3.59
"717","-1.4",1,5.567,3.835
"718","-1.6",1,5.696,4.48
"719","-1.8",1,5.759,4.795
"720","-2",1,5.761,4.805
"721","-0.2",1,5.146,1.73
"722","-0.4",1,5.195,1.975
"723","-0.6",1,5.256,2.28
"724","-0.8",1,5.325,2.625
"725","-1",1,5.377,2.885
"726","-1.2",1,5.488,3.44
"727","-1.4",1,5.556,3.78
"728","-1.6",1,5.638,4.19
"729","-1.8",1,5.742,4.71
"730","-2",1,5.784,4.92
"731","-0.2",1,5.195,1.975
"732","-0.4",1,5.222,2.11
"733","-0.6",1,5.328,2.64
"734","-0.8",1,5.385,2.925
"735","-1",1,5.552,3.76
"736","-1.2",1,5.626,4.13
"737","-1.4",1,5.694,4.47
"738","-1.6",1,5.797,4.985
"739","-1.8",1,5.83,5.15
"740","-2",1,5.916,5.58
"741","-0.2",1,5.169,1.845
"742","-0.4",1,5.234,2.17
"743","-0.6",1,5.327,2.635
"744","-0.8",1,5.429,3.145
"745","-1",1,5.508,3.54
"746","-1.2",1,5.582,3.91
"747","-1.4",1,5.671,4.355
"748","-1.6",1,5.754,4.77
"749","-1.8",1,5.812,5.06
"750","-2",1,5.867,5.335
"751","-0.2",1,5.18,1.9
"752","-0.4",1,5.215,2.075
"753","-0.6",1,5.306,2.53
"754","-0.8",1,5.393,2.965
"755","-1",1,5.439,3.195
"756","-1.2",1,5.553,3.765
"757","-1.4",1,5.65,4.25
"758","-1.6",1,5.724,4.62
"759","-1.8",1,5.769,4.845
"760","-2",1,5.863,5.315
"761","-0.2",1,5.127,1.635
"762","-0.4",1,5.207,2.035
"763","-0.6",1,5.262,2.31
"764","-0.8",1,5.322,2.61
"765","-1",1,5.397,2.985
"766","-1.2",1,5.429,3.145
"767","-1.4",1,5.511,3.555
"768","-1.6",1,5.549,3.745
"769","-1.8",1,5.622,4.11
"770","-2",1,5.669,4.345
"771","-0.2",1,5.133,1.665
"772","-0.4",1,5.154,1.77
"773","-0.6",1,5.209,2.045
"774","-0.8",1,5.282,2.41
"775","-1",1,5.304,2.52
"776","-1.2",1,5.437,3.185
"777","-1.4",1,5.455,3.275
"778","-1.6",1,5.512,3.56
"779","-1.8",1,5.574,3.87
"780","-2",1,5.644,4.22
"781","-0.2",1,5.124,1.62
"782","-0.4",1,5.175,1.875
"783","-0.6",1,5.257,2.285
"784","-0.8",1,5.281,2.405
"785","-1",1,5.396,2.98
"786","-1.2",1,5.457,3.285
"787","-1.4",1,5.562,3.81
"788","-1.6",1,5.639,4.195
"789","-1.8",1,5.701,4.505
"790","-2",1,5.798,4.99
"791","-0.2",1,5.136,1.68
"792","-0.4",1,5.176,1.88
