"","scale","group1wins","average_ballot_length_all","average_ballot_length_group1"
"273","0.75",1,5.03,2.76666666666667
"274","0.84",1,5.207,3.35666666666667
"275","0.9",2,5.457,4.19
"276","0.94",2,5.608,4.69333333333333
"277","0.96",2,5.728,5.09333333333333
"278","0.97",2,5.856,5.52
"279","0.98",2,5.892,5.64
"280","0.99",2,5.929,5.76333333333333
"281","0.37",1,4.644,1.48
"282","0.6",1,4.812,2.04
"283","0.75",1,5.028,2.76
"284","0.84",1,5.23,3.43333333333333
"285","0.9",1,5.389,3.96333333333333
"286","0.94",2,5.624,4.74666666666667
"287","0.96",2,5.725,5.08333333333333
"288","0.97",2,5.831,5.43666666666667
"289","0.98",2,5.888,5.62666666666667
"290","0.99",2,5.946,5.82
"291","0.37",1,4.638,1.46
"292","0.6",1,4.817,2.05666666666667
"293","0.75",1,5.037,2.79
"294","0.84",2,5.218,3.39333333333333
"295","0.9",2,5.399,3.99666666666667
"296","0.94",2,5.574,4.58
"297","0.96",2,5.771,5.23666666666667
"298","0.97",2,5.837,5.45666666666667
"299","0.98",2,5.881,5.60333333333333
"300","0.99",2,5.938,5.79333333333333
"301","0.37",1,4.639,1.46333333333333
"302","0.6",1,4.833,2.11
"303","0.75",1,5.013,2.71
"304","0.84",1,5.186,3.28666666666667
"305","0.9",2,5.429,4.09666666666667
"306","0.94",2,5.586,4.62
"307","0.96",2,5.742,5.14
"308","0.97",2,5.847,5.49
"309","0.98",2,5.867,5.55666666666667
"310","0.99",2,5.896,5.65333333333333
"311","0.37",1,4.634,1.44666666666667
"312","0.6",1,4.823,2.07666666666667
"313","0.75",1,5.026,2.75333333333333
"314","0.84",1,5.215,3.38333333333333
"315","0.9",1,5.41,4.03333333333333
"316","0.94",2,5.62,4.73333333333333
"317","0.96",2,5.758,5.19333333333333
"318","0.97",2,5.8,5.33333333333333
"319","0.98",2,5.896,5.65333333333333
"320","0.99",2,5.938,5.79333333333333
"321","0.37",1,4.645,1.48333333333333
"322","0.6",1,4.788,1.96
"323","0.75",1,4.99,2.63333333333333
"324","0.84",1,5.113,3.04333333333333
"325","0.9",2,5.424,4.08
"326","0.94",2,5.634,4.78
"327","0.96",2,5.745,5.15
"328","0.97",2,5.83,5.43333333333333
"329","0.98",2,5.87,5.56666666666667
"330","0.99",2,5.924,5.74666666666667
"331","0.37",1,4.65,1.5
"332","0.6",1,4.789,1.96333333333333
"333","0.75",1,5.038,2.79333333333333
"334","0.84",1,5.196,3.32
"335","0.9",2,5.468,4.22666666666667
"336","0.94",2,5.599,4.66333333333333
"337","0.96",2,5.741,5.13666666666667
"338","0.97",2,5.792,5.30666666666667
"339","0.98",2,5.895,5.65
"340","0.99",2,5.943,5.81
"341","0.37",1,4.611,1.37
"342","0.6",1,4.776,1.92
"343","0.75",1,5.026,2.75333333333333
"344","0.84",1,5.221,3.40333333333333
"345","0.9",2,5.442,4.14
"346","0.94",2,5.614,4.71333333333333
"347","0.96",2,5.712,5.04
"348","0.97",2,5.806,5.35333333333333
"349","0.98",2,5.912,5.70666666666667
"350","0.99",2,5.931,5.77
"351","0.37",1,4.629,1.43
"352","0.6",1,4.79,1.96666666666667
"353","0.75",1,5.01,2.7
"354","0.84",1,5.225,3.41666666666667
"355","0.9",2,5.457,4.19
"356","0.94",2,5.627,4.75666666666667
"357","0.96",2,5.736,5.12
"358","0.97",2,5.831,5.43666666666667
"359","0.98",2,5.871,5.57
"360","0.99",2,5.901,5.67
"361","0.37",1,4.631,1.43666666666667
"362","0.6",1,4.786,1.95333333333333
"363","0.75",1,4.999,2.66333333333333
"364","0.84",1,5.239,3.46333333333333
"365","0.9",1,5.388,3.96
"366","0.94",2,5.611,4.70333333333333
"367","0.96",2,5.732,5.10666666666667
"368","0.97",2,5.819,5.39666666666667
"369","0.98",2,5.909,5.69666666666667
"370","0.99",2,5.93,5.76666666666667
"371","0.37",1,4.651,1.50333333333333
"372","0.6",1,4.763,1.87666666666667
"373","0.75",1,5.004,2.68
"374","0.84",1,5.236,3.45333333333333
"375","0.9",2,5.45,4.16666666666667
"376","0.94",2,5.628,4.76
"377","0.96",2,5.737,5.12333333333333
"378","0.97",2,5.762,5.20666666666667
"379","0.98",2,5.918,5.72666666666667
"380","0.99",2,5.932,5.77333333333333
"381","0.37",1,4.652,1.50666666666667
"382","0.6",1,4.801,2.00333333333333
"383","0.75",1,5.008,2.69333333333333
"384","0.84",2,5.251,3.50333333333333
"385","0.9",2,5.428,4.09333333333333
"386","0.94",2,5.568,4.56
"387","0.96",2,5.727,5.09
"388","0.97",2,5.853,5.51
"389","0.98",2,5.903,5.67666666666667
"390","0.99",2,5.946,5.82
"391","0.37",1,4.647,1.49
"392","0.6",1,4.762,1.87333333333333
"393","0.75",1,5.01,2.7
"394","0.84",1,5.249,3.49666666666667
"395","0.9",1,5.425,4.08333333333333
"396","0.94",2,5.624,4.74666666666667
"397","0.96",2,5.762,5.20666666666667
"398","0.97",2,5.871,5.57
"399","0.98",2,5.89,5.63333333333333
"400","0.99",2,5.892,5.64
"401","0.37",1,4.632,1.44
"402","0.6",1,4.799,1.99666666666667
"403","0.75",1,5.022,2.74
"404","0.84",1,5.258,3.52666666666667
"405","0.9",1,5.472,4.24
"406","0.94",2,5.594,4.64666666666667
"407","0.96",2,5.704,5.01333333333333
"408","0.97",2,5.839,5.46333333333333
"409","0.98",2,5.891,5.63666666666667
"410","0.99",2,5.94,5.8
"411","0.37",1,4.653,1.51
"412","0.6",1,4.811,2.03666666666667
"413","0.75",2,4.963,2.54333333333333
"414","0.84",2,5.237,3.45666666666667
"415","0.9",2,5.428,4.09333333333333
"416","0.94",2,5.605,4.68333333333333
"417","0.96",2,5.717,5.05666666666667
"418","0.97",2,5.841,5.47
"419","0.98",2,5.871,5.57
"420","0.99",2,5.951,5.83666666666667
"421","0.37",1,4.641,1.47
"422","0.6",1,4.796,1.98666666666667
"423","0.75",1,4.998,2.66
"424","0.84",2,5.206,3.35333333333333
"425","0.9",2,5.452,4.17333333333333
"426","0.94",2,5.639,4.79666666666667
"427","0.96",2,5.752,5.17333333333333
"428","0.97",2,5.837,5.45666666666667
"429","0.98",2,5.897,5.65666666666667
"430","0.99",2,5.911,5.70333333333333
"431","0.37",1,4.657,1.52333333333333
"432","0.6",1,4.823,2.07666666666667
"433","0.75",1,5.009,2.69666666666667
"434","0.84",1,5.284,3.61333333333333
"435","0.9",1,5.415,4.05
"436","0.94",2,5.59,4.63333333333333
"437","0.96",2,5.727,5.09
"438","0.97",2,5.824,5.41333333333333
"439","0.98",2,5.896,5.65333333333333
"440","0.99",2,5.934,5.78
"441","0.37",1,4.628,1.42666666666667
"442","0.6",1,4.783,1.94333333333333
"443","0.75",1,4.986,2.62
"444","0.84",2,5.238,3.46
"445","0.9",2,5.449,4.16333333333333
"446","0.94",2,5.615,4.71666666666667
"447","0.96",2,5.736,5.12
"448","0.97",2,5.813,5.37666666666667
"449","0.98",2,5.897,5.65666666666667
"450","0.99",2,5.918,5.72666666666667
"451","0.37",1,4.639,1.46333333333333
"452","0.6",1,4.8,2
"453","0.75",1,5.014,2.71333333333333
"454","0.84",1,5.235,3.45
"455","0.9",1,5.429,4.09666666666667
"456","0.94",2,5.685,4.95
"457","0.96",2,5.681,4.93666666666667
"458","0.97",2,5.805,5.35
"459","0.98",2,5.908,5.69333333333333
"460","0.99",2,5.914,5.71333333333333
"461","0.37",1,4.653,1.51
"462","0.6",1,4.798,1.99333333333333
"463","0.75",1,5.019,2.73
"464","0.84",1,5.201,3.33666666666667
"465","0.9",2,5.436,4.12
"466","0.94",2,5.607,4.69
"467","0.96",2,5.747,5.15666666666667
"468","0.97",2,5.823,5.41
"469","0.98",2,5.873,5.57666666666667
"470","0.99",2,5.901,5.67
"471","0.37",1,4.65,1.5
"472","0.6",1,4.785,1.95
"473","0.75",1,5.012,2.70666666666667
"474","0.84",2,5.263,3.54333333333333
"475","0.9",2,5.453,4.17666666666667
"476","0.94",2,5.615,4.71666666666667
"477","0.96",2,5.718,5.06
"478","0.97",2,5.816,5.38666666666667
"479","0.98",2,5.909,5.69666666666667
"480","0.99",2,5.925,5.75
"481","0.37",1,4.637,1.45666666666667
"482","0.6",1,4.792,1.97333333333333
"483","0.75",1,4.967,2.55666666666667
"484","0.84",1,5.193,3.31
"485","0.9",1,5.361,3.87
"486","0.94",2,5.618,4.72666666666667
"487","0.96",2,5.735,5.11666666666667
"488","0.97",2,5.823,5.41
"489","0.98",2,5.889,5.63
"490","0.99",2,5.96,5.86666666666667
"491","0.37",1,4.612,1.37333333333333
"492","0.6",1,4.802,2.00666666666667
"493","0.75",1,5.022,2.74
"494","0.84",1,5.237,3.45666666666667
"495","0.9",2,5.447,4.15666666666667
"496","0.94",2,5.599,4.66333333333333
"497","0.96",2,5.718,5.06
"498","0.97",2,5.867,5.55666666666667
"499","0.98",2,5.886,5.62
"500","0.99",2,5.931,5.77
"501","0.37",1,4.637,1.45666666666667
"502","0.6",1,4.795,1.98333333333333
"503","0.75",1,5.017,2.72333333333333
"504","0.84",1,5.178,3.26
"505","0.9",2,5.472,4.24
"506","0.94",2,5.637,4.79
"507","0.96",2,5.781,5.27
"508","0.97",2,5.833,5.44333333333333
"509","0.98",2,5.846,5.48666666666667
"510","0.99",2,5.931,5.77
"511","0.37",1,4.631,1.43666666666667
"512","0.6",1,4.787,1.95666666666667
"513","0.75",1,4.998,2.66
"514","0.84",1,5.208,3.36
"515","0.9",2,5.405,4.01666666666667
"516","0.94",2,5.609,4.69666666666667
"517","0.96",2,5.759,5.19666666666667
"518","0.97",2,5.838,5.46
"519","0.98",2,5.872,5.57333333333333
"520","0.99",2,5.931,5.77
"521","0.37",1,4.622,1.40666666666667
"522","0.6",1,4.786,1.95333333333333
"523","0.75",1,4.997,2.65666666666667
"524","0.84",1,5.22,3.4
"525","0.9",1,5.416,4.05333333333333
"526","0.94",2,5.596,4.65333333333333
"527","0.96",1,5.674,4.91333333333333
"528","0.97",2,5.837,5.45666666666667
"529","0.98",2,5.905,5.68333333333333
"530","0.99",2,5.935,5.78333333333333
"531","0.37",1,4.625,1.41666666666667
"532","0.6",1,4.832,2.10666666666667
"533","0.75",1,4.985,2.61666666666667
"534","0.84",1,5.207,3.35666666666667
"535","0.9",2,5.411,4.03666666666667
"536","0.94",2,5.571,4.57
"537","0.96",2,5.751,5.17
"538","0.97",2,5.842,5.47333333333333
"539","0.98",2,5.866,5.55333333333333
"540","0.99",2,5.939,5.79666666666667
"541","0.37",1,4.631,1.43666666666667
"542","0.6",1,4.818,2.06
"543","0.75",1,4.976,2.58666666666667
"544","0.84",2,5.23,3.43333333333333
"545","0.9",2,5.429,4.09666666666667
"546","0.94",2,5.611,4.70333333333333
"547","0.96",2,5.749,5.16333333333333
"548","0.97",2,5.838,5.46
"549","0.98",2,5.907,5.69
"550","0.99",2,5.931,5.77
"551","0.37",1,4.644,1.48
"552","0.6",1,4.764,1.88
"553","0.75",1,4.981,2.60333333333333
"554","0.84",1,5.245,3.48333333333333
"555","0.9",2,5.425,4.08333333333333
"556","0.94",2,5.581,4.60333333333333
"557","0.96",2,5.722,5.07333333333333
"558","0.97",2,5.81,5.36666666666667
"559","0.98",2,5.884,5.61333333333333
"560","0.99",2,5.923,5.74333333333333
"561","0.37",1,4.644,1.48
"562","0.6",1,4.81,2.03333333333333
"563","0.75",1,4.996,2.65333333333333
"564","0.84",2,5.273,3.57666666666667
"565","0.9",2,5.453,4.17666666666667
"566","0.94",2,5.59,4.63333333333333
"567","0.96",2,5.718,5.06
"568","0.97",2,5.814,5.38
"569","0.98",2,5.883,5.61
"570","0.99",2,5.91,5.7
"571","0.37",1,4.641,1.47
"572","0.6",1,4.802,2.00666666666667
"573","0.75",1,5.005,2.68333333333333
"574","0.84",1,5.277,3.59
"575","0.9",2,5.481,4.27
"576","0.94",2,5.576,4.58666666666667
"577","0.96",2,5.748,5.16
"578","0.97",2,5.832,5.44
"579","0.98",2,5.886,5.62
"580","0.99",2,5.944,5.81333333333333
"581","0.37",1,4.623,1.41
"582","0.6",1,4.783,1.94333333333333
"583","0.75",1,5.006,2.68666666666667
"584","0.84",2,5.226,3.42
"585","0.9",2,5.423,4.07666666666667
"586","0.94",2,5.551,4.50333333333333
"587","0.96",2,5.742,5.14
"588","0.97",2,5.83,5.43333333333333
"589","0.98",2,5.911,5.70333333333333
"590","0.99",2,5.917,5.72333333333333
"591","0.37",1,4.633,1.44333333333333
"592","0.6",1,4.813,2.04333333333333
"593","0.75",1,5,2.66666666666667
"594","0.84",1,5.261,3.53666666666667
"595","0.9",1,5.432,4.10666666666667
"596","0.94",2,5.665,4.88333333333333
"597","0.96",2,5.742,5.14
"598","0.97",2,5.859,5.53
"599","0.98",2,5.869,5.56333333333333
"600","0.99",2,5.913,5.71
"601","0.37",1,4.64,1.46666666666667
"602","0.6",1,4.81,2.03333333333333
"603","0.75",1,4.942,2.47333333333333
"604","0.84",1,5.235,3.45
"605","0.9",1,5.415,4.05
"606","0.94",2,5.679,4.93
"607","0.96",2,5.741,5.13666666666667
"608","0.97",2,5.822,5.40666666666667
"609","0.98",2,5.865,5.55
"610","0.99",2,5.928,5.76
"611","0.37",1,4.619,1.39666666666667
"612","0.6",1,4.815,2.05
"613","0.75",1,4.995,2.65
"614","0.84",2,5.266,3.55333333333333
"615","0.9",2,5.456,4.18666666666667
"616","0.94",2,5.615,4.71666666666667
"617","0.96",2,5.716,5.05333333333333
"618","0.97",2,5.854,5.51333333333333
"619","0.98",2,5.893,5.64333333333333
"620","0.99",2,5.94,5.8
"621","0.37",1,4.64,1.46666666666667
"622","0.6",1,4.788,1.96
"623","0.75",1,4.991,2.63666666666667
"624","0.84",1,5.189,3.29666666666667
"625","0.9",1,5.392,3.97333333333333
"626","0.94",2,5.611,4.70333333333333
"627","0.96",2,5.731,5.10333333333333
"628","0.97",2,5.821,5.40333333333333
"629","0.98",2,5.892,5.64
"630","0.99",2,5.921,5.73666666666667
"631","0.37",1,4.638,1.46
"632","0.6",1,4.803,2.01
"633","0.75",1,5.022,2.74
"634","0.84",1,5.271,3.57
"635","0.9",2,5.46,4.2
"636","0.94",2,5.585,4.61666666666667
"637","0.96",2,5.723,5.07666666666667
"638","0.97",2,5.794,5.31333333333333
"639","0.98",2,5.874,5.58
"640","0.99",2,5.94,5.8
"641","0.37",1,4.623,1.41
"642","0.6",1,4.807,2.02333333333333
"643","0.75",1,5.032,2.77333333333333
"644","0.84",1,5.275,3.58333333333333
"645","0.9",2,5.394,3.98
"646","0.94",2,5.609,4.69666666666667
"647","0.96",2,5.685,4.95
"648","0.97",2,5.814,5.38
"649","0.98",2,5.88,5.6
"650","0.99",2,5.944,5.81333333333333
"651","0.37",1,4.645,1.48333333333333
"652","0.6",1,4.787,1.95666666666667
"653","0.75",1,5.019,2.73
"654","0.84",1,5.202,3.34
"655","0.9",2,5.452,4.17333333333333
"656","0.94",2,5.633,4.77666666666667
"657","0.96",2,5.702,5.00666666666667
"658","0.97",2,5.802,5.34
"659","0.98",2,5.88,5.6
"660","0.99",2,5.947,5.82333333333333
"661","0.37",1,4.654,1.51333333333333
"662","0.6",1,4.784,1.94666666666667
"663","0.75",1,4.996,2.65333333333333
"664","0.84",1,5.191,3.30333333333333
"665","0.9",2,5.444,4.14666666666667
"666","0.94",2,5.644,4.81333333333333
"667","0.96",2,5.753,5.17666666666667
"668","0.97",2,5.805,5.35
"669","0.98",2,5.9,5.66666666666667
"670","0.99",2,5.952,5.84
"671","0.37",1,4.634,1.44666666666667
"672","0.6",1,4.807,2.02333333333333
"673","0.75",1,5.011,2.70333333333333
"674","0.84",2,5.235,3.45
"675","0.9",2,5.431,4.10333333333333
"676","0.94",2,5.556,4.52
"677","0.96",2,5.715,5.05
"678","0.97",2,5.809,5.36333333333333
"679","0.98",2,5.916,5.72
"680","0.99",2,5.932,5.77333333333333
"681","0.37",1,4.62,1.4
"682","0.6",1,4.777,1.92333333333333
"683","0.75",1,5.006,2.68666666666667
"684","0.84",1,5.248,3.49333333333333
"685","0.9",2,5.462,4.20666666666667
"686","0.94",1,5.603,4.67666666666667
"687","0.96",2,5.745,5.15
"688","0.97",2,5.837,5.45666666666667
"689","0.98",2,5.882,5.60666666666667
"690","0.99",2,5.932,5.77333333333333
"691","0.37",1,4.623,1.41
"692","0.6",1,4.812,2.04
"693","0.75",1,5.056,2.85333333333333
"694","0.84",2,5.25,3.5
"695","0.9",2,5.478,4.26
"696","0.94",2,5.591,4.63666666666667
"697","0.96",2,5.708,5.02666666666667
"698","0.97",2,5.801,5.33666666666667
"699","0.98",2,5.895,5.65
"700","0.99",2,5.933,5.77666666666667
"701","0.37",1,4.65,1.5
"702","0.6",1,4.776,1.92
"703","0.75",1,5.033,2.77666666666667
"704","0.84",1,5.227,3.42333333333333
"705","0.9",1,5.451,4.17
"706","0.94",2,5.657,4.85666666666667
"707","0.96",2,5.731,5.10333333333333
"708","0.97",2,5.832,5.44
"709","0.98",2,5.866,5.55333333333333
"710","0.99",2,5.944,5.81333333333333
"711","0.37",1,4.636,1.45333333333333
"712","0.6",1,4.782,1.94
"713","0.75",1,5.03,2.76666666666667
"714","0.84",1,5.207,3.35666666666667
