"","S","group1wins","average_ballot_length_all","average_ballot_length_group1"
"269","-1.8",2,5.74,5.35
"270","-2",2,5.86,5.65
"271","-0.2",2,4.358,1.895
"272","-0.4",2,4.495,2.2375
"273","-0.6",2,4.676,2.69
"274","-0.8",2,4.811,3.0275
"275","-1",2,5.016,3.54
"276","-1.2",2,5.22,4.05
"277","-1.4",2,5.345,4.3625
"278","-1.6",2,5.604,5.01
"279","-1.8",2,5.684,5.21
"280","-2",2,5.761,5.4025
"281","-0.2",2,4.308,1.77
"282","-0.4",2,4.447,2.1175
"283","-0.6",2,4.529,2.3225
"284","-0.8",2,4.734,2.835
"285","-1",2,4.93,3.325
"286","-1.2",2,5.162,3.905
"287","-1.4",2,5.308,4.27
"288","-1.6",2,5.518,4.795
"289","-1.8",2,5.65,5.125
"290","-2",2,5.777,5.4425
"291","-0.2",2,4.307,1.7675
"292","-0.4",2,4.384,1.96
"293","-0.6",2,4.525,2.3125
"294","-0.8",2,4.61,2.525
"295","-1",2,4.784,2.96
"296","-1.2",2,4.947,3.3675
"297","-1.4",2,5.148,3.87
"298","-1.6",2,5.262,4.155
"299","-1.8",2,5.446,4.615
"300","-2",2,5.593,4.9825
"301","-0.2",2,4.292,1.73
"302","-0.4",2,4.363,1.9075
"303","-0.6",2,4.506,2.265
"304","-0.8",2,4.641,2.6025
"305","-1",2,4.829,3.0725
"306","-1.2",2,4.949,3.3725
"307","-1.4",2,5.123,3.8075
"308","-1.6",2,5.321,4.3025
"309","-1.8",2,5.464,4.66
"310","-2",2,5.621,5.0525
"311","-0.2",1,4.247,1.6175
"312","-0.4",1,4.389,1.9725
"313","-0.6",2,4.52,2.3
"314","-0.8",2,4.699,2.7475
"315","-1",2,4.902,3.255
"316","-1.2",2,5.084,3.71
"317","-1.4",2,5.346,4.365
"318","-1.6",2,5.509,4.7725
"319","-1.8",2,5.662,5.155
"320","-2",2,5.77,5.425
"321","-0.2",2,4.339,1.8475
"322","-0.4",2,4.492,2.23
"323","-0.6",2,4.616,2.54
"324","-0.8",2,4.765,2.9125
"325","-1",2,4.935,3.3375
"326","-1.2",2,5.196,3.99
"327","-1.4",2,5.289,4.2225
"328","-1.6",2,5.505,4.7625
"329","-1.8",2,5.641,5.1025
"330","-2",2,5.737,5.3425
"331","-0.2",2,4.334,1.835
"332","-0.4",2,4.464,2.16
"333","-0.6",2,4.618,2.545
"334","-0.8",2,4.816,3.04
"335","-1",2,5.089,3.7225
"336","-1.2",2,5.347,4.3675
"337","-1.4",2,5.457,4.6425
"338","-1.6",2,5.621,5.0525
"339","-1.8",2,5.79,5.475
"340","-2",2,5.776,5.44
"341","-0.2",2,4.328,1.82
"342","-0.4",2,4.467,2.1675
"343","-0.6",2,4.604,2.51
"344","-0.8",2,4.759,2.8975
"345","-1",2,4.983,3.4575
"346","-1.2",2,5.139,3.8475
"347","-1.4",2,5.385,4.4625
"348","-1.6",2,5.578,4.945
"349","-1.8",2,5.69,5.225
"350","-2",2,5.784,5.46
"351","-0.2",2,4.328,1.82
"352","-0.4",2,4.405,2.0125
"353","-0.6",2,4.592,2.48
"354","-0.8",2,4.761,2.9025
"355","-1",2,5.012,3.53
"356","-1.2",2,5.246,4.115
"357","-1.4",2,5.386,4.465
"358","-1.6",2,5.525,4.8125
"359","-1.8",2,5.678,5.195
"360","-2",2,5.737,5.3425
"361","-0.2",2,4.302,1.755
"362","-0.4",2,4.394,1.985
"363","-0.6",2,4.544,2.36
"364","-0.8",2,4.664,2.66
"365","-1",2,4.831,3.0775
"366","-1.2",2,5.023,3.5575
"367","-1.4",2,5.23,4.075
"368","-1.6",2,5.32,4.3
"369","-1.8",2,5.455,4.6375
"370","-2",2,5.605,5.0125
"371","-0.2",2,4.306,1.765
"372","-0.4",2,4.403,2.0075
"373","-0.6",2,4.525,2.3125
"374","-0.8",2,4.695,2.7375
"375","-1",2,4.911,3.2775
"376","-1.2",2,5.076,3.69
"377","-1.4",2,5.303,4.2575
"378","-1.6",2,5.49,4.725
"379","-1.8",2,5.639,5.0975
"380","-2",2,5.704,5.26
"381","-0.2",2,4.342,1.855
"382","-0.4",2,4.53,2.325
"383","-0.6",2,4.7,2.75
"384","-0.8",2,4.9,3.25
"385","-1",2,5.065,3.6625
"386","-1.2",2,5.251,4.1275
"387","-1.4",2,5.461,4.6525
"388","-1.6",2,5.591,4.9775
"389","-1.8",2,5.702,5.255
"390","-2",2,5.783,5.4575
"391","-0.2",2,4.363,1.9075
"392","-0.4",2,4.517,2.2925
"393","-0.6",2,4.641,2.6025
"394","-0.8",2,4.838,3.095
"395","-1",2,5.055,3.6375
"396","-1.2",2,5.252,4.13
"397","-1.4",2,5.412,4.53
"398","-1.6",2,5.542,4.855
"399","-1.8",2,5.695,5.2375
"400","-2",2,5.738,5.345
"401","-0.2",2,4.306,1.765
"402","-0.4",2,4.339,1.8475
"403","-0.6",2,4.489,2.2225
"404","-0.8",2,4.618,2.545
"405","-1",2,4.801,3.0025
"406","-1.2",2,4.899,3.2475
"407","-1.4",2,5.084,3.71
"408","-1.6",2,5.185,3.9625
"409","-1.8",2,5.266,4.165
"410","-2",2,5.424,4.56
"411","-0.2",2,4.29,1.725
"412","-0.4",2,4.371,1.9275
"413","-0.6",2,4.533,2.3325
"414","-0.8",2,4.673,2.6825
"415","-1",2,4.846,3.115
"416","-1.2",2,5.022,3.555
"417","-1.4",2,5.2,4
"418","-1.6",2,5.312,4.28
"419","-1.8",2,5.446,4.615
"420","-2",2,5.517,4.7925
"421","-0.2",2,4.333,1.8325
"422","-0.4",2,4.457,2.1425
"423","-0.6",2,4.571,2.4275
"424","-0.8",2,4.786,2.965
"425","-1",2,4.885,3.2125
"426","-1.2",2,5.049,3.6225
"427","-1.4",2,5.222,4.055
"428","-1.6",2,5.399,4.4975
"429","-1.8",2,5.484,4.71
"430","-2",2,5.538,4.845
"431","-0.2",2,4.359,1.8975
"432","-0.4",2,4.474,2.185
"433","-0.6",2,4.591,2.4775
"434","-0.8",2,4.822,3.055
"435","-1",2,4.934,3.335
"436","-1.2",2,5.117,3.7925
"437","-1.4",2,5.314,4.285
"438","-1.6",2,5.527,4.8175
"439","-1.8",2,5.613,5.0325
"440","-2",2,5.696,5.24
"441","-0.2",2,4.344,1.86
"442","-0.4",2,4.542,2.355
"443","-0.6",2,4.739,2.8475
"444","-0.8",2,4.889,3.2225
"445","-1",2,5.102,3.755
"446","-1.2",2,5.252,4.13
"447","-1.4",2,5.441,4.6025
"448","-1.6",2,5.558,4.895
"449","-1.8",2,5.681,5.2025
"450","-2",2,5.792,5.48
"451","-0.2",2,4.214,1.535
"452","-0.4",2,4.326,1.815
"453","-0.6",2,4.464,2.16
"454","-0.8",2,4.588,2.47
"455","-1",2,4.75,2.875
"456","-1.2",2,4.943,3.3575
"457","-1.4",2,5.089,3.7225
"458","-1.6",2,5.279,4.1975
"459","-1.8",2,5.432,4.58
"460","-2",2,5.576,4.94
"461","-0.2",2,4.298,1.745
"462","-0.4",2,4.438,2.095
"463","-0.6",2,4.637,2.5925
"464","-0.8",2,4.799,2.9975
"465","-1",2,5.007,3.5175
"466","-1.2",2,5.217,4.0425
"467","-1.4",2,5.431,4.5775
"468","-1.6",2,5.61,5.025
"469","-1.8",2,5.666,5.165
"470","-2",2,5.798,5.495
"471","-0.2",2,4.401,2.0025
"472","-0.4",2,4.541,2.3525
"473","-0.6",2,4.755,2.8875
"474","-0.8",2,4.974,3.435
"475","-1",2,5.197,3.9925
"476","-1.2",2,5.398,4.495
"477","-1.4",2,5.53,4.825
"478","-1.6",2,5.717,5.2925
"479","-1.8",2,5.794,5.485
"480","-2",2,5.864,5.66
"481","-0.2",2,4.372,1.93
"482","-0.4",2,4.495,2.2375
"483","-0.6",2,4.714,2.785
"484","-0.8",2,4.92,3.3
"485","-1",2,5.144,3.86
"486","-1.2",2,5.295,4.2375
"487","-1.4",2,5.492,4.73
"488","-1.6",2,5.639,5.0975
"489","-1.8",2,5.755,5.3875
"490","-2",2,5.817,5.5425
"491","-0.2",2,4.209,1.5225
"492","-0.4",2,4.257,1.6425
"493","-0.6",2,4.388,1.97
"494","-0.8",2,4.492,2.23
"495","-1",2,4.642,2.605
"496","-1.2",2,4.752,2.88
"497","-1.4",2,4.898,3.245
"498","-1.6",2,5.06,3.65
"499","-1.8",2,5.225,4.0625
"500","-2",2,5.313,4.2825
"501","-0.2",2,4.329,1.8225
"502","-0.4",2,4.533,2.3325
"503","-0.6",2,4.686,2.715
"504","-0.8",2,4.887,3.2175
"505","-1",2,5.073,3.6825
"506","-1.2",2,5.293,4.2325
"507","-1.4",2,5.486,4.715
"508","-1.6",2,5.668,5.17
"509","-1.8",2,5.733,5.3325
"510","-2",2,5.843,5.6075
"511","-0.2",1,4.222,1.555
"512","-0.4",2,4.353,1.8825
"513","-0.6",2,4.481,2.2025
"514","-0.8",2,4.678,2.695
"515","-1",2,4.828,3.07
"516","-1.2",2,5.002,3.505
"517","-1.4",2,5.231,4.0775
"518","-1.6",2,5.409,4.5225
"519","-1.8",2,5.612,5.03
"520","-2",2,5.705,5.2625
"521","-0.2",2,4.344,1.86
"522","-0.4",2,4.491,2.2275
"523","-0.6",2,4.676,2.69
"524","-0.8",2,4.796,2.99
"525","-1",2,5.018,3.545
"526","-1.2",2,5.158,3.895
"527","-1.4",2,5.277,4.1925
"528","-1.6",2,5.406,4.515
"529","-1.8",2,5.457,4.6425
"530","-2",2,5.509,4.7725
"531","-0.2",2,4.379,1.9475
"532","-0.4",2,4.555,2.3875
"533","-0.6",2,4.632,2.58
"534","-0.8",2,4.864,3.16
"535","-1",2,5.022,3.555
"536","-1.2",2,5.234,4.085
"537","-1.4",2,5.325,4.3125
"538","-1.6",2,5.591,4.9775
"539","-1.8",2,5.7,5.25
"540","-2",2,5.819,5.5475
"541","-0.2",2,4.307,1.7675
"542","-0.4",2,4.38,1.95
"543","-0.6",2,4.499,2.2475
"544","-0.8",2,4.674,2.685
"545","-1",2,4.893,3.2325
"546","-1.2",2,5.035,3.5875
"547","-1.4",2,5.222,4.055
"548","-1.6",2,5.401,4.5025
"549","-1.8",2,5.534,4.835
"550","-2",2,5.631,5.0775
"551","-0.2",2,4.379,1.9475
"552","-0.4",2,4.474,2.185
"553","-0.6",2,4.69,2.725
"554","-0.8",2,4.826,3.065
"555","-1",2,5.006,3.515
"556","-1.2",2,5.221,4.0525
"557","-1.4",2,5.45,4.625
"558","-1.6",2,5.538,4.845
"559","-1.8",2,5.637,5.0925
"560","-2",2,5.791,5.4775
"561","-0.2",2,4.379,1.9475
"562","-0.4",2,4.507,2.2675
"563","-0.6",2,4.715,2.7875
"564","-0.8",2,4.88,3.2
"565","-1",2,5.058,3.645
"566","-1.2",2,5.266,4.165
"567","-1.4",2,5.451,4.6275
"568","-1.6",2,5.573,4.9325
"569","-1.8",2,5.734,5.335
"570","-2",2,5.812,5.53
"571","-0.2",2,4.38,1.95
"572","-0.4",2,4.545,2.3625
"573","-0.6",2,4.755,2.8875
"574","-0.8",2,4.903,3.2575
"575","-1",2,5.132,3.83
"576","-1.2",2,5.278,4.195
"577","-1.4",2,5.434,4.585
"578","-1.6",2,5.619,5.0475
"579","-1.8",2,5.698,5.245
"580","-2",2,5.777,5.4425
"581","-0.2",2,4.324,1.81
"582","-0.4",2,4.502,2.255
"583","-0.6",2,4.636,2.59
"584","-0.8",2,4.851,3.1275
"585","-1",2,5.027,3.5675
"586","-1.2",2,5.222,4.055
"587","-1.4",2,5.33,4.325
"588","-1.6",2,5.516,4.79
"589","-1.8",2,5.656,5.14
"590","-2",2,5.778,5.445
"591","-0.2",2,4.315,1.7875
"592","-0.4",2,4.446,2.115
"593","-0.6",2,4.63,2.575
"594","-0.8",2,4.754,2.885
"595","-1",2,4.959,3.3975
"596","-1.2",2,5.14,3.85
"597","-1.4",2,5.282,4.205
"598","-1.6",2,5.391,4.4775
"599","-1.8",2,5.553,4.8825
"600","-2",2,5.679,5.1975
"601","-0.2",2,4.322,1.805
"602","-0.4",2,4.469,2.1725
"603","-0.6",2,4.639,2.5975
"604","-0.8",2,4.769,2.9225
"605","-1",2,5.013,3.5325
"606","-1.2",2,5.085,3.7125
"607","-1.4",2,5.312,4.28
"608","-1.6",2,5.441,4.6025
"609","-1.8",2,5.611,5.0275
"610","-2",2,5.693,5.2325
"611","-0.2",1,4.225,1.5625
"612","-0.4",2,4.289,1.7225
"613","-0.6",2,4.401,2.0025
"614","-0.8",2,4.542,2.355
"615","-1",2,4.765,2.9125
"616","-1.2",2,4.939,3.3475
"617","-1.4",2,5.136,3.84
"618","-1.6",2,5.331,4.3275
"619","-1.8",2,5.486,4.715
"620","-2",2,5.634,5.085
"621","-0.2",2,4.389,1.9725
"622","-0.4",2,4.523,2.3075
"623","-0.6",2,4.716,2.79
"624","-0.8",2,4.938,3.345
"625","-1",2,5.152,3.88
"626","-1.2",2,5.374,4.435
"627","-1.4",2,5.545,4.8625
"628","-1.6",2,5.722,5.305
"629","-1.8",2,5.792,5.48
"630","-2",2,5.86,5.65
"631","-0.2",2,4.368,1.92
"632","-0.4",2,4.475,2.1875
"633","-0.6",2,4.676,2.69
"634","-0.8",2,4.84,3.1
"635","-1",2,5.059,3.6475
"636","-1.2",2,5.25,4.125
"637","-1.4",2,5.359,4.3975
"638","-1.6",2,5.52,4.8
"639","-1.8",2,5.629,5.0725
"640","-2",2,5.759,5.3975
"641","-0.2",2,4.349,1.8725
"642","-0.4",2,4.431,2.0775
"643","-0.6",2,4.678,2.695
"644","-0.8",2,4.847,3.1175
"645","-1",2,5.039,3.5975
"646","-1.2",2,5.233,4.0825
"647","-1.4",2,5.464,4.66
"648","-1.6",2,5.635,5.0875
"649","-1.8",2,5.716,5.29
"650","-2",2,5.795,5.4875
"651","-0.2",2,4.312,1.78
"652","-0.4",2,4.423,2.0575
"653","-0.6",2,4.553,2.3825
"654","-0.8",2,4.708,2.77
"655","-1",2,4.93,3.325
"656","-1.2",2,5.16,3.9
"657","-1.4",2,5.333,4.3325
"658","-1.6",2,5.485,4.7125
"659","-1.8",2,5.62,5.05
"660","-2",2,5.771,5.4275
"661","-0.2",2,4.332,1.83
"662","-0.4",2,4.437,2.0925
"663","-0.6",2,4.585,2.4625
"664","-0.8",2,4.765,2.9125
"665","-1",2,4.955,3.3875
"666","-1.2",2,5.078,3.695
"667","-1.4",2,5.301,4.2525
"668","-1.6",2,5.563,4.9075
"669","-1.8",2,5.606,5.015
"670","-2",2,5.744,5.36
"671","-0.2",2,4.351,1.8775
"672","-0.4",2,4.393,1.9825
"673","-0.6",2,4.587,2.4675
"674","-0.8",2,4.797,2.9925
"675","-1",2,4.968,3.42
"676","-1.2",2,5.149,3.8725
"677","-1.4",2,5.294,4.235
"678","-1.6",2,5.526,4.815
"679","-1.8",2,5.697,5.2425
"680","-2",2,5.765,5.4125
"681","-0.2",2,4.368,1.92
"682","-0.4",2,4.454,2.135
"683","-0.6",2,4.641,2.6025
"684","-0.8",2,4.805,3.0125
"685","-1",2,5.031,3.5775
"686","-1.2",2,5.147,3.8675
"687","-1.4",2,5.266,4.165
"688","-1.6",2,5.372,4.43
"689","-1.8",2,5.486,4.715
"690","-2",2,5.55,4.875
"691","-0.2",2,4.363,1.9075
"692","-0.4",2,4.539,2.3475
"693","-0.6",2,4.743,2.8575
"694","-0.8",2,4.958,3.395
"695","-1",2,5.106,3.765
"696","-1.2",2,5.373,4.4325
"697","-1.4",2,5.525,4.8125
"698","-1.6",2,5.637,5.0925
"699","-1.8",2,5.772,5.43
"700","-2",2,5.817,5.5425
"701","-0.2",2,4.325,1.8125
"702","-0.4",2,4.441,2.1025
"703","-0.6",2,4.643,2.6075
"704","-0.8",2,4.82,3.05
"705","-1",2,4.969,3.4225
"706","-1.2",2,5.119,3.7975
"707","-1.4",2,5.308,4.27
"708","-1.6",2,5.429,4.5725
"709","-1.8",2,5.532,4.83
"710","-2",2,5.621,5.0525
"711","-0.2",2,4.417,2.0425
"712","-0.4",2,4.543,2.3575
"713","-0.6",2,4.852,3.13
"714","-0.8",2,5.004,3.51
"715","-1",2,5.235,4.0875
"716","-1.2",2,5.379,4.4475
"717","-1.4",2,5.603,5.0075
"718","-1.6",2,5.711,5.2775
"719","-1.8",2,5.789,5.4725
"720","-2",2,5.888,5.72
"721","-0.2",2,4.336,1.84
"722","-0.4",2,4.473,2.1825
"723","-0.6",2,4.654,2.635
"724","-0.8",2,4.881,3.2025
"725","-1",2,5.055,3.6375
"726","-1.2",2,5.288,4.22
"727","-1.4",2,5.44,4.6
"728","-1.6",2,5.608,5.02
"729","-1.8",2,5.756,5.39
"730","-2",2,5.831,5.5775
"731","-0.2",2,4.36,1.9
"732","-0.4",2,4.524,2.31
"733","-0.6",2,4.634,2.585
"734","-0.8",2,4.801,3.0025
"735","-1",2,4.963,3.4075
"736","-1.2",2,5.131,3.8275
"737","-1.4",2,5.248,4.12
"738","-1.6",2,5.419,4.5475
"739","-1.8",2,5.537,4.8425
"740","-2",2,5.692,5.23
"741","-0.2",2,4.369,1.9225
"742","-0.4",2,4.516,2.29
"743","-0.6",2,4.653,2.6325
"744","-0.8",2,4.841,3.1025
"745","-1",2,5.048,3.62
"746","-1.2",2,5.254,4.135
"747","-1.4",2,5.411,4.5275
"748","-1.6",2,5.563,4.9075
"749","-1.8",2,5.716,5.29
"750","-2",2,5.799,5.4975
"751","-0.2",2,4.341,1.8525
"752","-0.4",2,4.495,2.2375
"753","-0.6",2,4.681,2.7025
"754","-0.8",2,4.908,3.27
"755","-1",2,5.109,3.7725
"756","-1.2",2,5.256,4.14
"757","-1.4",2,5.42,4.55
"758","-1.6",2,5.558,4.895
"759","-1.8",2,5.699,5.2475
"760","-2",2,5.761,5.4025
"761","-0.2",2,4.381,1.9525
"762","-0.4",2,4.492,2.23
"763","-0.6",2,4.673,2.6825
"764","-0.8",2,4.902,3.255
"765","-1",2,5.085,3.7125
"766","-1.2",2,5.266,4.165
"767","-1.4",2,5.405,4.5125
"768","-1.6",2,5.568,4.92
"769","-1.8",2,5.703,5.2575
"770","-2",2,5.83,5.575
