"","S","group1wins","average_ballot_length_all","average_ballot_length_group1"
"102","-0.4",1,5.237,2.185
"103","-0.6",1,5.339,2.695
"104","-0.8",1,5.409,3.045
"105","-1",1,5.519,3.595
"106","-1.2",1,5.632,4.16
"107","-1.4",1,5.676,4.38
"108","-1.6",1,5.759,4.795
"109","-1.8",1,5.83,5.15
"110","-2",1,5.845,5.225
"111","-0.2",1,5.201,2.005
"112","-0.4",1,5.243,2.215
"113","-0.6",1,5.349,2.745
"114","-0.8",1,5.39,2.95
"115","-1",1,5.575,3.875
"116","-1.2",1,5.625,4.125
"117","-1.4",1,5.702,4.51
"118","-1.6",1,5.833,5.165
"119","-1.8",1,5.844,5.22
"120","-2",1,5.905,5.525
"121","-0.2",1,5.154,1.77
"122","-0.4",1,5.248,2.24
"123","-0.6",1,5.333,2.665
"124","-0.8",1,5.387,2.935
"125","-1",1,5.497,3.485
"126","-1.2",1,5.55,3.75
"127","-1.4",1,5.599,3.995
"128","-1.6",1,5.664,4.32
"129","-1.8",1,5.72,4.6
"130","-2",1,5.777,4.885
"131","-0.2",1,5.143,1.715
"132","-0.4",1,5.175,1.875
"133","-0.6",1,5.192,1.96
"134","-0.8",1,5.307,2.535
"135","-1",1,5.41,3.05
"136","-1.2",1,5.48,3.4
"137","-1.4",1,5.589,3.945
"138","-1.6",1,5.632,4.16
"139","-1.8",1,5.719,4.595
"140","-2",1,5.753,4.765
"141","-0.2",1,5.185,1.925
"142","-0.4",1,5.27,2.35
"143","-0.6",1,5.345,2.725
"144","-0.8",1,5.484,3.42
"145","-1",1,5.564,3.82
"146","-1.2",1,5.697,4.485
"147","-1.4",1,5.774,4.87
"148","-1.6",1,5.804,5.02
"149","-1.8",1,5.871,5.355
"150","-2",1,5.936,5.68
"151","-0.2",1,5.168,1.84
"152","-0.4",1,5.201,2.005
"153","-0.6",1,5.277,2.385
"154","-0.8",1,5.344,2.72
"155","-1",1,5.444,3.22
"156","-1.2",1,5.464,3.32
"157","-1.4",1,5.545,3.725
"158","-1.6",1,5.61,4.05
"159","-1.8",1,5.684,4.42
"160","-2",1,5.71,4.55
"161","-0.2",1,5.146,1.73
"162","-0.4",1,5.227,2.135
"163","-0.6",1,5.296,2.48
"164","-0.8",1,5.364,2.82
"165","-1",1,5.42,3.1
"166","-1.2",1,5.499,3.495
"167","-1.4",1,5.561,3.805
"168","-1.6",1,5.68,4.4
"169","-1.8",1,5.719,4.595
"170","-2",1,5.773,4.865
"171","-0.2",1,5.203,2.015
"172","-0.4",1,5.249,2.245
"173","-0.6",1,5.323,2.615
"174","-0.8",1,5.427,3.135
"175","-1",1,5.527,3.635
"176","-1.2",1,5.616,4.08
"177","-1.4",1,5.691,4.455
"178","-1.6",1,5.767,4.835
"179","-1.8",1,5.826,5.13
"180","-2",1,5.881,5.405
"181","-0.2",1,5.186,1.93
"182","-0.4",1,5.266,2.33
"183","-0.6",1,5.296,2.48
"184","-0.8",1,5.409,3.045
"185","-1",1,5.473,3.365
"186","-1.2",1,5.576,3.88
"187","-1.4",1,5.626,4.13
"188","-1.6",1,5.697,4.485
"189","-1.8",1,5.773,4.865
"190","-2",1,5.809,5.045
"191","-0.2",1,5.212,2.06
"192","-0.4",1,5.313,2.565
"193","-0.6",1,5.356,2.78
"194","-0.8",1,5.491,3.455
"195","-1",1,5.587,3.935
"196","-1.2",1,5.724,4.62
"197","-1.4",1,5.816,5.08
"198","-1.6",1,5.83,5.15
"199","-1.8",1,5.918,5.59
"200","-2",1,5.945,5.725
"201","-0.2",1,5.137,1.685
"202","-0.4",1,5.198,1.99
"203","-0.6",1,5.262,2.31
"204","-0.8",1,5.296,2.48
"205","-1",1,5.413,3.065
"206","-1.2",1,5.505,3.525
"207","-1.4",1,5.605,4.025
"208","-1.6",1,5.684,4.42
"209","-1.8",1,5.75,4.75
"210","-2",1,5.829,5.145
"211","-0.2",1,5.176,1.88
"212","-0.4",1,5.265,2.325
"213","-0.6",1,5.341,2.705
"214","-0.8",1,5.456,3.28
"215","-1",1,5.561,3.805
"216","-1.2",1,5.623,4.115
"217","-1.4",1,5.774,4.87
"218","-1.6",1,5.793,4.965
"219","-1.8",1,5.861,5.305
"220","-2",1,5.952,5.76
"221","-0.2",1,5.172,1.86
"222","-0.4",1,5.253,2.265
"223","-0.6",1,5.332,2.66
"224","-0.8",1,5.371,2.855
"225","-1",1,5.498,3.49
"226","-1.2",1,5.602,4.01
"227","-1.4",1,5.668,4.34
"228","-1.6",1,5.795,4.975
"229","-1.8",1,5.838,5.19
"230","-2",1,5.926,5.63
"231","-0.2",1,5.142,1.71
"232","-0.4",1,5.176,1.88
"233","-0.6",1,5.229,2.145
"234","-0.8",1,5.307,2.535
"235","-1",1,5.392,2.96
"236","-1.2",1,5.446,3.23
"237","-1.4",1,5.577,3.885
"238","-1.6",1,5.659,4.295
"239","-1.8",1,5.707,4.535
"240","-2",1,5.79,4.95
"241","-0.2",1,5.112,1.56
"242","-0.4",1,5.166,1.83
"243","-0.6",1,5.191,1.955
"244","-0.8",1,5.28,2.4
"245","-1",1,5.374,2.87
"246","-1.2",1,5.426,3.13
"247","-1.4",1,5.493,3.465
"248","-1.6",1,5.578,3.89
"249","-1.8",1,5.602,4.01
"250","-2",1,5.701,4.505
"251","-0.2",1,5.184,1.92
"252","-0.4",1,5.261,2.305
"253","-0.6",1,5.323,2.615
"254","-0.8",1,5.398,2.99
"255","-1",1,5.495,3.475
"256","-1.2",1,5.604,4.02
"257","-1.4",1,5.692,4.46
"258","-1.6",1,5.742,4.71
"259","-1.8",1,5.824,5.12
"260","-2",1,5.872,5.36
"261","-0.2",1,5.144,1.72
"262","-0.4",1,5.226,2.13
"263","-0.6",1,5.289,2.445
"264","-0.8",1,5.359,2.795
"265","-1",1,5.467,3.335
"266","-1.2",1,5.545,3.725
"267","-1.4",1,5.65,4.25
"268","-1.6",1,5.769,4.845
"269","-1.8",1,5.792,4.96
"270","-2",1,5.859,5.295
"271","-0.2",1,5.166,1.83
"272","-0.4",1,5.173,1.865
"273","-0.6",1,5.279,2.395
"274","-0.8",1,5.362,2.81
"275","-1",1,5.444,3.22
"276","-1.2",1,5.517,3.585
"277","-1.4",1,5.598,3.99
"278","-1.6",1,5.696,4.48
"279","-1.8",1,5.762,4.81
"280","-2",1,5.846,5.23
"281","-0.2",1,5.141,1.705
"282","-0.4",1,5.213,2.065
"283","-0.6",1,5.251,2.255
"284","-0.8",1,5.356,2.78
"285","-1",1,5.416,3.08
"286","-1.2",1,5.521,3.605
"287","-1.4",1,5.685,4.425
"288","-1.6",1,5.743,4.715
"289","-1.8",1,5.823,5.115
"290","-2",1,5.861,5.305
"291","-0.2",1,5.149,1.745
"292","-0.4",1,5.216,2.08
"293","-0.6",1,5.305,2.525
"294","-0.8",1,5.386,2.93
"295","-1",1,5.477,3.385
"296","-1.2",1,5.504,3.52
"297","-1.4",1,5.639,4.195
"298","-1.6",1,5.678,4.39
"299","-1.8",1,5.753,4.765
"300","-2",1,5.803,5.015
"301","-0.2",1,5.209,2.045
"302","-0.4",1,5.292,2.46
"303","-0.6",1,5.359,2.795
"304","-0.8",1,5.452,3.26
"305","-1",1,5.556,3.78
"306","-1.2",1,5.644,4.22
"307","-1.4",1,5.772,4.86
"308","-1.6",1,5.843,5.215
"309","-1.8",1,5.857,5.285
"310","-2",1,5.921,5.605
"311","-0.2",1,5.182,1.91
"312","-0.4",1,5.209,2.045
"313","-0.6",1,5.289,2.445
"314","-0.8",1,5.401,3.005
"315","-1",1,5.456,3.28
"316","-1.2",1,5.529,3.645
"317","-1.4",1,5.639,4.195
"318","-1.6",1,5.717,4.585
"319","-1.8",1,5.819,5.095
"320","-2",1,5.874,5.37
"321","-0.2",1,5.155,1.775
"322","-0.4",1,5.189,1.945
"323","-0.6",1,5.297,2.485
"324","-0.8",1,5.368,2.84
"325","-1",1,5.451,3.255
"326","-1.2",1,5.511,3.555
"327","-1.4",1,5.575,3.875
"328","-1.6",1,5.664,4.32
"329","-1.8",1,5.696,4.48
"330","-2",1,5.773,4.865
"331","-0.2",1,5.18,1.9
"332","-0.4",1,5.279,2.395
"333","-0.6",1,5.355,2.775
"334","-0.8",1,5.468,3.34
"335","-1",1,5.557,3.785
"336","-1.2",1,5.665,4.325
"337","-1.4",1,5.742,4.71
"338","-1.6",1,5.804,5.02
"339","-1.8",1,5.837,5.185
"340","-2",1,5.912,5.56
"341","-0.2",1,5.162,1.81
"342","-0.4",1,5.228,2.14
"343","-0.6",1,5.339,2.695
"344","-0.8",1,5.417,3.085
"345","-1",1,5.522,3.61
"346","-1.2",1,5.606,4.03
"347","-1.4",1,5.682,4.41
"348","-1.6",1,5.742,4.71
"349","-1.8",1,5.828,5.14
"350","-2",1,5.882,5.41
"351","-0.2",0,5.166,1.83
"352","-0.4",1,5.274,2.37
"353","-0.6",1,5.355,2.775
"354","-0.8",1,5.466,3.33
"355","-1",1,5.554,3.77
"356","-1.2",1,5.641,4.205
"357","-1.4",1,5.769,4.845
"358","-1.6",1,5.82,5.1
"359","-1.8",1,5.877,5.385
"360","-2",1,5.911,5.555
"361","-0.2",1,5.198,1.99
"362","-0.4",1,5.275,2.375
"363","-0.6",1,5.354,2.77
"364","-0.8",1,5.509,3.545
"365","-1",1,5.645,4.225
"366","-1.2",1,5.731,4.655
"367","-1.4",1,5.795,4.975
"368","-1.6",1,5.865,5.325
"369","-1.8",1,5.885,5.425
"370","-2",1,5.921,5.605
"371","-0.2",0,5.189,1.945
"372","-0.4",0,5.285,2.425
"373","-0.6",1,5.351,2.755
"374","-0.8",1,5.501,3.505
"375","-1",1,5.583,3.915
"376","-1.2",1,5.691,4.455
"377","-1.4",1,5.755,4.775
"378","-1.6",1,5.86,5.3
"379","-1.8",1,5.9,5.5
"380","-2",1,5.905,5.525
"381","-0.2",1,5.134,1.67
"382","-0.4",1,5.178,1.89
"383","-0.6",1,5.265,2.325
"384","-0.8",1,5.299,2.495
"385","-1",1,5.384,2.92
"386","-1.2",1,5.437,3.185
"387","-1.4",1,5.552,3.76
"388","-1.6",1,5.626,4.13
"389","-1.8",1,5.701,4.505
"390","-2",1,5.768,4.84
"391","-0.2",1,5.181,1.905
"392","-0.4",1,5.254,2.27
"393","-0.6",1,5.374,2.87
"394","-0.8",1,5.473,3.365
"395","-1",1,5.573,3.865
"396","-1.2",1,5.665,4.325
"397","-1.4",1,5.782,4.91
"398","-1.6",1,5.841,5.205
"399","-1.8",1,5.889,5.445
"400","-2",1,5.921,5.605
"401","-0.2",1,5.16,1.8
"402","-0.4",1,5.194,1.97
"403","-0.6",1,5.282,2.41
"404","-0.8",1,5.384,2.92
"405","-1",1,5.45,3.25
"406","-1.2",1,5.611,4.055
"407","-1.4",1,5.663,4.315
"408","-1.6",1,5.771,4.855
"409","-1.8",1,5.826,5.13
"410","-2",1,5.884,5.42
"411","-0.2",1,5.145,1.725
"412","-0.4",1,5.219,2.095
"413","-0.6",1,5.286,2.43
"414","-0.8",1,5.321,2.605
"415","-1",1,5.441,3.205
"416","-1.2",1,5.519,3.595
"417","-1.4",1,5.584,3.92
"418","-1.6",1,5.658,4.29
"419","-1.8",1,5.732,4.66
"420","-2",1,5.809,5.045
"421","-0.2",1,5.194,1.97
"422","-0.4",1,5.271,2.355
"423","-0.6",1,5.333,2.665
"424","-0.8",1,5.422,3.11
"425","-1",1,5.536,3.68
"426","-1.2",1,5.599,3.995
"427","-1.4",1,5.707,4.535
"428","-1.6",1,5.777,4.885
"429","-1.8",1,5.864,5.32
"430","-2",1,5.899,5.495
"431","-0.2",1,5.181,1.905
"432","-0.4",1,5.267,2.335
"433","-0.6",1,5.336,2.68
"434","-0.8",1,5.438,3.19
"435","-1",1,5.503,3.515
"436","-1.2",1,5.64,4.2
"437","-1.4",1,5.706,4.53
"438","-1.6",1,5.76,4.8
"439","-1.8",1,5.859,5.295
"440","-2",1,5.877,5.385
"441","-0.2",1,5.17,1.85
"442","-0.4",1,5.215,2.075
"443","-0.6",1,5.26,2.3
"444","-0.8",1,5.326,2.63
"445","-1",1,5.442,3.21
"446","-1.2",1,5.53,3.65
"447","-1.4",1,5.662,4.31
"448","-1.6",1,5.701,4.505
"449","-1.8",1,5.81,5.05
"450","-2",1,5.861,5.305
"451","-0.2",1,5.151,1.755
"452","-0.4",1,5.201,2.005
"453","-0.6",1,5.279,2.395
"454","-0.8",1,5.348,2.74
"455","-1",1,5.455,3.275
"456","-1.2",1,5.54,3.7
"457","-1.4",1,5.652,4.26
"458","-1.6",1,5.722,4.61
"459","-1.8",1,5.798,4.99
"460","-2",1,5.86,5.3
"461","-0.2",1,5.174,1.87
"462","-0.4",1,5.224,2.12
"463","-0.6",1,5.328,2.64
"464","-0.8",1,5.428,3.14
"465","-1",1,5.483,3.415
"466","-1.2",1,5.579,3.895
"467","-1.4",1,5.641,4.205
"468","-1.6",1,5.74,4.7
"469","-1.8",1,5.831,5.155
"470","-2",1,5.87,5.35
"471","-0.2",1,5.164,1.82
"472","-0.4",1,5.239,2.195
"473","-0.6",1,5.343,2.715
"474","-0.8",1,5.389,2.945
"475","-1",1,5.511,3.555
"476","-1.2",1,5.558,3.79
"477","-1.4",1,5.665,4.325
"478","-1.6",1,5.749,4.745
"479","-1.8",1,5.776,4.88
"480","-2",1,5.852,5.26
"481","-0.2",1,5.172,1.86
"482","-0.4",1,5.211,2.055
"483","-0.6",1,5.313,2.565
"484","-0.8",1,5.376,2.88
"485","-1",1,5.472,3.36
"486","-1.2",1,5.561,3.805
"487","-1.4",1,5.64,4.2
"488","-1.6",1,5.712,4.56
"489","-1.8",1,5.803,5.015
"490","-2",1,5.872,5.36
"491","-0.2",1,5.149,1.745
"492","-0.4",1,5.224,2.12
"493","-0.6",1,5.263,2.315
"494","-0.8",1,5.33,2.65
"495","-1",1,5.435,3.175
"496","-1.2",1,5.512,3.56
"497","-1.4",1,5.571,3.855
"498","-1.6",1,5.648,4.24
"499","-1.8",1,5.735,4.675
"500","-2",1,5.772,4.86
"501","-0.2",1,5.138,1.69
"502","-0.4",1,5.198,1.99
"503","-0.6",1,5.294,2.47
"504","-0.8",1,5.355,2.775
"505","-1",1,5.405,3.025
"506","-1.2",1,5.511,3.555
"507","-1.4",1,5.556,3.78
"508","-1.6",1,5.632,4.16
"509","-1.8",1,5.707,4.535
"510","-2",1,5.733,4.665
"511","-0.2",1,5.168,1.84
"512","-0.4",1,5.266,2.33
"513","-0.6",1,5.338,2.69
"514","-0.8",1,5.395,2.975
"515","-1",1,5.497,3.485
"516","-1.2",1,5.614,4.07
"517","-1.4",1,5.712,4.56
"518","-1.6",1,5.79,4.95
"519","-1.8",1,5.841,5.205
"520","-2",1,5.889,5.445
"521","-0.2",1,5.174,1.87
"522","-0.4",1,5.253,2.265
"523","-0.6",1,5.308,2.54
"524","-0.8",1,5.388,2.94
"525","-1",1,5.442,3.21
"526","-1.2",1,5.542,3.71
"527","-1.4",1,5.625,4.125
"528","-1.6",1,5.674,4.37
"529","-1.8",1,5.752,4.76
"530","-2",1,5.738,4.69
"531","-0.2",1,5.199,1.995
"532","-0.4",1,5.273,2.365
"533","-0.6",1,5.342,2.71
"534","-0.8",1,5.436,3.18
"535","-1",1,5.52,3.6
"536","-1.2",1,5.607,4.035
"537","-1.4",1,5.718,4.59
"538","-1.6",1,5.773,4.865
"539","-1.8",1,5.841,5.205
"540","-2",1,5.864,5.32
"541","-0.2",1,5.153,1.765
"542","-0.4",1,5.235,2.175
"543","-0.6",1,5.277,2.385
"544","-0.8",1,5.338,2.69
"545","-1",1,5.405,3.025
"546","-1.2",1,5.526,3.63
"547","-1.4",1,5.614,4.07
"548","-1.6",1,5.662,4.31
"549","-1.8",1,5.701,4.505
"550","-2",1,5.789,4.945
"551","-0.2",1,5.177,1.885
"552","-0.4",1,5.267,2.335
"553","-0.6",1,5.321,2.605
"554","-0.8",1,5.434,3.17
"555","-1",1,5.517,3.585
"556","-1.2",1,5.639,4.195
"557","-1.4",1,5.729,4.645
"558","-1.6",1,5.781,4.905
"559","-1.8",1,5.839,5.195
"560","-2",1,5.93,5.65
"561","-0.2",1,5.171,1.855
"562","-0.4",1,5.233,2.165
"563","-0.6",1,5.323,2.615
"564","-0.8",1,5.362,2.81
"565","-1",1,5.513,3.565
"566","-1.2",1,5.555,3.775
"567","-1.4",1,5.638,4.19
"568","-1.6",1,5.716,4.58
"569","-1.8",1,5.759,4.795
"570","-2",1,5.839,5.195
"571","-0.2",1,5.145,1.725
"572","-0.4",1,5.24,2.2
"573","-0.6",1,5.275,2.375
"574","-0.8",1,5.406,3.03
"575","-1",1,5.481,3.405
"576","-1.2",1,5.523,3.615
"577","-1.4",1,5.591,3.955
"578","-1.6",1,5.692,4.46
"579","-1.8",1,5.776,4.88
"580","-2",1,5.807,5.035
"581","-0.2",1,5.153,1.765
"582","-0.4",1,5.23,2.15
"583","-0.6",1,5.3,2.5
"584","-0.8",1,5.345,2.725
"585","-1",1,5.469,3.345
"586","-1.2",1,5.588,3.94
"587","-1.4",1,5.663,4.315
"588","-1.6",1,5.747,4.735
"589","-1.8",1,5.858,5.29
"590","-2",1,5.88,5.4
"591","-0.2",1,5.133,1.665
"592","-0.4",1,5.197,1.985
"593","-0.6",1,5.296,2.48
"594","-0.8",1,5.359,2.795
"595","-1",1,5.527,3.635
"596","-1.2",1,5.535,3.675
"597","-1.4",1,5.64,4.2
"598","-1.6",1,5.793,4.965
"599","-1.8",1,5.801,5.005
"600","-2",1,5.869,5.345
"601","-0.2",1,5.161,1.805
"602","-0.4",1,5.235,2.175
"603","-0.6",1,5.276,2.38
"604","-0.8",1,5.344,2.72
"605","-1",1,5.447,3.235
"606","-1.2",1,5.573,3.865
"607","-1.4",1,5.639,4.195
"608","-1.6",1,5.684,4.42
"609","-1.8",1,5.815,5.075
"610","-2",1,5.834,5.17
"611","-0.2",1,5.174,1.87
"612","-0.4",1,5.257,2.285
"613","-0.6",1,5.337,2.685
"614","-0.8",1,5.415,3.075
"615","-1",1,5.53,3.65
"616","-1.2",1,5.626,4.13
"617","-1.4",1,5.711,4.555
"618","-1.6",1,5.799,4.995
"619","-1.8",1,5.873,5.365
"620","-2",1,5.872,5.36
"621","-0.2",1,5.182,1.91
"622","-0.4",1,5.251,2.255
"623","-0.6",1,5.358,2.79
"624","-0.8",1,5.426,3.13
"625","-1",1,5.56,3.8
"626","-1.2",1,5.686,4.43
"627","-1.4",1,5.764,4.82
"628","-1.6",1,5.81,5.05
"629","-1.8",1,5.882,5.41
"630","-2",1,5.905,5.525
"631","-0.2",0,5.177,1.885
"632","-0.4",1,5.252,2.26
"633","-0.6",1,5.288,2.44
"634","-0.8",1,5.405,3.025
"635","-1",1,5.46,3.3
"636","-1.2",1,5.588,3.94
"637","-1.4",1,5.65,4.25
"638","-1.6",1,5.764,4.82
"639","-1.8",1,5.805,5.025
"640","-2",1,5.872,5.36
"641","-0.2",1,5.145,1.725
"642","-0.4",1,5.184,1.92
"643","-0.6",1,5.314,2.57
"644","-0.8",1,5.341,2.705
"645","-1",1,5.465,3.325
"646","-1.2",1,5.54,3.7
"647","-1.4",1,5.601,4.005
"648","-1.6",1,5.662,4.31
"649","-1.8",1,5.711,4.555
"650","-2",1,5.751,4.755
"651","-0.2",1,5.14,1.7
"652","-0.4",1,5.187,1.935
"653","-0.6",1,5.25,2.25
"654","-0.8",1,5.36,2.8
"655","-1",1,5.417,3.085
"656","-1.2",1,5.48,3.4
"657","-1.4",1,5.553,3.765
"658","-1.6",1,5.634,4.17
"659","-1.8",1,5.686,4.43
"660","-2",1,5.745,4.725
"661","-0.2",1,5.163,1.815
"662","-0.4",1,5.175,1.875
"663","-0.6",1,5.252,2.26
"664","-0.8",1,5.354,2.77
"665","-1",1,5.447,3.235
"666","-1.2",1,5.509,3.545
"667","-1.4",1,5.632,4.16
"668","-1.6",1,5.714,4.57
"669","-1.8",1,5.799,4.995
"670","-2",1,5.866,5.33
"671","-0.2",1,5.161,1.805
"672","-0.4",1,5.232,2.16
"673","-0.6",1,5.327,2.635
"674","-0.8",1,5.406,3.03
"675","-1",1,5.497,3.485
"676","-1.2",1,5.542,3.71
"677","-1.4",1,5.613,4.065
"678","-1.6",1,5.686,4.43
"679","-1.8",1,5.723,4.615
"680","-2",1,5.752,4.76
"681","-0.2",1,5.199,1.995
"682","-0.4",1,5.249,2.245
"683","-0.6",1,5.39,2.95
"684","-0.8",1,5.502,3.51
"685","-1",1,5.57,3.85
"686","-1.2",1,5.674,4.37
"687","-1.4",1,5.745,4.725
"688","-1.6",1,5.815,5.075
"689","-1.8",1,5.9,5.5
"690","-2",1,5.88,5.4
"691","-0.2",1,5.17,1.85
"692","-0.4",1,5.229,2.145
"693","-0.6",1,5.295,2.475
"694","-0.8",1,5.444,3.22
"695","-1",1,5.557,3.785
"696","-1.2",1,5.624,4.12
"697","-1.4",1,5.789,4.945
"698","-1.6",1,5.807,5.035
"699","-1.8",1,5.862,5.31
"700","-2",1,5.906,5.53
"701","-0.2",1,5.195,1.975
"702","-0.4",1,5.248,2.24
"703","-0.6",1,5.346,2.73
"704","-0.8",1,5.414,3.07
"705","-1",1,5.513,3.565
"706","-1.2",1,5.619,4.095
"707","-1.4",1,5.656,4.28
"708","-1.6",1,5.726,4.63
"709","-1.8",1,5.78,4.9
"710","-2",1,5.852,5.26
"711","-0.2",1,5.147,1.735
"712","-0.4",1,5.26,2.3
"713","-0.6",1,5.327,2.635
"714","-0.8",1,5.424,3.12
"715","-1",1,5.49,3.45
"716","-1.2",1,5.606,4.03
"717","-1.4",1,5.686,4.43
"718","-1.6",1,5.793,4.965
"719","-1.8",1,5.866,5.33
"720","-2",1,5.89,5.45
"721","-0.2",1,5.252,2.26
"722","-0.4",1,5.304,2.52
"723","-0.6",1,5.365,2.825
"724","-0.8",1,5.474,3.37
"725","-1",1,5.597,3.985
"726","-1.2",1,5.695,4.475
"727","-1.4",1,5.824,5.12
"728","-1.6",1,5.849,5.245
"729","-1.8",1,5.914,5.57
"730","-2",1,5.945,5.725
"731","-0.2",1,5.156,1.78
"732","-0.4",1,5.2,2
"733","-0.6",1,5.277,2.385
"734","-0.8",1,5.397,2.985
"735","-1",1,5.461,3.305
"736","-1.2",1,5.526,3.63
"737","-1.4",1,5.632,4.16
"738","-1.6",1,5.702,4.51
"739","-1.8",1,5.819,5.095
"740","-2",1,5.847,5.235
"741","-0.2",1,5.196,1.98
"742","-0.4",1,5.235,2.175
"743","-0.6",1,5.36,2.8
"744","-0.8",1,5.488,3.44
"745","-1",1,5.534,3.67
"746","-1.2",1,5.631,4.155
"747","-1.4",1,5.765,4.825
"748","-1.6",1,5.84,5.2
"749","-1.8",1,5.906,5.53
"750","-2",1,5.918,5.59
"751","-0.2",1,5.189,1.945
"752","-0.4",1,5.284,2.42
"753","-0.6",1,5.387,2.935
"754","-0.8",1,5.449,3.245
"755","-1",1,5.556,3.78
"756","-1.2",1,5.633,4.165
"757","-1.4",1,5.757,4.785
"758","-1.6",1,5.787,4.935
"759","-1.8",1,5.873,5.365
"760","-2",1,5.911,5.555
"761","-0.2",1,5.197,1.985
"762","-0.4",0,5.281,2.405
"763","-0.6",1,5.347,2.735
"764","-0.8",1,5.486,3.43
"765","-1",1,5.522,3.61
"766","-1.2",1,5.673,4.365
"767","-1.4",1,5.769,4.845
"768","-1.6",1,5.81,5.05
"769","-1.8",1,5.866,5.33
"770","-2",1,5.916,5.58
"771","-0.2",1,5.176,1.88
"772","-0.4",1,5.233,2.165
"773","-0.6",1,5.343,2.715
"774","-0.8",1,5.447,3.235
"775","-1",1,5.552,3.76
"776","-1.2",1,5.648,4.24
"777","-1.4",1,5.748,4.74
"778","-1.6",1,5.84,5.2
"779","-1.8",1,5.87,5.35
"780","-2",1,5.933,5.665
"781","-0.2",1,5.141,1.705
"782","-0.4",1,5.217,2.085
"783","-0.6",1,5.322,2.61
"784","-0.8",1,5.399,2.995
"785","-1",1,5.499,3.495
"786","-1.2",1,5.61,4.05
"787","-1.4",1,5.668,4.34
"788","-1.6",1,5.738,4.69
"789","-1.8",1,5.808,5.04
"790","-2",1,5.835,5.175
"791","-0.2",1,5.184,1.92
