"","S","group1wins","average_ballot_length_all","average_ballot_length_group1"
"208","-1.6",1,5.849,5.245
"209","-1.8",1,5.892,5.46
"210","-2",1,5.927,5.635
"211","-0.2",1,5.164,1.82
"212","-0.4",1,5.276,2.38
"213","-0.6",1,5.327,2.635
"214","-0.8",1,5.493,3.465
"215","-1",1,5.521,3.605
"216","-1.2",1,5.674,4.37
"217","-1.4",1,5.766,4.83
"218","-1.6",1,5.801,5.005
"219","-1.8",1,5.871,5.355
"220","-2",1,5.888,5.44
"221","-0.2",1,5.184,1.92
"222","-0.4",1,5.248,2.24
"223","-0.6",1,5.335,2.675
"224","-0.8",1,5.41,3.05
"225","-1",1,5.523,3.615
"226","-1.2",1,5.64,4.2
"227","-1.4",1,5.666,4.33
"228","-1.6",1,5.783,4.915
"229","-1.8",1,5.833,5.165
"230","-2",1,5.866,5.33
"231","-0.2",0,5.205,2.025
"232","-0.4",0,5.273,2.365
"233","-0.6",1,5.377,2.885
"234","-0.8",1,5.494,3.47
"235","-1",1,5.553,3.765
"236","-1.2",1,5.674,4.37
"237","-1.4",1,5.766,4.83
"238","-1.6",1,5.795,4.975
"239","-1.8",1,5.894,5.47
"240","-2",1,5.946,5.73
"241","-0.2",1,5.228,2.14
"242","-0.4",1,5.312,2.56
"243","-0.6",1,5.394,2.97
"244","-0.8",1,5.487,3.435
"245","-1",1,5.612,4.06
"246","-1.2",1,5.696,4.48
"247","-1.4",1,5.804,5.02
"248","-1.6",1,5.848,5.24
"249","-1.8",1,5.905,5.525
"250","-2",1,5.941,5.705
"251","-0.2",1,5.204,2.02
"252","-0.4",1,5.268,2.34
"253","-0.6",1,5.337,2.685
"254","-0.8",1,5.43,3.15
"255","-1",1,5.532,3.66
"256","-1.2",1,5.623,4.115
"257","-1.4",1,5.651,4.255
"258","-1.6",1,5.751,4.755
"259","-1.8",1,5.817,5.085
"260","-2",1,5.835,5.175
"261","-0.2",1,5.191,1.955
"262","-0.4",1,5.236,2.18
"263","-0.6",1,5.347,2.735
"264","-0.8",1,5.454,3.27
"265","-1",1,5.523,3.615
"266","-1.2",1,5.66,4.3
"267","-1.4",1,5.764,4.82
"268","-1.6",1,5.814,5.07
"269","-1.8",1,5.884,5.42
"270","-2",1,5.899,5.495
"271","-0.2",1,5.164,1.82
"272","-0.4",1,5.205,2.025
"273","-0.6",1,5.316,2.58
"274","-0.8",1,5.418,3.09
"275","-1",1,5.46,3.3
"276","-1.2",1,5.585,3.925
"277","-1.4",1,5.65,4.25
"278","-1.6",1,5.71,4.55
"279","-1.8",1,5.769,4.845
"280","-2",1,5.85,5.25
"281","-0.2",1,5.188,1.94
"282","-0.4",1,5.287,2.435
"283","-0.6",1,5.352,2.76
"284","-0.8",1,5.383,2.915
"285","-1",1,5.522,3.61
"286","-1.2",1,5.634,4.17
"287","-1.4",1,5.751,4.755
"288","-1.6",1,5.82,5.1
"289","-1.8",1,5.875,5.375
"290","-2",1,5.92,5.6
"291","-0.2",1,5.184,1.92
"292","-0.4",0,5.24,2.2
"293","-0.6",1,5.386,2.93
"294","-0.8",1,5.49,3.45
"295","-1",1,5.57,3.85
"296","-1.2",1,5.691,4.455
"297","-1.4",1,5.786,4.93
"298","-1.6",1,5.812,5.06
"299","-1.8",1,5.842,5.21
"300","-2",1,5.909,5.545
"301","-0.2",1,5.193,1.965
"302","-0.4",1,5.271,2.355
"303","-0.6",1,5.335,2.675
"304","-0.8",1,5.445,3.225
"305","-1",1,5.502,3.51
"306","-1.2",1,5.583,3.915
"307","-1.4",1,5.689,4.445
"308","-1.6",1,5.761,4.805
"309","-1.8",1,5.792,4.96
"310","-2",1,5.875,5.375
"311","-0.2",1,5.191,1.955
"312","-0.4",1,5.301,2.505
"313","-0.6",1,5.356,2.78
"314","-0.8",1,5.474,3.37
"315","-1",1,5.561,3.805
"316","-1.2",1,5.661,4.305
"317","-1.4",1,5.704,4.52
"318","-1.6",1,5.838,5.19
"319","-1.8",1,5.877,5.385
"320","-2",1,5.926,5.63
"321","-0.2",1,5.199,1.995
"322","-0.4",1,5.263,2.315
"323","-0.6",1,5.363,2.815
"324","-0.8",1,5.492,3.46
"325","-1",1,5.505,3.525
"326","-1.2",1,5.603,4.015
"327","-1.4",1,5.73,4.65
"328","-1.6",1,5.785,4.925
"329","-1.8",1,5.872,5.36
"330","-2",1,5.928,5.64
"331","-0.2",1,5.198,1.99
"332","-0.4",1,5.255,2.275
"333","-0.6",1,5.368,2.84
"334","-0.8",1,5.457,3.285
"335","-1",1,5.546,3.73
"336","-1.2",1,5.659,4.295
"337","-1.4",1,5.744,4.72
"338","-1.6",1,5.795,4.975
"339","-1.8",1,5.831,5.155
"340","-2",1,5.892,5.46
"341","-0.2",1,5.174,1.87
"342","-0.4",1,5.21,2.05
"343","-0.6",1,5.339,2.695
"344","-0.8",1,5.445,3.225
"345","-1",1,5.55,3.75
"346","-1.2",1,5.636,4.18
"347","-1.4",1,5.715,4.575
"348","-1.6",1,5.77,4.85
"349","-1.8",1,5.888,5.44
"350","-2",1,5.915,5.575
"351","-0.2",1,5.205,2.025
"352","-0.4",1,5.281,2.405
"353","-0.6",1,5.364,2.82
"354","-0.8",1,5.451,3.255
"355","-1",1,5.621,4.105
"356","-1.2",1,5.731,4.655
"357","-1.4",1,5.79,4.95
"358","-1.6",1,5.874,5.37
"359","-1.8",1,5.875,5.375
"360","-2",1,5.924,5.62
"361","-0.2",0,5.192,1.96
"362","-0.4",0,5.305,2.525
"363","-0.6",1,5.426,3.13
"364","-0.8",1,5.541,3.705
"365","-1",1,5.604,4.02
"366","-1.2",1,5.685,4.425
"367","-1.4",1,5.81,5.05
"368","-1.6",1,5.878,5.39
"369","-1.8",1,5.908,5.54
"370","-2",1,5.924,5.62
"371","-0.2",1,5.201,2.005
"372","-0.4",1,5.273,2.365
"373","-0.6",1,5.416,3.08
"374","-0.8",1,5.529,3.645
"375","-1",1,5.626,4.13
"376","-1.2",1,5.703,4.515
"377","-1.4",1,5.754,4.77
"378","-1.6",1,5.865,5.325
"379","-1.8",1,5.906,5.53
"380","-2",1,5.916,5.58
"381","-0.2",0,5.19,1.95
"382","-0.4",1,5.309,2.545
"383","-0.6",1,5.411,3.055
"384","-0.8",1,5.501,3.505
"385","-1",1,5.63,4.15
"386","-1.2",1,5.693,4.465
"387","-1.4",1,5.771,4.855
"388","-1.6",1,5.884,5.42
"389","-1.8",1,5.902,5.51
"390","-2",1,5.945,5.725
"391","-0.2",1,5.162,1.81
"392","-0.4",1,5.291,2.455
"393","-0.6",1,5.406,3.03
"394","-0.8",1,5.43,3.15
"395","-1",1,5.589,3.945
"396","-1.2",1,5.659,4.295
"397","-1.4",1,5.739,4.695
"398","-1.6",1,5.847,5.235
"399","-1.8",1,5.89,5.45
"400","-2",1,5.948,5.74
"401","-0.2",1,5.167,1.835
"402","-0.4",1,5.241,2.205
"403","-0.6",1,5.289,2.445
"404","-0.8",1,5.406,3.03
"405","-1",1,5.518,3.59
"406","-1.2",1,5.615,4.075
"407","-1.4",1,5.715,4.575
"408","-1.6",1,5.804,5.02
"409","-1.8",1,5.873,5.365
"410","-2",1,5.897,5.485
"411","-0.2",1,5.202,2.01
"412","-0.4",1,5.255,2.275
"413","-0.6",1,5.349,2.745
"414","-0.8",1,5.47,3.35
"415","-1",1,5.585,3.925
"416","-1.2",1,5.68,4.4
"417","-1.4",1,5.75,4.75
"418","-1.6",1,5.862,5.31
"419","-1.8",1,5.894,5.47
"420","-2",1,5.924,5.62
"421","-0.2",1,5.191,1.955
"422","-0.4",1,5.253,2.265
"423","-0.6",1,5.336,2.68
"424","-0.8",1,5.441,3.205
"425","-1",1,5.535,3.675
"426","-1.2",1,5.623,4.115
"427","-1.4",1,5.695,4.475
"428","-1.6",1,5.743,4.715
"429","-1.8",1,5.835,5.175
"430","-2",1,5.85,5.25
"431","-0.2",1,5.183,1.915
"432","-0.4",1,5.273,2.365
"433","-0.6",1,5.385,2.925
"434","-0.8",1,5.486,3.43
"435","-1",1,5.567,3.835
"436","-1.2",1,5.714,4.57
"437","-1.4",1,5.777,4.885
"438","-1.6",1,5.827,5.135
"439","-1.8",1,5.896,5.48
"440","-2",1,5.885,5.425
"441","-0.2",1,5.203,2.015
"442","-0.4",1,5.294,2.47
"443","-0.6",1,5.352,2.76
"444","-0.8",1,5.496,3.48
"445","-1",1,5.584,3.92
"446","-1.2",1,5.691,4.455
"447","-1.4",1,5.763,4.815
"448","-1.6",1,5.848,5.24
"449","-1.8",1,5.894,5.47
"450","-2",1,5.924,5.62
"451","-0.2",1,5.212,2.06
"452","-0.4",1,5.284,2.42
"453","-0.6",1,5.397,2.985
"454","-0.8",1,5.476,3.38
"455","-1",1,5.561,3.805
"456","-1.2",1,5.688,4.44
"457","-1.4",1,5.762,4.81
"458","-1.6",1,5.845,5.225
"459","-1.8",1,5.902,5.51
"460","-2",1,5.916,5.58
"461","-0.2",1,5.192,1.96
"462","-0.4",1,5.267,2.335
"463","-0.6",1,5.352,2.76
"464","-0.8",1,5.459,3.295
"465","-1",1,5.536,3.68
"466","-1.2",1,5.593,3.965
"467","-1.4",1,5.701,4.505
"468","-1.6",1,5.751,4.755
"469","-1.8",1,5.849,5.245
"470","-2",1,5.895,5.475
"471","-0.2",1,5.212,2.06
"472","-0.4",1,5.278,2.39
"473","-0.6",1,5.333,2.665
"474","-0.8",1,5.484,3.42
"475","-1",1,5.553,3.765
"476","-1.2",1,5.694,4.47
"477","-1.4",1,5.778,4.89
"478","-1.6",1,5.83,5.15
"479","-1.8",1,5.893,5.465
"480","-2",1,5.945,5.725
"481","-0.2",1,5.179,1.895
"482","-0.4",1,5.247,2.235
"483","-0.6",1,5.293,2.465
"484","-0.8",1,5.364,2.82
"485","-1",1,5.478,3.39
"486","-1.2",1,5.59,3.95
"487","-1.4",1,5.642,4.21
"488","-1.6",1,5.744,4.72
"489","-1.8",1,5.834,5.17
"490","-2",1,5.837,5.185
"491","-0.2",0,5.178,1.89
"492","-0.4",1,5.298,2.49
"493","-0.6",1,5.387,2.935
"494","-0.8",1,5.492,3.46
"495","-1",1,5.595,3.975
"496","-1.2",1,5.697,4.485
"497","-1.4",1,5.78,4.9
"498","-1.6",1,5.855,5.275
"499","-1.8",1,5.905,5.525
"500","-2",1,5.925,5.625
"501","-0.2",1,5.19,1.95
"502","-0.4",1,5.259,2.295
"503","-0.6",1,5.328,2.64
"504","-0.8",1,5.414,3.07
"505","-1",1,5.531,3.655
"506","-1.2",1,5.639,4.195
"507","-1.4",1,5.723,4.615
"508","-1.6",1,5.796,4.98
"509","-1.8",1,5.849,5.245
"510","-2",1,5.906,5.53
"511","-0.2",0,5.192,1.96
"512","-0.4",1,5.287,2.435
"513","-0.6",1,5.309,2.545
"514","-0.8",1,5.493,3.465
"515","-1",1,5.509,3.545
"516","-1.2",1,5.649,4.245
"517","-1.4",1,5.723,4.615
"518","-1.6",1,5.82,5.1
"519","-1.8",1,5.874,5.37
"520","-2",1,5.913,5.565
"521","-0.2",1,5.158,1.79
"522","-0.4",1,5.241,2.205
"523","-0.6",1,5.32,2.6
"524","-0.8",1,5.398,2.99
"525","-1",1,5.504,3.52
"526","-1.2",1,5.598,3.99
"527","-1.4",1,5.692,4.46
"528","-1.6",1,5.793,4.965
"529","-1.8",1,5.854,5.27
"530","-2",1,5.909,5.545
"531","-0.2",1,5.163,1.815
"532","-0.4",1,5.215,2.075
"533","-0.6",1,5.353,2.765
"534","-0.8",1,5.392,2.96
"535","-1",1,5.513,3.565
"536","-1.2",1,5.638,4.19
"537","-1.4",1,5.739,4.695
"538","-1.6",1,5.844,5.22
"539","-1.8",1,5.868,5.34
"540","-2",1,5.905,5.525
"541","-0.2",0,5.171,1.855
"542","-0.4",1,5.274,2.37
"543","-0.6",1,5.332,2.66
"544","-0.8",1,5.398,2.99
"545","-1",1,5.539,3.695
"546","-1.2",1,5.619,4.095
"547","-1.4",1,5.718,4.59
"548","-1.6",1,5.801,5.005
"549","-1.8",1,5.865,5.325
"550","-2",1,5.905,5.525
"551","-0.2",1,5.2,2
"552","-0.4",1,5.262,2.31
"553","-0.6",1,5.293,2.465
"554","-0.8",1,5.42,3.1
"555","-1",1,5.514,3.57
"556","-1.2",1,5.635,4.175
"557","-1.4",1,5.734,4.67
"558","-1.6",1,5.773,4.865
"559","-1.8",1,5.859,5.295
"560","-2",1,5.882,5.41
"561","-0.2",1,5.187,1.935
"562","-0.4",1,5.287,2.435
"563","-0.6",1,5.333,2.665
"564","-0.8",1,5.45,3.25
"565","-1",1,5.523,3.615
"566","-1.2",1,5.707,4.535
"567","-1.4",1,5.753,4.765
"568","-1.6",1,5.833,5.165
"569","-1.8",1,5.897,5.485
"570","-2",1,5.917,5.585
"571","-0.2",1,5.185,1.925
"572","-0.4",1,5.25,2.25
"573","-0.6",1,5.357,2.785
"574","-0.8",1,5.474,3.37
"575","-1",1,5.571,3.855
"576","-1.2",1,5.648,4.24
"577","-1.4",1,5.765,4.825
"578","-1.6",1,5.864,5.32
"579","-1.8",1,5.879,5.395
"580","-2",1,5.909,5.545
"581","-0.2",1,5.209,2.045
"582","-0.4",1,5.31,2.55
"583","-0.6",1,5.347,2.735
"584","-0.8",1,5.449,3.245
"585","-1",1,5.578,3.89
"586","-1.2",1,5.698,4.49
"587","-1.4",1,5.741,4.705
"588","-1.6",1,5.83,5.15
"589","-1.8",1,5.876,5.38
"590","-2",1,5.902,5.51
"591","-0.2",1,5.169,1.845
"592","-0.4",1,5.273,2.365
"593","-0.6",1,5.395,2.975
"594","-0.8",1,5.47,3.35
"595","-1",1,5.603,4.015
"596","-1.2",1,5.674,4.37
"597","-1.4",1,5.78,4.9
"598","-1.6",1,5.841,5.205
"599","-1.8",1,5.916,5.58
"600","-2",1,5.922,5.61
"601","-0.2",1,5.148,1.74
"602","-0.4",1,5.255,2.275
"603","-0.6",1,5.318,2.59
"604","-0.8",1,5.445,3.225
"605","-1",1,5.511,3.555
"606","-1.2",1,5.6,4
"607","-1.4",1,5.681,4.405
"608","-1.6",1,5.786,4.93
"609","-1.8",1,5.842,5.21
"610","-2",1,5.892,5.46
"611","-0.2",1,5.18,1.9
"612","-0.4",1,5.267,2.335
"613","-0.6",1,5.384,2.92
"614","-0.8",1,5.482,3.41
"615","-1",1,5.62,4.1
"616","-1.2",1,5.709,4.545
"617","-1.4",1,5.779,4.895
"618","-1.6",1,5.874,5.37
"619","-1.8",1,5.931,5.655
"620","-2",1,5.931,5.655
"621","-0.2",1,5.161,1.805
"622","-0.4",1,5.228,2.14
"623","-0.6",1,5.293,2.465
"624","-0.8",1,5.399,2.995
"625","-1",1,5.46,3.3
"626","-1.2",1,5.562,3.81
"627","-1.4",1,5.662,4.31
"628","-1.6",1,5.734,4.67
"629","-1.8",1,5.779,4.895
"630","-2",1,5.847,5.235
"631","-0.2",1,5.18,1.9
"632","-0.4",1,5.242,2.21
"633","-0.6",1,5.344,2.72
"634","-0.8",1,5.428,3.14
"635","-1",1,5.536,3.68
"636","-1.2",1,5.616,4.08
"637","-1.4",1,5.7,4.5
"638","-1.6",1,5.716,4.58
"639","-1.8",1,5.835,5.175
"640","-2",1,5.863,5.315
"641","-0.2",1,5.159,1.795
"642","-0.4",1,5.234,2.17
"643","-0.6",1,5.318,2.59
"644","-0.8",1,5.441,3.205
"645","-1",1,5.528,3.64
"646","-1.2",1,5.624,4.12
"647","-1.4",1,5.738,4.69
"648","-1.6",1,5.799,4.995
"649","-1.8",1,5.835,5.175
"650","-2",1,5.881,5.405
"651","-0.2",1,5.193,1.965
"652","-0.4",1,5.248,2.24
"653","-0.6",1,5.396,2.98
"654","-0.8",1,5.435,3.175
"655","-1",1,5.551,3.755
"656","-1.2",1,5.73,4.65
"657","-1.4",1,5.79,4.95
"658","-1.6",1,5.827,5.135
"659","-1.8",1,5.907,5.535
"660","-2",1,5.931,5.655
"661","-0.2",1,5.208,2.04
"662","-0.4",1,5.269,2.345
"663","-0.6",1,5.334,2.67
"664","-0.8",1,5.449,3.245
"665","-1",1,5.526,3.63
"666","-1.2",1,5.603,4.015
"667","-1.4",1,5.705,4.525
"668","-1.6",1,5.765,4.825
"669","-1.8",1,5.828,5.14
"670","-2",1,5.879,5.395
"671","-0.2",1,5.162,1.81
"672","-0.4",1,5.213,2.065
"673","-0.6",1,5.275,2.375
"674","-0.8",1,5.382,2.91
"675","-1",1,5.462,3.31
"676","-1.2",1,5.584,3.92
"677","-1.4",1,5.62,4.1
"678","-1.6",1,5.673,4.365
"679","-1.8",1,5.72,4.6
"680","-2",1,5.808,5.04
"681","-0.2",0,5.196,1.98
"682","-0.4",1,5.266,2.33
"683","-0.6",1,5.374,2.87
"684","-0.8",1,5.47,3.35
"685","-1",1,5.566,3.83
"686","-1.2",1,5.654,4.27
"687","-1.4",1,5.769,4.845
"688","-1.6",1,5.806,5.03
"689","-1.8",1,5.884,5.42
"690","-2",1,5.899,5.495
"691","-0.2",1,5.203,2.015
"692","-0.4",1,5.286,2.43
"693","-0.6",1,5.35,2.75
"694","-0.8",1,5.465,3.325
"695","-1",1,5.592,3.96
"696","-1.2",1,5.683,4.415
"697","-1.4",1,5.794,4.97
"698","-1.6",1,5.8,5
"699","-1.8",1,5.881,5.405
"700","-2",1,5.941,5.705
"701","-0.2",1,5.164,1.82
"702","-0.4",1,5.244,2.22
"703","-0.6",1,5.338,2.69
"704","-0.8",1,5.426,3.13
"705","-1",1,5.537,3.685
"706","-1.2",1,5.616,4.08
"707","-1.4",1,5.777,4.885
"708","-1.6",1,5.789,4.945
"709","-1.8",1,5.867,5.335
"710","-2",1,5.934,5.67
"711","-0.2",1,5.166,1.83
"712","-0.4",1,5.226,2.13
"713","-0.6",1,5.324,2.62
"714","-0.8",1,5.405,3.025
"715","-1",1,5.551,3.755
"716","-1.2",1,5.62,4.1
"717","-1.4",1,5.714,4.57
"718","-1.6",1,5.771,4.855
"719","-1.8",1,5.835,5.175
"720","-2",1,5.88,5.4
"721","-0.2",1,5.172,1.86
"722","-0.4",1,5.239,2.195
"723","-0.6",1,5.299,2.495
"724","-0.8",1,5.395,2.975
"725","-1",1,5.512,3.56
"726","-1.2",1,5.652,4.26
"727","-1.4",1,5.732,4.66
"728","-1.6",1,5.79,4.95
"729","-1.8",1,5.862,5.31
"730","-2",1,5.906,5.53
"731","-0.2",0,5.211,2.055
"732","-0.4",0,5.321,2.605
"733","-0.6",1,5.348,2.74
"734","-0.8",1,5.502,3.51
"735","-1",1,5.606,4.03
"736","-1.2",1,5.727,4.635
"737","-1.4",1,5.795,4.975
"738","-1.6",1,5.828,5.14
"739","-1.8",1,5.87,5.35
"740","-2",1,5.917,5.585
"741","-0.2",1,5.194,1.97
"742","-0.4",1,5.272,2.36
"743","-0.6",1,5.345,2.725
"744","-0.8",1,5.443,3.215
"745","-1",1,5.569,3.845
"746","-1.2",1,5.631,4.155
"747","-1.4",1,5.698,4.49
"748","-1.6",1,5.818,5.09
"749","-1.8",1,5.868,5.34
"750","-2",1,5.888,5.44
"751","-0.2",0,5.238,2.19
"752","-0.4",1,5.26,2.3
"753","-0.6",0,5.365,2.825
"754","-0.8",1,5.476,3.38
"755","-1",1,5.625,4.125
"756","-1.2",1,5.725,4.625
"757","-1.4",1,5.784,4.92
"758","-1.6",1,5.8,5
"759","-1.8",1,5.891,5.455
"760","-2",1,5.94,5.7
"761","-0.2",1,5.164,1.82
"762","-0.4",1,5.246,2.23
"763","-0.6",1,5.33,2.65
"764","-0.8",1,5.404,3.02
"765","-1",1,5.501,3.505
"766","-1.2",1,5.597,3.985
"767","-1.4",1,5.693,4.465
"768","-1.6",1,5.736,4.68
"769","-1.8",1,5.858,5.29
"770","-2",1,5.879,5.395
"771","-0.2",1,5.2,2
"772","-0.4",1,5.271,2.355
"773","-0.6",1,5.393,2.965
"774","-0.8",1,5.508,3.54
"775","-1",1,5.598,3.99
"776","-1.2",1,5.719,4.595
"777","-1.4",1,5.772,4.86
"778","-1.6",1,5.834,5.17
"779","-1.8",1,5.894,5.47
"780","-2",1,5.947,5.735
"781","-0.2",0,5.203,2.015
"782","-0.4",1,5.261,2.305
"783","-0.6",1,5.359,2.795
"784","-0.8",1,5.462,3.31
"785","-1",1,5.569,3.845
"786","-1.2",1,5.657,4.285
"787","-1.4",1,5.807,5.035
"788","-1.6",1,5.839,5.195
"789","-1.8",1,5.888,5.44
"790","-2",1,5.937,5.685
"791","-0.2",1,5.194,1.97
"792","-0.4",1,5.274,2.37
