"","S","group1wins","average_ballot_length_all","average_ballot_length_group1"
"86","-1.2",1,3.483,3.745
"87","-1.4",1,3.941,4.22
"88","-1.6",1,4.287,4.435
"89","-1.8",1,4.577,4.575
"90","-2",1,4.863,4.745
"91","-0.2",2,1.745,1.775
"92","-0.4",1,2.036,2.23
"93","-0.6",1,2.383,2.755
"94","-0.8",1,2.841,3.325
"95","-1",1,3.199,3.65
"96","-1.2",1,3.601,4.18
"97","-1.4",1,3.97,4.345
"98","-1.6",1,4.38,4.97
"99","-1.8",1,4.607,5.29
"100","-2",1,4.839,5.48
"101","-0.2",2,1.791,1.79
"102","-0.4",2,2.096,2.11
"103","-0.6",2,2.494,2.54
"104","-0.8",2,2.877,2.875
"105","-1",1,3.312,3.255
"106","-1.2",1,3.781,3.88
"107","-1.4",1,4.241,4.185
"108","-1.6",1,4.565,4.58
"109","-1.8",1,4.928,4.895
"110","-2",1,5.218,5.05
"111","-0.2",2,1.789,1.575
"112","-0.4",2,2.037,1.805
"113","-0.6",1,2.442,2.115
"114","-0.8",1,2.802,2.435
"115","-1",1,3.342,2.71
"116","-1.2",1,3.755,2.985
"117","-1.4",1,4.15,3.21
"118","-1.6",1,4.559,3.615
"119","-1.8",1,4.888,3.72
"120","-2",1,5.104,3.95
"121","-0.2",2,1.719,1.6
"122","-0.4",2,2.036,1.795
"123","-0.6",2,2.363,2.05
"124","-0.8",2,2.739,2.27
"125","-1",1,3.121,2.58
"126","-1.2",1,3.464,2.92
"127","-1.4",1,3.872,3.21
"128","-1.6",1,4.145,3.72
"129","-1.8",1,4.491,4.07
"130","-2",1,4.713,4.355
"131","-0.2",2,1.68,1.765
"132","-0.4",2,1.98,2.095
"133","-0.6",2,2.222,2.385
"134","-0.8",2,2.532,2.46
"135","-1",2,2.853,2.77
"136","-1.2",2,3.242,3.195
"137","-1.4",2,3.491,3.255
"138","-1.6",2,3.75,3.51
"139","-1.8",2,3.997,3.75
"140","-2",1,4.269,3.93
"141","-0.2",2,1.431,1.75
"142","-0.4",2,1.593,1.95
"143","-0.6",2,1.825,2.435
"144","-0.8",2,2.133,2.825
"145","-1",2,2.491,3.26
"146","-1.2",2,2.898,3.705
"147","-1.4",1,3.512,4.365
"148","-1.6",1,3.947,4.68
"149","-1.8",1,4.377,5.185
"150","-2",1,4.879,5.39
"151","-0.2",1,1.9,1.825
"152","-0.4",1,2.312,2.13
"153","-0.6",1,2.759,2.57
"154","-0.8",1,3.188,3.005
"155","-1",1,3.754,3.44
"156","-1.2",1,4.317,3.905
"157","-1.4",1,4.715,4.445
"158","-1.6",1,5.048,4.81
"159","-1.8",1,5.313,5.165
"160","-2",1,5.591,5.46
"161","-0.2",2,1.826,1.82
"162","-0.4",2,2.105,2.15
"163","-0.6",2,2.446,2.46
"164","-0.8",2,2.839,3.01
"165","-1",2,3.116,3.26
"166","-1.2",2,3.445,3.76
"167","-1.4",2,3.818,4.235
"168","-1.6",2,3.972,4.47
"169","-1.8",2,4.189,4.73
"170","-2",2,4.437,5.035
"171","-0.2",2,1.817,1.65
"172","-0.4",2,2.076,1.86
"173","-0.6",2,2.421,2.095
"174","-0.8",2,2.818,2.42
"175","-1",2,3.176,2.835
"176","-1.2",1,3.61,3.35
"177","-1.4",1,4.049,3.605
"178","-1.6",1,4.303,3.95
"179","-1.8",1,4.561,4.15
"180","-2",1,4.834,4.475
"181","-0.2",2,1.502,1.535
"182","-0.4",2,1.702,1.685
"183","-0.6",2,1.948,1.95
"184","-0.8",1,2.323,2.28
"185","-1",2,2.64,2.595
"186","-1.2",1,2.966,2.825
"187","-1.4",1,3.401,3.325
"188","-1.6",1,3.76,3.65
"189","-1.8",1,4.164,4.095
"190","-2",1,4.436,4.65
"191","-0.2",3,1.486,1.755
"192","-0.4",3,1.676,2.085
"193","-0.6",3,1.845,2.29
"194","-0.8",3,2.086,2.555
"195","-1",3,2.346,3.065
"196","-1.2",3,2.563,3.355
"197","-1.4",3,2.776,3.55
"198","-1.6",3,2.997,3.87
"199","-1.8",3,3.155,4.19
"200","-2",3,3.321,4.345
"201","-0.2",1,1.499,1.29
"202","-0.4",1,1.681,1.365
"203","-0.6",1,1.916,1.54
"204","-0.8",1,2.234,1.805
"205","-1",1,2.473,2.105
"206","-1.2",1,2.942,2.45
"207","-1.4",1,3.265,2.72
"208","-1.6",1,3.701,3.145
"209","-1.8",1,4.043,3.48
"210","-2",1,4.411,3.71
"211","-0.2",2,1.58,1.335
"212","-0.4",2,1.781,1.47
"213","-0.6",3,2.016,1.725
"214","-0.8",2,2.287,2.035
"215","-1",2,2.46,2.07
"216","-1.2",2,2.701,2.495
"217","-1.4",2,2.895,2.985
"218","-1.6",2,3.087,3.155
"219","-1.8",2,3.316,3.35
"220","-2",2,3.52,3.735
"221","-0.2",2,1.86,1.93
"222","-0.4",2,2.158,2.4
"223","-0.6",1,2.558,2.69
"224","-0.8",2,2.913,3.08
"225","-1",1,3.368,3.81
"226","-1.2",1,3.759,4.215
"227","-1.4",1,4.219,4.36
"228","-1.6",1,4.561,4.845
"229","-1.8",1,4.972,5.07
"230","-2",1,5.19,5.41
"231","-0.2",2,1.717,1.69
"232","-0.4",2,2.023,2.08
"233","-0.6",2,2.415,2.325
"234","-0.8",2,2.834,2.76
"235","-1",2,3.173,3.315
"236","-1.2",1,3.62,3.565
"237","-1.4",1,4.054,3.955
"238","-1.6",1,4.51,4.42
"239","-1.8",1,4.765,4.535
"240","-2",1,5.1,5.005
"241","-0.2",2,1.818,1.8
"242","-0.4",2,2.196,1.965
"243","-0.6",2,2.572,2.305
"244","-0.8",1,2.978,2.405
"245","-1",1,3.497,2.94
"246","-1.2",1,3.844,3.21
"247","-1.4",1,4.392,3.82
"248","-1.6",1,4.709,4.225
"249","-1.8",1,4.969,4.26
"250","-2",1,5.239,4.475
"251","-0.2",2,1.852,1.79
"252","-0.4",2,2.209,1.9
"253","-0.6",2,2.558,2.16
"254","-0.8",1,3.064,2.6
"255","-1",1,3.481,2.955
"256","-1.2",1,3.961,3.395
"257","-1.4",1,4.308,3.635
"258","-1.6",1,4.647,3.965
"259","-1.8",1,4.948,4.475
"260","-2",1,5.221,4.71
"261","-0.2",2,1.783,1.695
"262","-0.4",2,2.057,1.875
"263","-0.6",2,2.487,2.17
"264","-0.8",1,2.864,2.58
"265","-1",1,3.401,2.78
"266","-1.2",1,3.841,3.255
"267","-1.4",1,4.225,3.51
"268","-1.6",1,4.705,4.14
"269","-1.8",1,5.012,4.335
"270","-2",1,5.396,4.79
"271","-0.2",3,1.502,1.92
"272","-0.4",3,1.652,2.13
"273","-0.6",3,1.856,2.39
"274","-0.8",2,2.207,2.995
"275","-1",2,2.496,3.23
"276","-1.2",2,2.812,3.585
"277","-1.4",2,3.246,4.095
"278","-1.6",2,3.47,4.305
"279","-1.8",2,3.942,4.57
"280","-2",1,4.254,4.885
"281","-0.2",2,1.776,1.68
"282","-0.4",2,2.076,2
"283","-0.6",2,2.369,2.2
"284","-0.8",2,2.737,2.515
"285","-1",2,3.168,2.96
"286","-1.2",1,3.593,3.29
"287","-1.4",2,3.896,3.78
"288","-1.6",1,4.244,4.09
"289","-1.8",1,4.56,4.61
"290","-2",1,4.772,4.605
"291","-0.2",2,1.467,1.3
"292","-0.4",2,1.615,1.46
"293","-0.6",2,1.871,1.6
"294","-0.8",2,2.115,1.835
"295","-1",2,2.403,2.07
"296","-1.2",2,2.741,2.47
"297","-1.4",2,3.056,2.95
"298","-1.6",2,3.417,3.36
"299","-1.8",1,3.726,3.56
"300","-2",1,4.036,4.055
"301","-0.2",1,1.85,1.49
"302","-0.4",1,2.186,1.75
"303","-0.6",1,2.56,2
"304","-0.8",1,3.074,2.3
"305","-1",1,3.457,2.465
"306","-1.2",1,3.833,2.81
"307","-1.4",1,4.242,3.155
"308","-1.6",1,4.534,3.36
"309","-1.8",1,4.712,3.52
"310","-2",1,4.948,3.615
"311","-0.2",1,1.8,1.87
"312","-0.4",1,2.065,2.015
"313","-0.6",1,2.484,2.375
"314","-0.8",1,2.885,2.75
"315","-1",1,3.348,3.505
"316","-1.2",1,3.668,3.63
"317","-1.4",1,4.039,4.065
"318","-1.6",1,4.479,4.525
"319","-1.8",1,4.765,4.98
"320","-2",1,5.04,5.14
"321","-0.2",2,1.589,1.72
"322","-0.4",2,1.843,2
"323","-0.6",2,2.175,2.375
"324","-0.8",2,2.591,3.1
"325","-1",2,2.956,3.22
"326","-1.2",2,3.36,3.78
"327","-1.4",1,3.777,4.31
"328","-1.6",1,4.184,4.45
"329","-1.8",1,4.55,4.74
"330","-2",1,4.807,5.03
"331","-0.2",3,1.297,1.795
"332","-0.4",3,1.453,2.11
"333","-0.6",3,1.581,2.34
"334","-0.8",3,1.781,2.73
"335","-1",3,2.016,3.065
"336","-1.2",3,2.373,3.74
"337","-1.4",2,2.675,4.04
"338","-1.6",2,3.013,4.49
"339","-1.8",2,3.427,4.735
"340","-2",1,3.843,5.17
"341","-0.2",3,1.565,1.795
"342","-0.4",3,1.788,1.955
"343","-0.6",3,2.023,2.35
"344","-0.8",3,2.229,2.77
"345","-1",2,2.456,3.03
"346","-1.2",2,2.769,3.61
"347","-1.4",2,3.046,3.97
"348","-1.6",2,3.325,4.25
"349","-1.8",2,3.579,4.51
"350","-2",2,3.832,4.65
"351","-0.2",2,1.448,1.205
"352","-0.4",2,1.622,1.32
"353","-0.6",2,1.707,1.365
"354","-0.8",1,1.984,1.51
"355","-1",2,2.227,1.845
"356","-1.2",1,2.581,1.945
"357","-1.4",1,2.892,2.265
"358","-1.6",1,3.251,2.53
"359","-1.8",1,3.636,2.975
"360","-2",1,3.92,3.43
"361","-0.2",2,1.606,1.7
"362","-0.4",2,1.881,1.87
"363","-0.6",2,2.194,2.11
"364","-0.8",2,2.505,2.535
"365","-1",2,2.822,2.695
"366","-1.2",2,3.284,3.235
"367","-1.4",2,3.638,3.69
"368","-1.6",2,3.827,3.99
"369","-1.8",2,4.173,4.18
"370","-2",1,4.402,4.465
"371","-0.2",2,1.718,1.845
"372","-0.4",2,2.014,2.295
"373","-0.6",2,2.319,2.51
"374","-0.8",2,2.645,2.87
"375","-1",2,2.944,3.205
"376","-1.2",2,3.353,3.66
"377","-1.4",2,3.607,3.775
"378","-1.6",1,3.954,4.08
"379","-1.8",1,4.159,4.265
"380","-2",1,4.432,4.625
"381","-0.2",3,1.829,1.97
"382","-0.4",3,2.053,2.235
"383","-0.6",3,2.308,2.67
"384","-0.8",3,2.655,2.975
"385","-1",3,2.924,3.385
"386","-1.2",2,3.259,3.54
"387","-1.4",2,3.555,4.055
"388","-1.6",1,3.97,4.27
"389","-1.8",1,4.213,4.54
"390","-2",1,4.546,4.69
"391","-0.2",2,1.707,1.67
"392","-0.4",1,2.071,1.76
"393","-0.6",2,2.395,2.29
"394","-0.8",2,2.786,2.765
"395","-1",1,3.182,3.14
"396","-1.2",1,3.516,3.605
"397","-1.4",1,3.957,3.935
"398","-1.6",1,4.36,4.37
"399","-1.8",1,4.679,4.545
"400","-2",1,5.076,5.095
"401","-0.2",2,1.65,1.83
"402","-0.4",2,1.953,2.32
"403","-0.6",2,2.153,2.39
"404","-0.8",2,2.576,2.92
"405","-1",2,2.916,3.365
"406","-1.2",1,3.291,3.79
"407","-1.4",2,3.698,4.25
"408","-1.6",1,4.165,4.43
"409","-1.8",1,4.459,4.7
"410","-2",1,4.817,4.795
"411","-0.2",2,1.861,1.765
"412","-0.4",2,2.305,2.415
"413","-0.6",2,2.679,2.665
"414","-0.8",1,3.108,2.975
"415","-1",1,3.581,3.465
"416","-1.2",1,3.98,4.055
"417","-1.4",1,4.485,4.26
"418","-1.6",1,4.734,4.37
"419","-1.8",1,4.999,4.54
"420","-2",1,5.304,4.81
"421","-0.2",3,1.5,1.935
"422","-0.4",3,1.621,1.925
"423","-0.6",3,1.848,2.44
"424","-0.8",3,2.1,2.98
"425","-1",3,2.436,3.49
"426","-1.2",3,2.77,3.9
"427","-1.4",3,3.018,4.33
"428","-1.6",2,3.429,4.7
"429","-1.8",2,3.758,5.07
"430","-2",1,4.119,5.43
"431","-0.2",2,1.669,1.45
"432","-0.4",2,1.908,1.53
"433","-0.6",2,2.25,1.84
"434","-0.8",2,2.523,2.095
"435","-1",2,2.882,2.48
"436","-1.2",2,3.25,2.85
"437","-1.4",2,3.458,3.04
"438","-1.6",1,3.719,3.35
"439","-1.8",1,3.977,3.705
"440","-2",1,4.207,4.07
"441","-0.2",2,1.712,1.56
"442","-0.4",2,1.945,1.69
"443","-0.6",1,2.263,1.86
"444","-0.8",1,2.68,1.965
"445","-1",1,3.026,2.195
"446","-1.2",1,3.455,2.325
"447","-1.4",1,3.86,2.46
"448","-1.6",1,4.224,2.615
"449","-1.8",1,4.638,3.01
"450","-2",1,4.963,3.19
"451","-0.2",2,1.602,1.815
"452","-0.4",2,1.776,1.97
"453","-0.6",2,2.067,2.265
"454","-0.8",2,2.325,2.665
"455","-1",2,2.64,3.07
"456","-1.2",2,2.934,3.305
"457","-1.4",2,3.292,3.605
"458","-1.6",2,3.536,4.14
"459","-1.8",2,3.777,4.26
"460","-2",2,3.947,4.555
"461","-0.2",3,1.706,1.85
"462","-0.4",3,1.967,2.065
"463","-0.6",2,2.195,2.255
"464","-0.8",2,2.515,2.765
"465","-1",2,2.889,3.285
"466","-1.2",2,3.21,3.81
"467","-1.4",2,3.481,4.195
"468","-1.6",1,3.792,4.405
"469","-1.8",1,4.196,4.995
"470","-2",1,4.4,5.285
"471","-0.2",2,1.769,1.62
"472","-0.4",2,2.07,1.82
"473","-0.6",2,2.44,2.14
"474","-0.8",2,2.835,2.44
"475","-1",2,3.22,2.865
"476","-1.2",2,3.492,3.305
"477","-1.4",2,3.803,3.595
"478","-1.6",2,4.063,4.07
"479","-1.8",1,4.374,4.365
"480","-2",1,4.634,4.635
"481","-0.2",2,1.699,1.54
"482","-0.4",2,1.956,1.725
"483","-0.6",1,2.261,2
"484","-0.8",1,2.656,2.365
"485","-1",1,3.006,2.63
"486","-1.2",1,3.402,3.04
"487","-1.4",1,3.871,3.465
"488","-1.6",1,4.133,3.805
"489","-1.8",1,4.496,4.21
"490","-2",1,4.699,4.33
"491","-0.2",2,1.509,1.55
"492","-0.4",2,1.687,1.945
"493","-0.6",2,1.971,2.2
"494","-0.8",2,2.333,2.485
"495","-1",2,2.602,2.715
"496","-1.2",2,3.092,3.065
"497","-1.4",1,3.569,3.465
"498","-1.6",1,3.935,3.74
"499","-1.8",1,4.366,4.155
"500","-2",1,4.623,4.35
"501","-0.2",2,1.811,1.76
"502","-0.4",2,2.228,2.26
"503","-0.6",2,2.626,2.665
"504","-0.8",1,3.074,2.94
"505","-1",1,3.564,3.39
"506","-1.2",1,3.973,3.64
"507","-1.4",1,4.442,4.12
"508","-1.6",1,4.791,4.44
"509","-1.8",1,5.129,4.62
"510","-2",1,5.347,4.89
"511","-0.2",2,1.649,1.27
"512","-0.4",2,1.964,1.415
"513","-0.6",2,2.251,1.615
"514","-0.8",1,2.599,1.71
"515","-1",1,2.955,1.855
"516","-1.2",1,3.256,2.05
"517","-1.4",1,3.508,2.245
"518","-1.6",1,3.789,2.42
"519","-1.8",1,4.147,2.64
"520","-2",1,4.415,2.92
"521","-0.2",2,1.69,1.405
"522","-0.4",2,2.004,1.555
"523","-0.6",2,2.276,1.76
"524","-0.8",2,2.626,1.83
"525","-1",2,2.928,2.005
"526","-1.2",2,3.353,2.42
"527","-1.4",2,3.535,2.675
"528","-1.6",1,3.899,2.885
"529","-1.8",1,4.208,3.1
"530","-2",1,4.604,3.73
"531","-0.2",2,1.709,1.85
"532","-0.4",1,2.009,2.3
"533","-0.6",2,2.423,2.93
"534","-0.8",1,2.865,3.59
"535","-1",1,3.287,3.94
"536","-1.2",1,3.753,4.61
"537","-1.4",1,4.195,5.055
"538","-1.6",1,4.47,5.27
"539","-1.8",1,4.785,5.505
"540","-2",1,4.913,5.625
"541","-0.2",2,1.801,1.905
"542","-0.4",2,2.1,2.17
"543","-0.6",1,2.45,2.545
"544","-0.8",1,2.911,3.07
"545","-1",1,3.388,3.5
"546","-1.2",1,3.922,3.91
"547","-1.4",1,4.217,4.3
"548","-1.6",1,4.734,4.81
"549","-1.8",1,5.005,4.98
"550","-2",1,5.338,5.355
"551","-0.2",1,1.797,1.765
"552","-0.4",1,2.181,2.175
"553","-0.6",1,2.476,2.665
"554","-0.8",1,2.964,2.975
"555","-1",1,3.434,3.33
"556","-1.2",1,3.818,3.715
"557","-1.4",1,4.335,4.07
"558","-1.6",1,4.749,4.625
"559","-1.8",1,4.989,4.67
"560","-2",1,5.242,5.055
"561","-0.2",2,1.839,1.81
"562","-0.4",2,2.184,2.2
"563","-0.6",2,2.462,2.41
"564","-0.8",2,2.88,2.885
"565","-1",2,3.214,3.34
"566","-1.2",2,3.628,3.73
"567","-1.4",2,3.978,4.315
"568","-1.6",2,4.236,4.59
"569","-1.8",1,4.495,4.93
"570","-2",1,4.778,5.265
"571","-0.2",1,1.628,1.48
"572","-0.4",1,1.882,1.685
"573","-0.6",1,2.2,1.98
"574","-0.8",1,2.59,2.305
"575","-1",1,3.142,2.78
"576","-1.2",1,3.61,3.1
"577","-1.4",1,4.092,3.685
"578","-1.6",1,4.602,4.2
"579","-1.8",1,4.901,4.51
"580","-2",1,5.35,4.98
"581","-0.2",1,1.748,1.6
"582","-0.4",1,2.138,1.885
"583","-0.6",1,2.495,2.225
"584","-0.8",1,2.858,2.425
"585","-1",1,3.39,2.885
"586","-1.2",1,3.717,3.22
"587","-1.4",1,4.131,3.695
"588","-1.6",1,4.578,3.945
"589","-1.8",1,4.874,4.36
"590","-2",1,5.058,4.485
"591","-0.2",2,1.745,1.865
"592","-0.4",2,1.937,2.195
"593","-0.6",2,2.238,2.44
"594","-0.8",2,2.614,3.12
"595","-1",2,2.969,3.465
"596","-1.2",2,3.302,3.885
"597","-1.4",2,3.662,4.18
"598","-1.6",2,3.998,4.65
"599","-1.8",1,4.241,4.865
"600","-2",1,4.503,5.24
"601","-0.2",1,1.766,1.735
"602","-0.4",1,2.147,1.875
"603","-0.6",1,2.49,2.405
"604","-0.8",1,2.926,2.565
"605","-1",1,3.288,2.975
"606","-1.2",1,3.74,3.44
"607","-1.4",1,4.026,3.53
"608","-1.6",1,4.341,3.99
"609","-1.8",1,4.599,4.175
"610","-2",1,4.796,4.51
"611","-0.2",1,1.913,1.85
"612","-0.4",1,2.271,2.18
"613","-0.6",1,2.765,2.645
"614","-0.8",1,3.219,2.92
"615","-1",1,3.593,3.34
"616","-1.2",1,4.367,4.29
"617","-1.4",1,4.718,4.385
"618","-1.6",1,5.027,4.855
"619","-1.8",1,5.402,5.305
"620","-2",1,5.589,5.36
"621","-0.2",3,1.435,1.88
"622","-0.4",2,1.621,2.205
"623","-0.6",2,1.886,2.71
"624","-0.8",2,2.141,2.875
"625","-1",2,2.551,3.485
"626","-1.2",2,2.918,3.77
"627","-1.4",1,3.352,4.225
"628","-1.6",1,3.778,4.485
"629","-1.8",1,4.344,4.755
"630","-2",1,4.741,4.88
"631","-0.2",3,1.44,1.745
"632","-0.4",3,1.595,1.98
"633","-0.6",3,1.835,2.4
"634","-0.8",3,2.082,2.915
"635","-1",3,2.387,3.11
"636","-1.2",2,2.705,3.685
"637","-1.4",2,3.006,4.03
"638","-1.6",2,3.251,4.495
"639","-1.8",2,3.574,4.71
"640","-2",2,3.867,4.96
"641","-0.2",2,1.74,1.675
"642","-0.4",2,1.973,1.825
"643","-0.6",2,2.35,2.11
"644","-0.8",1,2.77,2.325
"645","-1",1,3.191,2.775
"646","-1.2",1,3.62,3.055
"647","-1.4",1,4.001,3.415
"648","-1.6",1,4.369,3.695
"649","-1.8",1,4.657,4.065
"650","-2",1,4.907,4.31
"651","-0.2",2,1.68,1.92
"652","-0.4",2,2.015,2.245
"653","-0.6",2,2.335,2.81
"654","-0.8",2,2.699,3.415
"655","-1",2,2.998,3.765
"656","-1.2",2,3.308,4.265
"657","-1.4",2,3.615,4.695
"658","-1.6",2,3.915,5.115
"659","-1.8",2,4.107,5.425
"660","-2",2,4.305,5.58
"661","-0.2",3,1.715,1.815
"662","-0.4",2,1.969,2.255
"663","-0.6",2,2.221,2.625
"664","-0.8",2,2.558,2.98
"665","-1",2,2.905,3.42
"666","-1.2",2,3.165,3.845
"667","-1.4",2,3.367,4.035
"668","-1.6",2,3.662,4.345
"669","-1.8",2,3.851,4.72
"670","-2",2,4.073,4.925
"671","-0.2",1,1.888,2.03
"672","-0.4",1,2.234,2.2
"673","-0.6",1,2.588,2.645
"674","-0.8",1,3.056,3.085
"675","-1",1,3.415,3.7
"676","-1.2",1,3.921,4.24
"677","-1.4",1,4.31,4.61
"678","-1.6",1,4.615,5.11
"679","-1.8",1,4.859,5.3
"680","-2",1,4.958,5.43
"681","-0.2",2,1.861,1.655
"682","-0.4",1,2.142,1.67
"683","-0.6",1,2.544,1.97
"684","-0.8",1,3.008,2.21
"685","-1",1,3.441,2.46
"686","-1.2",1,3.921,2.73
"687","-1.4",1,4.278,2.865
"688","-1.6",1,4.745,3.435
"689","-1.8",1,4.938,3.56
"690","-2",1,5.282,4.12
"691","-0.2",1,1.744,1.85
"692","-0.4",1,2.095,2.015
"693","-0.6",1,2.42,2.2
"694","-0.8",1,2.776,2.47
"695","-1",1,3.214,2.87
"696","-1.2",1,3.567,2.85
"697","-1.4",1,4.049,3.52
"698","-1.6",1,4.354,3.605
"699","-1.8",1,4.675,3.865
"700","-2",1,4.996,4.215
"701","-0.2",1,1.895,1.67
"702","-0.4",1,2.147,1.87
"703","-0.6",1,2.537,2.125
"704","-0.8",1,3.083,2.575
"705","-1",1,3.492,3.03
"706","-1.2",1,3.895,3.35
"707","-1.4",1,4.419,3.695
"708","-1.6",1,4.68,3.985
"709","-1.8",1,5.096,4.44
"710","-2",1,5.321,4.77
"711","-0.2",2,1.585,1.495
"712","-0.4",2,1.757,1.645
"713","-0.6",2,1.997,1.85
"714","-0.8",2,2.315,2.17
"715","-1",2,2.637,2.655
"716","-1.2",2,3.104,2.865
"717","-1.4",1,3.344,2.995
"718","-1.6",1,3.703,3.495
"719","-1.8",1,4.114,3.705
"720","-2",1,4.492,4
"721","-0.2",2,1.854,1.89
"722","-0.4",2,2.047,1.965
"723","-0.6",2,2.409,2.505
"724","-0.8",2,2.811,2.685
"725","-1",2,3.101,3.345
"726","-1.2",2,3.425,3.375
"727","-1.4",2,3.699,3.71
"728","-1.6",2,3.976,4.165
"729","-1.8",2,4.213,4.49
"730","-2",1,4.465,4.79
"731","-0.2",2,1.66,1.815
"732","-0.4",2,1.91,2.005
"733","-0.6",2,2.237,2.33
"734","-0.8",2,2.658,2.88
"735","-1",2,2.994,3.085
"736","-1.2",1,3.385,3.39
"737","-1.4",2,3.757,4.015
"738","-1.6",1,4.028,4.225
"739","-1.8",1,4.398,4.635
"740","-2",1,4.577,4.82
"741","-0.2",1,1.852,1.975
"742","-0.4",1,2.187,2.365
"743","-0.6",1,2.569,2.5
"744","-0.8",1,3.052,2.99
"745","-1",1,3.548,3.6
"746","-1.2",1,4.023,4
"747","-1.4",1,4.477,4.255
"748","-1.6",1,4.81,4.455
"749","-1.8",1,5.153,4.8
"750","-2",1,5.343,4.91
"751","-0.2",2,1.631,1.97
"752","-0.4",2,1.811,2.09
"753","-0.6",2,2.122,2.42
"754","-0.8",2,2.449,2.89
"755","-1",2,2.735,3.08
"756","-1.2",2,3.084,3.485
"757","-1.4",2,3.361,3.715
"758","-1.6",2,3.644,4.065
"759","-1.8",2,3.829,4.295
"760","-2",2,4.058,4.7
"761","-0.2",3,1.473,1.87
"762","-0.4",3,1.576,1.955
"763","-0.6",3,1.758,2.265
"764","-0.8",3,2.027,2.78
"765","-1",3,2.213,3.105
"766","-1.2",3,2.455,3.485
"767","-1.4",3,2.713,3.855
"768","-1.6",3,2.894,4.2
"769","-1.8",3,3.145,4.69
"770","-2",2,3.44,5.2
"771","-0.2",1,1.74,1.565
"772","-0.4",1,1.967,1.65
"773","-0.6",1,2.286,2.03
"774","-0.8",1,2.765,2.375
"775","-1",1,3.151,2.62
"776","-1.2",1,3.529,3.02
"777","-1.4",1,4.049,3.26
"778","-1.6",1,4.398,3.61
"779","-1.8",1,4.829,3.925
"780","-2",1,5.107,4.385
"781","-0.2",1,1.791,1.35
"782","-0.4",1,2.128,1.48
"783","-0.6",1,2.379,1.68
"784","-0.8",1,2.766,2.045
"785","-1",1,3.224,2.24
"786","-1.2",1,3.515,2.62
"787","-1.4",1,3.826,2.845
"788","-1.6",1,4.138,3.28
"789","-1.8",1,4.454,3.625
"790","-2",1,4.64,3.945
"791","-0.2",2,1.612,1.53
"792","-0.4",2,1.774,1.56
