"","S","group1wins","average_ballot_length_all","average_ballot_length_group1"
"249","-1.8",1,5.252,5.35
"250","-2",1,5.517,5.555
"251","-0.2",2,1.725,2.025
"252","-0.4",2,2.057,2.455
"253","-0.6",2,2.34,2.7
"254","-0.8",2,2.783,3.4
"255","-1",1,3.168,3.885
"256","-1.2",1,3.64,4.315
"257","-1.4",1,3.953,4.895
"258","-1.6",1,4.438,5.105
"259","-1.8",1,4.824,5.53
"260","-2",1,5.185,5.535
"261","-0.2",1,1.938,1.87
"262","-0.4",1,2.296,2.135
"263","-0.6",1,2.777,2.22
"264","-0.8",1,3.189,2.775
"265","-1",1,3.788,3.305
"266","-1.2",1,4.231,3.635
"267","-1.4",1,4.619,4.05
"268","-1.6",1,5.059,4.64
"269","-1.8",1,5.424,4.94
"270","-2",1,5.532,5.245
"271","-0.2",2,1.796,1.97
"272","-0.4",2,2.032,2.27
"273","-0.6",2,2.499,2.95
"274","-0.8",1,2.907,3.345
"275","-1",1,3.285,3.675
"276","-1.2",1,3.758,4.24
"277","-1.4",1,4.147,4.77
"278","-1.6",1,4.427,5.1
"279","-1.8",1,4.778,5.435
"280","-2",1,4.996,5.48
"281","-0.2",3,1.759,1.825
"282","-0.4",2,2.013,2.095
"283","-0.6",2,2.439,2.595
"284","-0.8",2,2.841,3.11
"285","-1",2,3.147,3.405
"286","-1.2",1,3.628,4.01
"287","-1.4",1,4.136,4.33
"288","-1.6",1,4.462,4.38
"289","-1.8",1,4.774,4.705
"290","-2",1,5.171,5.02
"291","-0.2",1,1.919,1.77
"292","-0.4",1,2.371,2.39
"293","-0.6",1,2.795,2.7
"294","-0.8",1,3.359,3.235
"295","-1",1,3.792,3.69
"296","-1.2",1,4.375,4.335
"297","-1.4",1,4.742,4.65
"298","-1.6",1,5.095,4.88
"299","-1.8",1,5.382,5.285
"300","-2",1,5.571,5.58
"301","-0.2",2,1.487,1.785
"302","-0.4",1,1.747,1.985
"303","-0.6",1,2.048,2.37
"304","-0.8",2,2.411,2.815
"305","-1",1,2.889,3.385
"306","-1.2",1,3.26,3.655
"307","-1.4",1,3.795,3.865
"308","-1.6",1,4.279,4.455
"309","-1.8",1,4.587,4.605
"310","-2",1,5.002,4.95
"311","-0.2",2,1.781,1.755
"312","-0.4",2,2.072,1.83
"313","-0.6",2,2.439,2.405
"314","-0.8",2,2.791,2.64
"315","-1",1,3.267,3.28
"316","-1.2",1,3.615,3.445
"317","-1.4",1,4.048,3.76
"318","-1.6",1,4.461,4.44
"319","-1.8",1,4.832,4.83
"320","-2",1,5.115,5.25
"321","-0.2",2,1.822,1.94
"322","-0.4",2,2.16,2.23
"323","-0.6",2,2.477,2.685
"324","-0.8",2,2.884,3.325
"325","-1",2,3.244,3.92
"326","-1.2",1,3.568,4.17
"327","-1.4",1,3.993,4.7
"328","-1.6",1,4.341,4.9
"329","-1.8",1,4.617,5.305
"330","-2",1,4.871,5.495
"331","-0.2",2,1.786,1.865
"332","-0.4",2,2.105,2.185
"333","-0.6",2,2.558,2.475
"334","-0.8",1,2.965,3.1
"335","-1",1,3.487,3.52
"336","-1.2",1,3.886,3.98
"337","-1.4",1,4.386,4.32
"338","-1.6",1,4.767,4.78
"339","-1.8",1,5.098,5.09
"340","-2",1,5.413,5.445
"341","-0.2",2,1.832,1.94
"342","-0.4",2,2.222,2.465
"343","-0.6",2,2.508,2.935
"344","-0.8",2,3.005,3.385
"345","-1",2,3.429,3.99
"346","-1.2",1,3.81,4.55
"347","-1.4",1,4.184,4.71
"348","-1.6",1,4.642,5.24
"349","-1.8",1,4.851,5.425
"350","-2",1,5.136,5.715
"351","-0.2",1,1.887,2.05
"352","-0.4",1,2.32,2.365
"353","-0.6",1,2.715,2.915
"354","-0.8",1,3.202,3.43
"355","-1",1,3.649,3.815
"356","-1.2",1,4.14,4.165
"357","-1.4",1,4.57,4.565
"358","-1.6",1,4.872,4.825
"359","-1.8",1,5.222,5.295
"360","-2",1,5.508,5.52
"361","-0.2",1,1.908,1.905
"362","-0.4",1,2.329,2.3
"363","-0.6",1,2.702,2.7
"364","-0.8",1,3.234,3.25
"365","-1",1,3.762,3.87
"366","-1.2",1,4.284,4.375
"367","-1.4",1,4.617,4.72
"368","-1.6",1,5.011,4.98
"369","-1.8",1,5.424,5.36
"370","-2",1,5.538,5.51
"371","-0.2",2,1.627,1.915
"372","-0.4",1,1.923,2.22
"373","-0.6",1,2.297,2.76
"374","-0.8",1,2.687,3.195
"375","-1",1,3.142,3.825
"376","-1.2",1,3.566,4.185
"377","-1.4",1,4.148,4.485
"378","-1.6",1,4.644,5.035
"379","-1.8",1,4.872,5.205
"380","-2",1,5.229,5.44
"381","-0.2",1,1.866,1.535
"382","-0.4",1,2.303,1.845
"383","-0.6",1,2.732,2.095
"384","-0.8",1,3.289,2.365
"385","-1",1,3.708,2.835
"386","-1.2",1,4.229,3.3
"387","-1.4",1,4.616,3.68
"388","-1.6",1,4.991,3.985
"389","-1.8",1,5.237,4.34
"390","-2",1,5.468,4.595
"391","-0.2",1,1.928,1.905
"392","-0.4",2,2.284,2.3
"393","-0.6",1,2.756,2.79
"394","-0.8",1,3.19,3.25
"395","-1",1,3.832,3.895
"396","-1.2",1,4.258,4.12
"397","-1.4",1,4.721,4.68
"398","-1.6",1,5.071,4.925
"399","-1.8",1,5.318,5.34
"400","-2",1,5.598,5.57
"401","-0.2",1,1.768,1.93
"402","-0.4",1,2.103,2.315
"403","-0.6",1,2.466,2.79
"404","-0.8",1,2.951,3.23
"405","-1",1,3.404,3.47
"406","-1.2",1,4.055,4.37
"407","-1.4",1,4.491,4.715
"408","-1.6",1,4.92,5.22
"409","-1.8",1,5.163,5.355
"410","-2",1,5.475,5.58
"411","-0.2",2,1.847,2.035
"412","-0.4",2,2.202,2.495
"413","-0.6",1,2.505,2.895
"414","-0.8",1,3.024,3.425
"415","-1",1,3.509,4.085
"416","-1.2",1,3.839,4.46
"417","-1.4",1,4.323,4.93
"418","-1.6",1,4.726,5.245
"419","-1.8",1,5.151,5.54
"420","-2",1,5.311,5.595
"421","-0.2",2,1.7,1.93
"422","-0.4",1,2.004,2.275
"423","-0.6",1,2.388,2.795
"424","-0.8",1,2.74,3.16
"425","-1",1,3.224,3.675
"426","-1.2",1,3.849,4.25
"427","-1.4",1,4.265,4.46
"428","-1.6",1,4.613,5
"429","-1.8",1,4.988,5.06
"430","-2",1,5.367,5.54
"431","-0.2",2,1.709,1.925
"432","-0.4",2,1.923,2.14
"433","-0.6",2,2.25,2.625
"434","-0.8",2,2.642,3.18
"435","-1",1,3.004,3.345
"436","-1.2",2,3.445,3.865
"437","-1.4",1,3.917,4.41
"438","-1.6",1,4.4,4.61
"439","-1.8",1,4.757,4.97
"440","-2",1,5.039,5.135
"441","-0.2",1,1.896,1.92
"442","-0.4",1,2.298,2.255
"443","-0.6",1,2.706,2.755
"444","-0.8",1,3.147,3.095
"445","-1",1,3.657,3.55
"446","-1.2",1,4.298,4.19
"447","-1.4",1,4.583,4.52
"448","-1.6",1,5.04,4.88
"449","-1.8",1,5.356,5.15
"450","-2",1,5.558,5.465
"451","-0.2",1,1.796,1.835
"452","-0.4",1,2.166,2.39
"453","-0.6",1,2.477,2.57
"454","-0.8",1,2.976,3.01
"455","-1",1,3.52,3.4
"456","-1.2",1,4.029,3.81
"457","-1.4",1,4.564,4.48
"458","-1.6",1,5.027,4.95
"459","-1.8",1,5.322,5.08
"460","-2",1,5.502,5.34
"461","-0.2",1,1.854,1.675
"462","-0.4",1,2.212,1.89
"463","-0.6",1,2.637,2.08
"464","-0.8",1,3.117,2.43
"465","-1",1,3.544,2.78
"466","-1.2",1,3.914,3.085
"467","-1.4",1,4.217,3.31
"468","-1.6",1,4.53,3.52
"469","-1.8",1,4.794,3.775
"470","-2",1,4.965,4.07
"471","-0.2",1,1.981,2
"472","-0.4",1,2.293,2.195
"473","-0.6",1,2.603,2.55
"474","-0.8",1,3.18,3.19
"475","-1",1,3.81,3.75
"476","-1.2",1,4.271,4.235
"477","-1.4",1,4.702,4.79
"478","-1.6",1,5.047,5.03
"479","-1.8",1,5.317,5.23
"480","-2",1,5.534,5.52
"481","-0.2",3,1.698,2.15
"482","-0.4",3,1.976,2.51
"483","-0.6",2,2.217,2.86
"484","-0.8",2,2.525,3.44
"485","-1",2,2.982,3.735
"486","-1.2",2,3.386,4.335
"487","-1.4",1,3.871,4.75
"488","-1.6",1,4.236,5.29
"489","-1.8",1,4.697,5.44
"490","-2",1,4.832,5.525
"491","-0.2",1,1.887,1.74
"492","-0.4",1,2.222,2.01
"493","-0.6",1,2.673,2.305
"494","-0.8",1,3.104,2.86
"495","-1",1,3.629,3.385
"496","-1.2",1,4.159,3.635
"497","-1.4",1,4.591,4.475
"498","-1.6",1,4.935,4.715
"499","-1.8",1,5.173,5.06
"500","-2",1,5.437,5.29
"501","-0.2",1,1.912,1.72
"502","-0.4",1,2.33,2.01
"503","-0.6",1,2.732,2.205
"504","-0.8",1,3.228,2.72
"505","-1",1,3.78,3.01
"506","-1.2",1,4.132,3.41
"507","-1.4",1,4.603,3.775
"508","-1.6",1,4.959,4.245
"509","-1.8",1,5.263,4.585
"510","-2",1,5.444,4.865
"511","-0.2",2,1.858,1.915
"512","-0.4",1,2.065,1.985
"513","-0.6",1,2.456,2.57
"514","-0.8",1,2.807,3.01
"515","-1",1,3.209,3.175
"516","-1.2",1,3.824,3.985
"517","-1.4",1,4.175,4.435
"518","-1.6",1,4.55,4.745
"519","-1.8",1,4.915,5.245
"520","-2",1,5.192,5.28
"521","-0.2",1,1.797,1.785
"522","-0.4",1,2.12,2.16
"523","-0.6",1,2.535,2.685
"524","-0.8",1,2.942,3.125
"525","-1",1,3.385,3.535
"526","-1.2",1,3.974,3.955
"527","-1.4",1,4.529,4.445
"528","-1.6",1,4.917,4.795
"529","-1.8",1,5.195,5.185
"530","-2",1,5.448,5.355
"531","-0.2",2,1.781,1.67
"532","-0.4",2,2.086,1.815
"533","-0.6",2,2.387,2.06
"534","-0.8",2,2.74,2.22
"535","-1",1,3.163,2.745
"536","-1.2",1,3.537,3.005
"537","-1.4",1,3.877,3.425
"538","-1.6",1,4.27,3.845
"539","-1.8",1,4.529,4.18
"540","-2",1,4.781,4.385
"541","-0.2",2,1.98,1.935
"542","-0.4",2,2.169,2.24
"543","-0.6",1,2.694,2.905
"544","-0.8",1,3.082,3.225
"545","-1",1,3.51,3.83
"546","-1.2",1,3.933,4.17
"547","-1.4",1,4.368,4.85
"548","-1.6",1,4.63,4.95
"549","-1.8",1,5.06,5.495
"550","-2",1,5.259,5.605
"551","-0.2",2,1.932,1.915
"552","-0.4",2,2.253,2.26
"553","-0.6",1,2.752,2.555
"554","-0.8",1,3.164,3.025
"555","-1",1,3.658,3.285
"556","-1.2",1,4.024,3.695
"557","-1.4",1,4.415,3.85
"558","-1.6",1,4.912,4.215
"559","-1.8",1,5.198,4.705
"560","-2",1,5.432,4.845
"561","-0.2",2,1.862,1.91
"562","-0.4",2,2.223,2.21
"563","-0.6",2,2.638,2.67
"564","-0.8",2,2.976,2.885
"565","-1",2,3.523,3.565
"566","-1.2",1,3.896,3.87
"567","-1.4",1,4.478,4.53
"568","-1.6",1,4.753,4.69
"569","-1.8",1,5.145,5.01
"570","-2",1,5.386,5.235
"571","-0.2",1,1.82,1.94
"572","-0.4",1,2.109,2.16
"573","-0.6",1,2.466,2.49
"574","-0.8",1,2.96,3.505
"575","-1",1,3.313,3.76
"576","-1.2",1,3.872,4.205
"577","-1.4",1,4.217,4.735
"578","-1.6",1,4.633,5.255
"579","-1.8",1,4.982,5.325
"580","-2",1,5.244,5.605
"581","-0.2",2,1.859,1.94
"582","-0.4",2,2.259,2.225
"583","-0.6",2,2.647,2.74
"584","-0.8",2,3.01,2.91
"585","-1",2,3.534,3.55
"586","-1.2",2,3.947,3.81
"587","-1.4",1,4.341,4.145
"588","-1.6",1,4.747,4.555
"589","-1.8",1,5.053,4.96
"590","-2",1,5.306,5.155
"591","-0.2",2,1.81,1.96
"592","-0.4",2,2.065,2.1
"593","-0.6",2,2.441,2.65
"594","-0.8",2,2.879,3.185
"595","-1",1,3.277,3.46
"596","-1.2",1,3.732,3.965
"597","-1.4",1,4.037,4.355
"598","-1.6",1,4.343,4.575
"599","-1.8",1,4.628,4.825
"600","-2",1,4.916,5.05
"601","-0.2",1,1.922,1.635
"602","-0.4",1,2.215,1.94
"603","-0.6",1,2.64,2.085
"604","-0.8",1,3.116,2.535
"605","-1",1,3.625,2.945
"606","-1.2",1,4.093,3.395
"607","-1.4",1,4.585,3.8
"608","-1.6",1,4.951,4.26
"609","-1.8",1,5.279,4.635
"610","-2",1,5.449,4.965
"611","-0.2",2,1.849,1.73
"612","-0.4",2,2.176,2.135
"613","-0.6",1,2.64,2.82
"614","-0.8",1,3.202,3.345
"615","-1",1,3.595,3.545
"616","-1.2",1,4.054,4.135
"617","-1.4",1,4.489,4.435
"618","-1.6",1,4.92,4.905
"619","-1.8",1,5.199,5.25
"620","-2",1,5.481,5.545
"621","-0.2",2,1.782,1.89
"622","-0.4",2,2.094,2.155
"623","-0.6",2,2.341,2.425
"624","-0.8",1,2.837,2.83
"625","-1",1,3.282,3.36
"626","-1.2",1,3.82,3.735
"627","-1.4",1,4.261,4.215
"628","-1.6",1,4.69,4.5
"629","-1.8",1,5.034,4.92
"630","-2",1,5.352,5.175
"631","-0.2",1,1.946,1.965
"632","-0.4",1,2.295,2.325
"633","-0.6",1,2.67,2.565
"634","-0.8",1,3.057,2.945
"635","-1",1,3.592,3.54
"636","-1.2",1,3.923,3.985
"637","-1.4",1,4.216,4.19
"638","-1.6",1,4.492,4.62
"639","-1.8",1,4.693,4.8
"640","-2",1,4.898,5.26
"641","-0.2",1,1.936,1.955
"642","-0.4",1,2.242,2.39
"643","-0.6",1,2.743,2.705
"644","-0.8",1,3.162,3.25
"645","-1",1,3.752,3.865
"646","-1.2",1,4.103,4.24
"647","-1.4",1,4.488,4.62
"648","-1.6",1,4.852,5.005
"649","-1.8",1,5.191,5.395
"650","-2",1,5.396,5.45
"651","-0.2",2,1.737,1.88
"652","-0.4",2,2.04,2.315
"653","-0.6",2,2.374,2.89
"654","-0.8",1,2.854,3.42
"655","-1",1,3.271,3.775
"656","-1.2",1,3.773,4.39
"657","-1.4",1,4.31,4.84
"658","-1.6",1,4.68,5.095
"659","-1.8",1,5.049,5.33
"660","-2",1,5.365,5.55
"661","-0.2",2,1.812,1.78
"662","-0.4",2,2.084,2.055
"663","-0.6",2,2.41,2.45
"664","-0.8",2,2.852,3
"665","-1",2,3.163,3.325
"666","-1.2",2,3.539,3.705
"667","-1.4",2,3.897,4.185
"668","-1.6",1,4.159,4.765
"669","-1.8",1,4.398,5
"670","-2",1,4.634,5.39
"671","-0.2",2,1.86,2.135
"672","-0.4",2,2.117,2.11
"673","-0.6",2,2.444,2.575
"674","-0.8",1,2.914,2.955
"675","-1",1,3.409,3.68
"676","-1.2",1,3.79,4.2
"677","-1.4",1,4.231,4.66
"678","-1.6",1,4.511,4.95
"679","-1.8",1,4.837,5.125
"680","-2",1,5.127,5.33
"681","-0.2",1,1.941,1.76
"682","-0.4",1,2.232,2.03
"683","-0.6",1,2.64,2.33
"684","-0.8",1,3.173,2.75
"685","-1",1,3.655,3.125
"686","-1.2",1,4.121,3.59
"687","-1.4",1,4.473,3.885
"688","-1.6",1,4.902,4.175
"689","-1.8",1,5.221,4.615
"690","-2",1,5.399,4.825
"691","-0.2",2,1.79,1.795
"692","-0.4",2,2.147,2.255
"693","-0.6",2,2.499,2.625
"694","-0.8",2,2.83,2.875
"695","-1",2,3.279,3.65
"696","-1.2",2,3.693,4.115
"697","-1.4",1,4.022,4.39
"698","-1.6",1,4.409,4.675
"699","-1.8",1,4.773,5.1
"700","-2",1,5.03,5.35
"701","-0.2",1,1.835,1.535
"702","-0.4",1,2.175,1.865
"703","-0.6",1,2.61,2.165
"704","-0.8",1,3.123,2.57
"705","-1",1,3.461,2.86
"706","-1.2",1,4.004,3.25
"707","-1.4",1,4.36,3.735
"708","-1.6",1,4.682,4.065
"709","-1.8",1,4.99,4.345
"710","-2",1,5.263,4.6
"711","-0.2",2,1.577,1.82
"712","-0.4",1,1.853,2.145
"713","-0.6",1,2.152,2.44
"714","-0.8",1,2.542,2.995
"715","-1",1,2.916,3.25
"716","-1.2",1,3.407,3.61
"717","-1.4",1,4.012,3.93
"718","-1.6",1,4.389,4.31
"719","-1.8",1,4.823,4.675
"720","-2",1,5.129,4.96
"721","-0.2",1,1.912,1.875
"722","-0.4",1,2.288,2.45
"723","-0.6",1,2.641,2.82
"724","-0.8",1,3.133,3.33
"725","-1",1,3.624,3.655
"726","-1.2",1,4.126,4.435
"727","-1.4",1,4.394,4.66
"728","-1.6",1,4.707,5.19
"729","-1.8",1,4.951,5.345
"730","-2",1,5.107,5.525
"731","-0.2",2,1.9,1.865
"732","-0.4",2,2.237,2.32
"733","-0.6",2,2.483,2.5
"734","-0.8",1,2.97,2.885
"735","-1",2,3.371,3.53
"736","-1.2",1,3.772,3.985
"737","-1.4",1,4.086,4.06
"738","-1.6",1,4.396,4.355
"739","-1.8",1,4.686,4.6
"740","-2",1,4.883,4.795
"741","-0.2",2,1.941,1.97
"742","-0.4",2,2.283,2.305
"743","-0.6",2,2.741,2.675
"744","-0.8",1,3.175,3.37
"745","-1",1,3.587,3.635
"746","-1.2",1,3.976,4.03
"747","-1.4",1,4.469,4.365
"748","-1.6",1,4.813,4.875
"749","-1.8",1,5.067,5.235
"750","-2",1,5.288,5.385
"751","-0.2",1,1.83,1.63
"752","-0.4",1,2.144,1.85
"753","-0.6",1,2.477,2.245
"754","-0.8",1,2.905,2.595
"755","-1",1,3.36,3.085
"756","-1.2",1,3.856,3.5
"757","-1.4",1,4.308,3.965
"758","-1.6",1,4.585,4.365
"759","-1.8",1,4.899,4.595
"760","-2",1,5.065,4.96
"761","-0.2",2,1.807,1.745
"762","-0.4",2,2.073,1.955
"763","-0.6",2,2.335,2.315
"764","-0.8",2,2.79,3.06
"765","-1",2,3.116,3.355
"766","-1.2",2,3.49,3.775
"767","-1.4",2,3.804,4.245
"768","-1.6",2,4.088,4.73
"769","-1.8",2,4.473,5.21
"770","-2",2,4.611,5.37
"771","-0.2",2,1.816,1.76
"772","-0.4",2,2.184,1.89
"773","-0.6",2,2.465,2.26
"774","-0.8",2,2.934,2.825
"775","-1",1,3.358,3.145
"776","-1.2",1,3.823,3.52
"777","-1.4",1,4.231,3.99
"778","-1.6",1,4.693,4.545
"779","-1.8",1,4.978,4.885
"780","-2",1,5.292,5.21
"781","-0.2",2,1.845,1.695
"782","-0.4",1,2.223,2.02
"783","-0.6",1,2.573,2.185
"784","-0.8",1,2.977,2.485
"785","-1",1,3.398,2.705
"786","-1.2",1,3.841,3.125
"787","-1.4",1,4.332,3.715
"788","-1.6",1,4.681,4.055
"789","-1.8",1,4.909,4.48
"790","-2",1,5.198,4.74
"791","-0.2",3,1.666,1.635
"792","-0.4",2,1.915,1.94
