"","S","group1wins","average_ballot_length_all","average_ballot_length_group1"
"58","-1.6",2,5.087,5.02
"59","-1.8",2,5.322,5.2525
"60","-2",2,5.529,5.5275
"61","-0.2",2,1.899,1.7675
"62","-0.4",3,2.245,2.21
"63","-0.6",2,2.68,2.695
"64","-0.8",2,3.103,2.88
"65","-1",2,3.603,3.5225
"66","-1.2",2,4.124,3.995
"67","-1.4",2,4.497,4.35
"68","-1.6",2,4.935,4.8175
"69","-1.8",2,5.24,5.265
"70","-2",2,5.433,5.37
"71","-0.2",3,1.838,1.8325
"72","-0.4",3,2.131,2.185
"73","-0.6",3,2.535,2.6525
"74","-0.8",2,3.015,3.14
"75","-1",2,3.466,3.495
"76","-1.2",2,4.082,4.08
"77","-1.4",2,4.509,4.5425
"78","-1.6",2,4.843,4.8375
"79","-1.8",2,5.206,5.24
"80","-2",2,5.455,5.4925
"81","-0.2",2,1.816,1.8475
"82","-0.4",2,2.161,2.3025
"83","-0.6",2,2.557,2.6875
"84","-0.8",2,2.921,3.0775
"85","-1",2,3.452,3.7475
"86","-1.2",2,3.783,4.1425
"87","-1.4",2,4.164,4.4675
"88","-1.6",2,4.498,4.9375
"89","-1.8",2,4.739,5.2975
"90","-2",2,4.98,5.5175
"91","-0.2",3,1.73,1.8225
"92","-0.4",3,1.973,2.0075
"93","-0.6",3,2.362,2.3575
"94","-0.8",3,2.741,2.75
"95","-1",3,3.213,3.2
"96","-1.2",3,3.631,3.52
"97","-1.4",2,3.926,3.82
"98","-1.6",2,4.36,4.2225
"99","-1.8",2,4.617,4.44
"100","-2",2,4.87,4.6275
"101","-0.2",2,1.814,1.8225
"102","-0.4",2,2.277,2.1975
"103","-0.6",2,2.597,2.6075
"104","-0.8",2,3.088,3.12
"105","-1",2,3.558,3.47
"106","-1.2",2,4.002,4.03
"107","-1.4",2,4.372,4.3425
"108","-1.6",2,4.768,4.7
"109","-1.8",2,5.097,5.1175
"110","-2",2,5.285,5.325
"111","-0.2",2,1.845,1.8475
"112","-0.4",2,2.21,2.1475
"113","-0.6",2,2.523,2.4675
"114","-0.8",2,2.973,2.8625
"115","-1",2,3.514,3.3525
"116","-1.2",2,3.918,3.8425
"117","-1.4",2,4.331,4.2925
"118","-1.6",2,4.71,4.595
"119","-1.8",2,4.953,4.9525
"120","-2",2,5.284,5.255
"121","-0.2",3,1.888,1.9175
"122","-0.4",3,2.185,2.26
"123","-0.6",3,2.629,2.71
"124","-0.8",3,3.15,3.185
"125","-1",2,3.653,3.615
"126","-1.2",2,4.023,4.0275
"127","-1.4",2,4.491,4.4325
"128","-1.6",2,4.831,4.7625
"129","-1.8",2,5.197,5.125
"130","-2",2,5.432,5.3275
"131","-0.2",3,2.001,2.0675
"132","-0.4",3,2.304,2.335
"133","-0.6",2,2.8,2.8075
"134","-0.8",2,3.31,3.415
"135","-1",2,3.896,3.9725
"136","-1.2",2,4.503,4.6525
"137","-1.4",2,4.867,5.055
"138","-1.6",2,5.278,5.4275
"139","-1.8",2,5.444,5.5475
"140","-2",2,5.656,5.68
"141","-0.2",2,1.862,1.8
"142","-0.4",2,2.264,2.2125
"143","-0.6",2,2.667,2.5775
"144","-0.8",2,3.155,3.095
"145","-1",2,3.662,3.475
"146","-1.2",2,4.066,3.9675
"147","-1.4",2,4.601,4.455
"148","-1.6",2,5.013,4.9725
"149","-1.8",2,5.274,5.1825
"150","-2",2,5.504,5.43
"151","-0.2",3,1.735,1.79
"152","-0.4",2,2.066,2.1675
"153","-0.6",3,2.362,2.495
"154","-0.8",2,2.784,2.955
"155","-1",2,3.251,3.3825
"156","-1.2",2,3.608,3.765
"157","-1.4",2,3.981,4.2975
"158","-1.6",2,4.428,4.7175
"159","-1.8",2,4.775,5.0575
"160","-2",2,5.005,5.385
"161","-0.2",3,1.844,1.9375
"162","-0.4",3,2.065,2.165
"163","-0.6",3,2.516,2.65
"164","-0.8",3,2.931,3.1875
"165","-1",3,3.442,3.93
"166","-1.2",3,3.818,4.225
"167","-1.4",3,4.252,4.5925
"168","-1.6",2,4.695,5.02
"169","-1.8",2,4.943,5.3725
"170","-2",2,5.229,5.5675
"171","-0.2",2,1.949,1.865
"172","-0.4",2,2.229,2.11
"173","-0.6",2,2.543,2.43
"174","-0.8",2,3.021,2.935
"175","-1",2,3.559,3.45
"176","-1.2",2,3.958,3.88
"177","-1.4",2,4.301,4.3675
"178","-1.6",2,4.573,4.735
"179","-1.8",2,4.855,5.06
"180","-2",2,5.054,5.3175
"181","-0.2",2,1.82,1.7875
"182","-0.4",2,2.179,2.165
"183","-0.6",2,2.571,2.515
"184","-0.8",2,2.971,2.7925
"185","-1",2,3.438,3.1225
"186","-1.2",2,3.79,3.5425
"187","-1.4",2,4.139,3.8725
"188","-1.6",2,4.537,4.2625
"189","-1.8",2,4.904,4.64
"190","-2",2,5.145,4.8225
"191","-0.2",3,1.842,1.925
"192","-0.4",3,2.207,2.2525
"193","-0.6",3,2.691,2.8825
"194","-0.8",2,3.056,3.2375
"195","-1",2,3.546,3.745
"196","-1.2",2,4.002,4.295
"197","-1.4",2,4.36,4.6775
"198","-1.6",2,4.668,5.09
"199","-1.8",2,5.092,5.505
"200","-2",2,5.26,5.56
"201","-0.2",3,1.904,1.9
"202","-0.4",3,2.135,2.1975
"203","-0.6",2,2.626,2.5075
"204","-0.8",3,3.071,3.0175
"205","-1",2,3.535,3.24
"206","-1.2",2,4.034,3.9225
"207","-1.4",2,4.418,4.2325
"208","-1.6",2,4.782,4.555
"209","-1.8",2,5.056,4.7025
"210","-2",2,5.227,4.9025
"211","-0.2",2,1.95,2.0325
"212","-0.4",2,2.241,2.21
"213","-0.6",2,2.69,2.705
"214","-0.8",2,3.245,3.3
"215","-1",2,3.851,3.845
"216","-1.2",2,4.326,4.3925
"217","-1.4",2,4.739,4.7625
"218","-1.6",2,5.088,5.1025
"219","-1.8",2,5.399,5.425
"220","-2",2,5.617,5.685
"221","-0.2",3,1.91,1.8875
"222","-0.4",2,2.287,2.365
"223","-0.6",2,2.609,2.6225
"224","-0.8",2,3.002,3.11
"225","-1",2,3.52,3.79
"226","-1.2",2,3.952,4.14
"227","-1.4",2,4.361,4.6225
"228","-1.6",2,4.757,5.0125
"229","-1.8",2,5.059,5.2975
"230","-2",2,5.311,5.4625
"231","-0.2",2,2.053,1.9775
"232","-0.4",2,2.373,2.345
"233","-0.6",2,2.831,2.8975
"234","-0.8",2,3.403,3.3925
"235","-1",2,3.885,3.855
"236","-1.2",2,4.524,4.58
"237","-1.4",2,4.856,4.8975
"238","-1.6",2,5.21,5.245
"239","-1.8",2,5.372,5.34
"240","-2",2,5.658,5.725
"241","-0.2",3,1.892,1.8475
"242","-0.4",2,2.132,2.0575
"243","-0.6",2,2.526,2.3725
"244","-0.8",2,3.033,2.91
"245","-1",2,3.587,3.395
"246","-1.2",2,4.043,3.93
"247","-1.4",2,4.574,4.355
"248","-1.6",2,4.98,4.715
"249","-1.8",2,5.226,5.0525
"250","-2",2,5.449,5.2525
"251","-0.2",3,1.802,1.8925
"252","-0.4",3,2.085,2.2625
"253","-0.6",3,2.51,2.765
"254","-0.8",3,2.843,3.2525
"255","-1",3,3.252,3.7525
"256","-1.2",3,3.662,4.395
"257","-1.4",3,4.098,4.7925
"258","-1.6",3,4.362,4.9925
"259","-1.8",2,4.755,5.51
"260","-2",2,4.904,5.63
"261","-0.2",3,1.813,1.865
"262","-0.4",3,2.117,2.21
"263","-0.6",3,2.576,2.545
"264","-0.8",3,2.882,2.88
"265","-1",3,3.339,3.3125
"266","-1.2",3,3.849,3.86
"267","-1.4",3,4.302,4.2125
"268","-1.6",2,4.679,4.4325
"269","-1.8",2,5.015,4.7575
"270","-2",2,5.194,5.0325
"271","-0.2",2,1.82,1.8175
"272","-0.4",2,2.165,2.16
"273","-0.6",2,2.454,2.2725
"274","-0.8",2,3.083,2.8525
"275","-1",2,3.399,3.2575
"276","-1.2",2,3.782,3.4975
"277","-1.4",2,4.311,4.1125
"278","-1.6",2,4.622,4.285
"279","-1.8",2,4.975,4.66
"280","-2",2,5.247,4.9725
"281","-0.2",3,1.899,1.9525
"282","-0.4",2,2.257,2.2
"283","-0.6",2,2.698,2.6425
"284","-0.8",3,3.161,3.1675
"285","-1",2,3.715,3.7125
"286","-1.2",2,4.215,4.125
"287","-1.4",2,4.628,4.61
"288","-1.6",2,5.011,5.025
"289","-1.8",2,5.341,5.3325
"290","-2",2,5.557,5.5925
"291","-0.2",2,1.876,1.845
"292","-0.4",2,2.19,2.1325
"293","-0.6",2,2.666,2.61
"294","-0.8",2,3.215,3.145
"295","-1",2,3.728,3.65
"296","-1.2",2,4.268,4.155
"297","-1.4",2,4.578,4.6225
"298","-1.6",2,4.978,4.9275
"299","-1.8",2,5.402,5.4125
"300","-2",2,5.505,5.5575
"301","-0.2",2,1.857,1.5925
"302","-0.4",2,2.208,1.905
"303","-0.6",2,2.558,2.0675
"304","-0.8",2,2.991,2.4075
"305","-1",2,3.442,2.7
"306","-1.2",2,3.9,3.1575
"307","-1.4",2,4.26,3.53
"308","-1.6",2,4.663,3.965
"309","-1.8",2,4.979,4.355
"310","-2",2,5.331,4.695
"311","-0.2",2,1.72,1.7175
"312","-0.4",2,2.015,1.895
"313","-0.6",2,2.378,2.1775
"314","-0.8",2,2.76,2.6625
"315","-1",2,3.28,3.0675
"316","-1.2",2,3.804,3.46
"317","-1.4",2,4.141,3.74
"318","-1.6",2,4.644,4.2875
"319","-1.8",2,4.935,4.55
"320","-2",2,5.206,4.8
"321","-0.2",2,1.811,1.7775
"322","-0.4",2,2.162,2.16
"323","-0.6",2,2.699,2.605
"324","-0.8",2,2.965,2.84
"325","-1",2,3.552,3.47
"326","-1.2",2,4.079,3.99
"327","-1.4",2,4.541,4.335
"328","-1.6",2,4.887,4.665
"329","-1.8",2,5.254,5.03
"330","-2",2,5.435,5.335
"331","-0.2",3,1.656,1.75
"332","-0.4",3,1.89,2.015
"333","-0.6",3,2.19,2.37
"334","-0.8",3,2.573,2.735
"335","-1",3,2.974,3.1575
"336","-1.2",3,3.336,3.4625
"337","-1.4",2,3.879,3.845
"338","-1.6",3,4.325,4.2875
"339","-1.8",2,4.752,4.6275
"340","-2",2,5.103,5.0075
"341","-0.2",2,1.778,1.645
"342","-0.4",2,2.12,1.92
"343","-0.6",2,2.571,2.345
"344","-0.8",2,3.042,2.7825
"345","-1",2,3.482,3.135
"346","-1.2",2,4.012,3.76
"347","-1.4",2,4.359,3.9825
"348","-1.6",2,4.754,4.5025
"349","-1.8",2,5.179,5.0375
"350","-2",2,5.441,5.275
"351","-0.2",2,1.773,1.8075
"352","-0.4",2,2.11,2.2075
"353","-0.6",2,2.436,2.5325
"354","-0.8",2,2.836,2.965
"355","-1",2,3.191,3.375
"356","-1.2",2,3.622,3.9325
"357","-1.4",2,4.151,4.43
"358","-1.6",2,4.592,5.04
"359","-1.8",2,4.799,5.105
"360","-2",2,5.102,5.4425
"361","-0.2",3,1.839,1.8175
"362","-0.4",3,2.107,2.0525
"363","-0.6",3,2.511,2.4525
"364","-0.8",3,3.048,2.9175
"365","-1",3,3.442,3.2075
"366","-1.2",3,3.903,3.7075
"367","-1.4",2,4.263,3.9425
"368","-1.6",2,4.651,4.2275
"369","-1.8",2,4.916,4.4675
"370","-2",2,5.139,4.77
"371","-0.2",2,1.928,1.815
"372","-0.4",2,2.244,2.105
"373","-0.6",2,2.594,2.3875
"374","-0.8",2,3.121,2.91
"375","-1",2,3.647,3.4425
"376","-1.2",2,4.1,3.8325
"377","-1.4",2,4.576,4.41
"378","-1.6",2,4.89,4.6025
"379","-1.8",2,5.235,4.8975
"380","-2",2,5.49,5.38
"381","-0.2",3,1.733,1.78
"382","-0.4",3,1.976,2.0125
"383","-0.6",3,2.326,2.405
"384","-0.8",3,2.757,2.825
"385","-1",2,3.179,3.3225
"386","-1.2",2,3.709,3.695
"387","-1.4",2,4.15,4.0975
"388","-1.6",2,4.603,4.585
"389","-1.8",2,4.981,4.9475
"390","-2",2,5.329,5.23
"391","-0.2",3,1.903,1.8725
"392","-0.4",3,2.341,2.27
"393","-0.6",3,2.72,2.5925
"394","-0.8",2,3.17,3.02
"395","-1",2,3.633,3.4275
"396","-1.2",2,4.158,4.035
"397","-1.4",2,4.687,4.445
"398","-1.6",2,5.025,4.8025
"399","-1.8",2,5.36,5.16
"400","-2",2,5.526,5.36
"401","-0.2",3,1.837,1.8275
"402","-0.4",3,2.082,2.0825
"403","-0.6",3,2.561,2.5525
"404","-0.8",3,2.959,3.035
"405","-1",2,3.455,3.51
"406","-1.2",2,3.962,4.01
"407","-1.4",2,4.324,4.4325
"408","-1.6",2,4.922,4.97
"409","-1.8",2,5.088,5.1575
"410","-2",2,5.374,5.4425
"411","-0.2",3,1.713,1.6475
"412","-0.4",3,2.127,2.0475
"413","-0.6",3,2.359,2.2525
"414","-0.8",2,2.635,2.435
"415","-1",2,3.106,2.875
"416","-1.2",2,3.502,3.3375
"417","-1.4",2,3.839,3.63
"418","-1.6",2,4.203,3.8975
"419","-1.8",2,4.559,4.37
"420","-2",2,4.803,4.6075
"421","-0.2",2,1.894,1.8925
"422","-0.4",2,2.248,2.21
"423","-0.6",2,2.723,2.7325
"424","-0.8",2,3.183,3.11
"425","-1",2,3.719,3.705
"426","-1.2",2,4.192,4.2275
"427","-1.4",2,4.668,4.74
"428","-1.6",2,5.003,4.96
"429","-1.8",2,5.339,5.26
"430","-2",2,5.515,5.5175
"431","-0.2",2,1.774,1.6825
"432","-0.4",2,2.136,2.0325
"433","-0.6",2,2.37,2.175
"434","-0.8",2,2.817,2.645
"435","-1",2,3.277,3.09
"436","-1.2",2,3.665,3.5625
"437","-1.4",2,4.116,4.2325
"438","-1.6",2,4.489,4.485
"439","-1.8",2,4.802,4.985
"440","-2",2,5.141,5.2275
"441","-0.2",2,1.924,1.9175
"442","-0.4",2,2.21,2.165
"443","-0.6",2,2.648,2.5025
"444","-0.8",2,3.114,2.9275
"445","-1",2,3.618,3.4725
"446","-1.2",2,4.12,3.9025
"447","-1.4",2,4.588,4.2925
"448","-1.6",2,4.938,4.56
"449","-1.8",2,5.232,4.8925
"450","-2",2,5.515,5.375
"451","-0.2",2,1.822,1.6125
"452","-0.4",2,2.17,1.87
"453","-0.6",2,2.49,2.1
"454","-0.8",2,2.958,2.5025
"455","-1",2,3.327,2.7275
"456","-1.2",2,3.811,3.145
"457","-1.4",2,4.326,3.6825
"458","-1.6",2,4.721,4.0225
"459","-1.8",2,5.007,4.465
"460","-2",2,5.324,4.91
"461","-0.2",2,1.832,1.79
"462","-0.4",3,2.083,2.095
"463","-0.6",2,2.485,2.335
"464","-0.8",2,2.873,2.87
"465","-1",2,3.393,3.2975
"466","-1.2",2,3.833,3.76
"467","-1.4",2,4.296,4.2275
"468","-1.6",2,4.487,4.47
"469","-1.8",2,4.802,4.7425
"470","-2",2,5.102,5.0825
"471","-0.2",3,1.775,1.8125
"472","-0.4",3,2.111,2.05
"473","-0.6",3,2.464,2.4175
"474","-0.8",2,2.888,2.815
"475","-1",2,3.258,3.095
"476","-1.2",3,3.645,3.585
"477","-1.4",2,4.147,3.905
"478","-1.6",2,4.48,4.2375
"479","-1.8",2,4.827,4.535
"480","-2",2,5.118,4.715
"481","-0.2",2,1.963,1.96
"482","-0.4",2,2.235,2.22
"483","-0.6",2,2.691,2.7175
"484","-0.8",2,3.204,3.255
"485","-1",2,3.75,3.75
"486","-1.2",2,4.248,4.29
"487","-1.4",2,4.665,4.7225
"488","-1.6",2,5.083,5.2125
"489","-1.8",2,5.365,5.415
"490","-2",2,5.541,5.6525
"491","-0.2",2,1.997,1.9925
"492","-0.4",2,2.353,2.3425
"493","-0.6",2,2.807,2.9025
"494","-0.8",2,3.323,3.4425
"495","-1",2,3.883,3.87
"496","-1.2",2,4.22,4.2925
"497","-1.4",2,4.735,4.8025
"498","-1.6",2,5.053,5.0075
"499","-1.8",2,5.354,5.405
"500","-2",2,5.549,5.5425
"501","-0.2",3,1.941,1.935
"502","-0.4",2,2.287,2.33
"503","-0.6",2,2.734,2.765
"504","-0.8",2,3.116,3.28
"505","-1",2,3.688,3.8625
"506","-1.2",2,4.127,4.3175
"507","-1.4",2,4.557,4.8
"508","-1.6",2,4.931,5.2125
"509","-1.8",2,5.136,5.325
"510","-2",2,5.476,5.7325
"511","-0.2",2,1.895,1.895
"512","-0.4",2,2.305,2.29
"513","-0.6",2,2.813,2.7125
"514","-0.8",2,3.214,3.2125
"515","-1",2,3.851,3.8175
"516","-1.2",2,4.203,4.1725
"517","-1.4",2,4.682,4.7825
"518","-1.6",2,5.03,5.03
"519","-1.8",2,5.354,5.335
"520","-2",2,5.559,5.54
"521","-0.2",3,1.709,1.8225
"522","-0.4",3,1.898,2.07
"523","-0.6",3,2.209,2.495
"524","-0.8",3,2.671,3.035
"525","-1",3,3.087,3.455
"526","-1.2",3,3.535,3.9825
"527","-1.4",3,3.986,4.3725
"528","-1.6",2,4.442,4.83
"529","-1.8",2,4.824,5.1925
"530","-2",2,5.183,5.3725
"531","-0.2",3,1.923,2.025
"532","-0.4",3,2.173,2.3725
"533","-0.6",3,2.598,2.8225
"534","-0.8",3,3,3.2825
"535","-1",3,3.532,3.7
"536","-1.2",2,4.034,4.19
"537","-1.4",2,4.407,4.5975
"538","-1.6",2,4.733,4.99
"539","-1.8",2,5.082,5.225
"540","-2",2,5.382,5.515
"541","-0.2",2,1.838,1.795
"542","-0.4",2,2.177,2.1425
"543","-0.6",2,2.619,2.5925
"544","-0.8",2,3.034,2.965
"545","-1",2,3.537,3.4125
"546","-1.2",2,4.037,3.8025
"547","-1.4",2,4.484,4.33
"548","-1.6",2,4.947,4.9075
"549","-1.8",2,5.156,5.1125
"550","-2",2,5.47,5.3775
"551","-0.2",2,1.916,1.8575
"552","-0.4",2,2.459,2.4275
"553","-0.6",2,2.797,2.8425
"554","-0.8",2,3.336,3.2125
"555","-1",2,3.905,3.9075
"556","-1.2",2,4.455,4.58
"557","-1.4",2,4.925,4.8475
"558","-1.6",2,5.234,5.24
"559","-1.8",2,5.47,5.4425
"560","-2",2,5.648,5.6275
"561","-0.2",2,1.781,1.685
"562","-0.4",2,2.163,1.97
"563","-0.6",2,2.478,2.365
"564","-0.8",2,2.914,2.67
"565","-1",2,3.5,3.08
"566","-1.2",2,3.883,3.415
"567","-1.4",2,4.408,3.9875
"568","-1.6",2,4.768,4.3725
"569","-1.8",2,5.022,4.65
"570","-2",2,5.388,5.08
"571","-0.2",2,1.901,1.99
"572","-0.4",2,2.165,2.2675
"573","-0.6",2,2.628,2.7775
"574","-0.8",2,3.084,3.25
"575","-1",2,3.712,3.8475
"576","-1.2",2,4.165,4.4175
"577","-1.4",2,4.495,4.605
"578","-1.6",2,4.942,5.0725
"579","-1.8",2,5.378,5.4675
"580","-2",2,5.533,5.5375
"581","-0.2",2,1.862,1.7975
"582","-0.4",2,2.205,2.265
"583","-0.6",2,2.618,2.6325
"584","-0.8",2,2.962,3.0725
"585","-1",2,3.47,3.345
"586","-1.2",2,3.923,3.8425
"587","-1.4",2,4.27,4.165
"588","-1.6",2,4.624,4.415
"589","-1.8",2,4.922,4.795
"590","-2",2,5.106,4.9325
"591","-0.2",3,1.878,1.9425
"592","-0.4",3,2.167,2.205
"593","-0.6",3,2.507,2.57
"594","-0.8",3,2.97,2.88
"595","-1",3,3.546,3.445
"596","-1.2",2,3.903,3.815
"597","-1.4",2,4.395,4.1175
"598","-1.6",2,4.731,4.475
"599","-1.8",2,5.092,4.855
"600","-2",2,5.302,5.06
"601","-0.2",3,1.894,2.01
"602","-0.4",3,2.259,2.33
"603","-0.6",3,2.722,2.795
"604","-0.8",3,3.199,3.3625
"605","-1",3,3.664,3.8125
"606","-1.2",2,4.232,4.3825
"607","-1.4",2,4.467,4.545
"608","-1.6",2,4.925,4.95
"609","-1.8",2,5.363,5.3425
"610","-2",2,5.525,5.56
"611","-0.2",3,1.606,1.82
"612","-0.4",3,1.842,2.1725
"613","-0.6",3,2.184,2.5925
"614","-0.8",3,2.455,2.9175
"615","-1",3,2.826,3.295
"616","-1.2",3,3.299,3.915
"617","-1.4",3,3.668,4.3475
"618","-1.6",3,4.04,4.75
"619","-1.8",3,4.353,5.005
"620","-2",3,4.754,5.2975
"621","-0.2",3,1.807,2.1025
"622","-0.4",3,2.079,2.37
"623","-0.6",3,2.424,2.9475
"624","-0.8",3,2.845,3.3575
"625","-1",3,3.342,4.06
"626","-1.2",3,3.732,4.5025
"627","-1.4",2,4.219,5.06
"628","-1.6",2,4.433,5.1475
"629","-1.8",2,4.753,5.5125
"630","-2",2,5.025,5.73
"631","-0.2",4,1.556,1.8175
"632","-0.4",4,1.807,2.22
"633","-0.6",4,2.028,2.63
"634","-0.8",4,2.333,3.0625
"635","-1",4,2.595,3.4125
"636","-1.2",3,2.974,3.9275
"637","-1.4",3,3.293,4.385
"638","-1.6",3,3.658,4.725
"639","-1.8",3,4.037,5
"640","-2",3,4.327,5.23
"641","-0.2",2,1.833,1.7475
"642","-0.4",2,2.199,2.1225
"643","-0.6",2,2.71,2.5225
"644","-0.8",2,3.117,2.97
"645","-1",2,3.641,3.3575
"646","-1.2",2,4.113,3.85
"647","-1.4",2,4.521,4.33
"648","-1.6",2,4.922,4.785
"649","-1.8",2,5.276,5.1875
"650","-2",2,5.498,5.4575
"651","-0.2",3,1.801,1.89
"652","-0.4",3,2.121,2.2475
"653","-0.6",3,2.537,2.8675
"654","-0.8",3,2.968,3.3725
"655","-1",3,3.439,3.925
"656","-1.2",3,3.864,4.3625
"657","-1.4",2,4.339,4.815
"658","-1.6",3,4.656,5.16
"659","-1.8",2,4.98,5.3825
"660","-2",2,5.27,5.6325
"661","-0.2",2,1.883,1.83
"662","-0.4",2,2.281,2.16
"663","-0.6",2,2.597,2.4425
"664","-0.8",2,3.108,2.8675
"665","-1",2,3.576,3.4825
"666","-1.2",2,4.102,3.835
"667","-1.4",2,4.493,4.205
"668","-1.6",2,4.904,4.65
"669","-1.8",2,5.164,4.9925
"670","-2",2,5.44,5.3025
"671","-0.2",2,1.931,1.965
"672","-0.4",2,2.383,2.45
"673","-0.6",2,2.795,2.9025
"674","-0.8",2,3.156,3.295
"675","-1",2,3.758,3.845
"676","-1.2",2,4.167,4.415
"677","-1.4",2,4.614,4.815
"678","-1.6",2,4.971,5.1025
"679","-1.8",2,5.235,5.47
"680","-2",2,5.452,5.6175
"681","-0.2",3,1.842,2.05
"682","-0.4",3,2.254,2.48
"683","-0.6",3,2.605,2.8375
"684","-0.8",3,3.066,3.3425
"685","-1",3,3.478,3.875
"686","-1.2",3,3.858,4.425
"687","-1.4",3,4.297,4.81
"688","-1.6",3,4.68,5.2525
"689","-1.8",2,4.944,5.43
"690","-2",2,5.238,5.6525
"691","-0.2",3,1.723,1.8
"692","-0.4",3,1.978,2.1075
"693","-0.6",3,2.338,2.3925
"694","-0.8",3,2.736,2.8525
"695","-1",3,3.115,3.2725
"696","-1.2",2,3.56,3.655
"697","-1.4",2,4.071,4.2425
"698","-1.6",2,4.544,4.5975
"699","-1.8",2,4.809,4.8775
"700","-2",2,5.178,5.2875
"701","-0.2",3,1.929,2.0475
"702","-0.4",3,2.236,2.32
"703","-0.6",3,2.728,2.805
"704","-0.8",3,3.171,3.355
"705","-1",3,3.655,3.825
"706","-1.2",3,4.077,4.2875
"707","-1.4",2,4.443,4.5025
"708","-1.6",2,4.913,5.035
"709","-1.8",2,5.297,5.3125
"710","-2",2,5.429,5.49
"711","-0.2",2,1.928,1.8825
"712","-0.4",2,2.269,2.2925
"713","-0.6",2,2.73,2.715
"714","-0.8",2,3.34,3.1075
"715","-1",2,3.716,3.5575
"716","-1.2",2,4.32,4.16
"717","-1.4",2,4.722,4.5975
"718","-1.6",2,5.162,5.005
"719","-1.8",2,5.375,5.215
"720","-2",2,5.537,5.465
"721","-0.2",2,1.876,1.9025
"722","-0.4",2,2.231,2.235
"723","-0.6",2,2.617,2.6
"724","-0.8",2,3.104,3.14
"725","-1",2,3.56,3.635
"726","-1.2",2,4.05,4.1825
"727","-1.4",2,4.447,4.6275
"728","-1.6",2,4.672,4.885
"729","-1.8",2,5.034,5.2975
"730","-2",2,5.199,5.47
"731","-0.2",3,1.857,1.88
"732","-0.4",2,2.199,2.25
"733","-0.6",2,2.594,2.7075
"734","-0.8",2,3.023,3.245
"735","-1",2,3.5,3.71
"736","-1.2",2,3.912,4.24
"737","-1.4",2,4.321,4.5375
"738","-1.6",2,4.595,4.945
"739","-1.8",2,4.941,5.2475
"740","-2",2,5.254,5.5275
"741","-0.2",3,1.689,1.7625
"742","-0.4",3,1.968,2.09
"743","-0.6",3,2.183,2.2575
"744","-0.8",2,2.583,2.6325
"745","-1",2,3.053,2.905
"746","-1.2",2,3.591,3.29
"747","-1.4",2,3.95,3.55
"748","-1.6",2,4.364,3.84
"749","-1.8",2,4.662,4.185
"750","-2",2,5.025,4.47
"751","-0.2",2,1.823,1.775
"752","-0.4",2,2.093,1.9975
"753","-0.6",2,2.451,2.2675
"754","-0.8",2,2.931,2.755
"755","-1",2,3.453,3.105
"756","-1.2",2,3.855,3.4775
"757","-1.4",2,4.256,3.7925
"758","-1.6",2,4.674,4.2575
"759","-1.8",2,4.976,4.605
"760","-2",2,5.228,4.82
"761","-0.2",2,1.759,1.455
"762","-0.4",2,2.019,1.5875
"763","-0.6",2,2.338,1.85
"764","-0.8",2,2.802,2.2375
"765","-1",2,3.194,2.5225
"766","-1.2",2,3.628,2.97
"767","-1.4",2,3.962,3.4175
"768","-1.6",2,4.424,4
"769","-1.8",2,4.746,4.32
"770","-2",2,5.161,4.83
