"","scale","group1wins","average_ballot_length_all","average_ballot_length_group1"
"116","0.94",1,4.568,4.505
"117","0.96",1,5.095,5.23
"118","0.97",1,5.359,5.34
"119","0.98",1,5.603,5.67
"120","0.99",1,5.741,5.73
"121","0.37",2,1.432,1.43
"122","0.6",2,2.017,2.055
"123","0.75",2,2.799,2.71
"124","0.84",2,3.4,3.52
"125","0.9",1,4.214,4.265
"126","0.94",1,4.753,4.745
"127","0.96",1,5.166,5.19
"128","0.97",1,5.392,5.37
"129","0.98",1,5.57,5.535
"130","0.99",1,5.725,5.69
"131","0.37",2,1.432,1.54
"132","0.6",1,1.981,1.955
"133","0.75",1,2.737,2.9
"134","0.84",1,3.43,3.59
"135","0.9",1,4.049,4.005
"136","0.94",1,4.672,4.74
"137","0.96",1,5.206,5.23
"138","0.97",1,5.44,5.44
"139","0.98",1,5.653,5.73
"140","0.99",1,5.771,5.82
"141","0.37",1,1.457,1.44
"142","0.6",1,1.962,2.025
"143","0.75",1,2.765,2.885
"144","0.84",1,3.426,3.465
"145","0.9",1,4.155,4.125
"146","0.94",1,4.727,4.605
"147","0.96",1,5.068,5.035
"148","0.97",1,5.435,5.26
"149","0.98",1,5.633,5.61
"150","0.99",1,5.782,5.795
"151","0.37",3,1.447,1.44
"152","0.6",2,2.022,2.105
"153","0.75",2,2.75,2.62
"154","0.84",2,3.48,3.575
"155","0.9",1,4.096,4.065
"156","0.94",1,4.676,4.56
"157","0.96",1,5.19,5.23
"158","0.97",1,5.394,5.565
"159","0.98",1,5.6,5.69
"160","0.99",1,5.706,5.82
"161","0.37",2,1.432,1.375
"162","0.6",2,1.921,2
"163","0.75",1,2.672,2.675
"164","0.84",1,3.38,3.36
"165","0.9",1,4.08,3.96
"166","0.94",1,4.7,4.745
"167","0.96",1,5.072,5.175
"168","0.97",1,5.451,5.48
"169","0.98",1,5.603,5.67
"170","0.99",1,5.795,5.775
"171","0.37",2,1.455,1.495
"172","0.6",2,2.02,1.9
"173","0.75",1,2.675,2.455
"174","0.84",1,3.436,3.375
"175","0.9",1,4.067,4.11
"176","0.94",1,4.738,4.6
"177","0.96",1,5.135,5.155
"178","0.97",1,5.444,5.405
"179","0.98",1,5.62,5.725
"180","0.99",1,5.743,5.73
"181","0.37",2,1.451,1.39
"182","0.6",2,1.99,1.93
"183","0.75",1,2.653,2.625
"184","0.84",1,3.444,3.49
"185","0.9",1,4.179,4.3
"186","0.94",1,4.674,4.715
"187","0.96",1,5.044,5.065
"188","0.97",1,5.438,5.26
"189","0.98",1,5.601,5.63
"190","0.99",1,5.783,5.79
"191","0.37",2,1.467,1.45
"192","0.6",2,2.04,2.15
"193","0.75",2,2.688,2.715
"194","0.84",1,3.434,3.35
"195","0.9",1,4.055,4.055
"196","0.94",1,4.765,4.86
"197","0.96",1,5.145,5.185
"198","0.97",1,5.426,5.505
"199","0.98",1,5.628,5.7
"200","0.99",1,5.784,5.84
"201","0.37",1,1.44,1.47
"202","0.6",2,2,1.84
"203","0.75",2,2.639,2.725
"204","0.84",1,3.368,3.415
"205","0.9",1,4.169,4.225
"206","0.94",1,4.738,4.91
"207","0.96",1,5.038,5.06
"208","0.97",1,5.415,5.535
"209","0.98",1,5.616,5.58
"210","0.99",1,5.767,5.86
"211","0.37",2,1.474,1.495
"212","0.6",2,2.048,1.995
"213","0.75",1,2.676,2.66
"214","0.84",1,3.356,3.36
"215","0.9",1,4.065,4.07
"216","0.94",1,4.732,4.915
"217","0.96",1,5.034,5.07
"218","0.97",1,5.422,5.36
"219","0.98",1,5.65,5.635
"220","0.99",1,5.753,5.87
"221","0.37",2,1.437,1.41
"222","0.6",2,1.973,1.95
"223","0.75",2,2.675,2.735
"224","0.84",1,3.44,3.37
"225","0.9",1,4.049,4.085
"226","0.94",1,4.743,4.795
"227","0.96",1,5.139,5.02
"228","0.97",1,5.411,5.39
"229","0.98",1,5.604,5.535
"230","0.99",1,5.718,5.685
"231","0.37",2,1.424,1.445
"232","0.6",2,2.053,2.015
"233","0.75",2,2.673,2.71
"234","0.84",1,3.374,3.155
"235","0.9",1,4.103,4.14
"236","0.94",1,4.6,4.71
"237","0.96",1,5.128,5.07
"238","0.97",1,5.372,5.365
"239","0.98",1,5.592,5.685
"240","0.99",1,5.757,5.705
"241","0.37",2,1.47,1.455
"242","0.6",2,1.989,2.015
"243","0.75",2,2.682,2.6
"244","0.84",2,3.447,3.475
"245","0.9",1,4.067,3.98
"246","0.94",1,4.656,4.715
"247","0.96",1,5.103,5.055
"248","0.97",1,5.381,5.305
"249","0.98",1,5.622,5.69
"250","0.99",1,5.778,5.8
"251","0.37",3,1.448,1.475
"252","0.6",2,2.003,1.9
"253","0.75",2,2.633,2.59
"254","0.84",1,3.447,3.335
"255","0.9",1,4.143,4.23
"256","0.94",1,4.607,4.595
"257","0.96",1,5.046,4.995
"258","0.97",1,5.339,5.29
"259","0.98",1,5.66,5.755
"260","0.99",1,5.767,5.74
"261","0.37",2,1.464,1.505
"262","0.6",2,1.994,1.885
"263","0.75",2,2.665,2.795
"264","0.84",1,3.344,3.395
"265","0.9",1,4.085,4.115
"266","0.94",1,4.677,4.775
"267","0.96",1,5.138,5.04
"268","0.97",1,5.433,5.28
"269","0.98",1,5.644,5.63
"270","0.99",1,5.772,5.715
"271","0.37",2,1.465,1.485
"272","0.6",2,1.971,2.05
"273","0.75",2,2.654,2.655
"274","0.84",2,3.365,3.57
"275","0.9",1,4.087,4.05
"276","0.94",1,4.674,4.8
"277","0.96",1,5.099,5.02
"278","0.97",1,5.454,5.395
"279","0.98",1,5.623,5.715
"280","0.99",1,5.732,5.715
"281","0.37",2,1.466,1.505
"282","0.6",2,2.018,2.04
"283","0.75",2,2.674,2.73
"284","0.84",1,3.425,3.49
"285","0.9",1,4.158,4.115
"286","0.94",1,4.581,4.6
"287","0.96",1,5.137,5.12
"288","0.97",1,5.375,5.34
"289","0.98",1,5.621,5.64
"290","0.99",1,5.751,5.65
"291","0.37",2,1.462,1.455
"292","0.6",2,2.041,2.03
"293","0.75",2,2.641,2.845
"294","0.84",2,3.354,3.23
"295","0.9",1,4.134,4.205
"296","0.94",1,4.616,4.42
"297","0.96",1,5.119,5.155
"298","0.97",1,5.316,5.35
"299","0.98",1,5.593,5.72
"300","0.99",1,5.719,5.68
"301","0.37",2,1.424,1.445
"302","0.6",1,1.978,1.98
"303","0.75",1,2.756,2.93
"304","0.84",1,3.376,3.215
"305","0.9",1,4.049,4.27
"306","0.94",1,4.689,4.67
"307","0.96",1,5.119,5.285
"308","0.97",1,5.491,5.63
"309","0.98",1,5.609,5.59
"310","0.99",1,5.731,5.785
"311","0.37",2,1.483,1.47
"312","0.6",2,2.002,1.99
"313","0.75",2,2.704,2.64
"314","0.84",1,3.401,3.495
"315","0.9",1,4.076,3.915
"316","0.94",1,4.643,4.505
"317","0.96",1,5.1,5.115
"318","0.97",1,5.428,5.305
"319","0.98",1,5.656,5.685
"320","0.99",1,5.773,5.805
"321","0.37",2,1.471,1.55
"322","0.6",1,1.917,1.77
"323","0.75",1,2.708,2.715
"324","0.84",1,3.407,3.63
"325","0.9",1,3.991,3.885
"326","0.94",1,4.707,4.67
"327","0.96",1,5.154,5.215
"328","0.97",1,5.472,5.405
"329","0.98",1,5.605,5.595
"330","0.99",1,5.732,5.705
"331","0.37",2,1.442,1.475
"332","0.6",2,2.007,1.96
"333","0.75",1,2.681,2.675
"334","0.84",1,3.457,3.315
"335","0.9",1,4.115,4.005
"336","0.94",1,4.742,4.68
"337","0.96",1,5.111,5.025
"338","0.97",1,5.45,5.5
"339","0.98",1,5.628,5.525
"340","0.99",1,5.772,5.8
"341","0.37",2,1.474,1.41
"342","0.6",2,1.981,2.14
"343","0.75",2,2.692,2.64
"344","0.84",1,3.387,3.605
"345","0.9",1,4.262,4.18
"346","0.94",1,4.715,4.555
"347","0.96",1,5.193,5.09
"348","0.97",1,5.377,5.38
"349","0.98",1,5.628,5.57
"350","0.99",1,5.789,5.785
"351","0.37",2,1.429,1.405
"352","0.6",1,1.938,1.835
"353","0.75",1,2.664,2.575
"354","0.84",1,3.449,3.485
"355","0.9",1,4.09,4.125
"356","0.94",1,4.761,4.62
"357","0.96",1,5.229,5.115
"358","0.97",1,5.476,5.46
"359","0.98",1,5.623,5.575
"360","0.99",1,5.768,5.805
"361","0.37",1,1.488,1.47
"362","0.6",1,1.957,2.06
"363","0.75",1,2.643,2.605
"364","0.84",1,3.466,3.465
"365","0.9",1,4.123,4.055
"366","0.94",1,4.722,4.65
"367","0.96",1,5.096,5.19
"368","0.97",1,5.466,5.46
"369","0.98",1,5.643,5.715
"370","0.99",1,5.778,5.785
"371","0.37",2,1.447,1.515
"372","0.6",2,1.996,2.025
"373","0.75",2,2.723,2.795
"374","0.84",2,3.452,3.43
"375","0.9",1,4.099,4.24
"376","0.94",1,4.712,4.75
"377","0.96",1,5.087,5.165
"378","0.97",1,5.357,5.35
"379","0.98",1,5.694,5.7
"380","0.99",1,5.708,5.68
"381","0.37",2,1.459,1.495
"382","0.6",1,1.969,1.97
"383","0.75",1,2.674,2.52
"384","0.84",1,3.334,3.335
"385","0.9",1,4.128,4.14
"386","0.94",1,4.597,4.53
"387","0.96",1,5.21,5.215
"388","0.97",1,5.406,5.385
"389","0.98",1,5.643,5.59
"390","0.99",1,5.708,5.615
"391","0.37",2,1.471,1.42
"392","0.6",2,2.009,2.025
"393","0.75",2,2.714,2.71
"394","0.84",2,3.443,3.46
"395","0.9",1,4.075,4
"396","0.94",1,4.766,4.615
"397","0.96",1,5.041,5.115
"398","0.97",1,5.408,5.405
"399","0.98",1,5.663,5.725
"400","0.99",1,5.767,5.78
"401","0.37",1,1.455,1.475
"402","0.6",1,2.021,2.105
"403","0.75",1,2.693,2.575
"404","0.84",1,3.324,3.415
"405","0.9",1,4.064,4.125
"406","0.94",1,4.743,4.795
"407","0.96",1,5.039,5.17
"408","0.97",1,5.489,5.6
"409","0.98",1,5.648,5.615
"410","0.99",1,5.779,5.74
"411","0.37",2,1.411,1.435
"412","0.6",2,1.97,2.04
"413","0.75",1,2.697,2.715
"414","0.84",1,3.342,3.455
"415","0.9",1,4.135,4.2
"416","0.94",1,4.634,4.62
"417","0.96",1,5.114,5.075
"418","0.97",1,5.4,5.39
"419","0.98",1,5.613,5.655
"420","0.99",1,5.733,5.745
"421","0.37",2,1.453,1.395
"422","0.6",2,1.955,1.91
"423","0.75",2,2.711,2.71
"424","0.84",2,3.411,3.535
"425","0.9",1,4.121,4.22
"426","0.94",1,4.764,4.69
"427","0.96",1,5.088,5.02
"428","0.97",1,5.435,5.565
"429","0.98",1,5.639,5.68
"430","0.99",1,5.683,5.62
"431","0.37",1,1.452,1.425
"432","0.6",1,2.057,2.09
"433","0.75",1,2.659,2.525
"434","0.84",1,3.439,3.56
"435","0.9",1,4.092,4.19
"436","0.94",1,4.735,4.78
"437","0.96",1,5.147,5.155
"438","0.97",1,5.376,5.42
"439","0.98",1,5.686,5.785
"440","0.99",1,5.758,5.84
"441","0.37",2,1.475,1.435
"442","0.6",2,2.089,2.135
"443","0.75",1,2.631,2.585
"444","0.84",1,3.463,3.46
"445","0.9",1,4.124,4
"446","0.94",1,4.674,4.61
"447","0.96",1,5.15,5.08
"448","0.97",1,5.417,5.525
"449","0.98",1,5.608,5.605
"450","0.99",1,5.75,5.715
"451","0.37",2,1.449,1.425
"452","0.6",1,1.946,1.985
"453","0.75",1,2.682,2.765
"454","0.84",1,3.419,3.37
"455","0.9",1,4.227,4.21
"456","0.94",1,4.66,4.63
"457","0.96",1,5.117,5.23
"458","0.97",1,5.444,5.245
"459","0.98",1,5.584,5.625
"460","0.99",1,5.766,5.73
"461","0.37",2,1.418,1.37
"462","0.6",2,2.051,2.075
"463","0.75",1,2.691,2.705
"464","0.84",1,3.425,3.36
"465","0.9",1,4.16,4.135
"466","0.94",1,4.737,4.56
"467","0.96",1,5.159,5.345
"468","0.97",1,5.481,5.605
"469","0.98",1,5.638,5.65
"470","0.99",1,5.787,5.81
"471","0.37",3,1.434,1.45
"472","0.6",2,2.028,1.945
"473","0.75",2,2.769,2.805
"474","0.84",2,3.424,3.32
"475","0.9",1,4.124,4.31
"476","0.94",1,4.675,4.67
"477","0.96",1,5.106,5.11
"478","0.97",1,5.539,5.54
"479","0.98",1,5.666,5.71
"480","0.99",1,5.789,5.88
"481","0.37",2,1.472,1.48
"482","0.6",2,1.978,1.915
"483","0.75",2,2.691,2.9
"484","0.84",1,3.378,3.105
"485","0.9",1,4.207,4.16
"486","0.94",1,4.688,4.535
"487","0.96",1,5.123,5.165
"488","0.97",1,5.442,5.305
"489","0.98",1,5.691,5.685
"490","0.99",1,5.754,5.67
"491","0.37",2,1.448,1.47
"492","0.6",2,1.97,1.895
"493","0.75",2,2.705,2.71
"494","0.84",2,3.382,3.455
"495","0.9",1,4.175,4.225
"496","0.94",1,4.757,4.75
"497","0.96",1,5.122,5.17
"498","0.97",1,5.44,5.415
"499","0.98",1,5.664,5.8
"500","0.99",1,5.776,5.84
"501","0.37",2,1.466,1.49
"502","0.6",2,1.998,1.99
"503","0.75",2,2.725,2.755
"504","0.84",1,3.368,3.4
"505","0.9",1,4.105,3.94
"506","0.94",1,4.665,4.625
"507","0.96",1,5.081,5.07
"508","0.97",1,5.475,5.465
"509","0.98",1,5.666,5.63
"510","0.99",1,5.802,5.785
"511","0.37",2,1.425,1.44
"512","0.6",2,2.04,1.98
"513","0.75",1,2.688,2.595
"514","0.84",1,3.402,3.2
"515","0.9",1,4.121,4.24
"516","0.94",1,4.659,4.48
"517","0.96",1,5.127,5.225
"518","0.97",1,5.439,5.4
"519","0.98",1,5.629,5.75
"520","0.99",1,5.752,5.815
"521","0.37",3,1.446,1.43
"522","0.6",2,1.988,1.925
"523","0.75",1,2.716,2.695
"524","0.84",1,3.441,3.49
"525","0.9",1,4.148,4.22
"526","0.94",1,4.622,4.75
"527","0.96",1,5.125,5.26
"528","0.97",1,5.465,5.49
"529","0.98",1,5.632,5.56
"530","0.99",1,5.785,5.845
"531","0.37",2,1.474,1.475
"532","0.6",2,1.981,2.08
"533","0.75",2,2.663,2.69
"534","0.84",2,3.407,3.245
"535","0.9",1,4.085,4.345
"536","0.94",1,4.709,4.61
"537","0.96",1,5.173,5.115
"538","0.97",1,5.42,5.46
"539","0.98",1,5.685,5.69
"540","0.99",1,5.789,5.84
"541","0.37",2,1.472,1.43
"542","0.6",2,2.033,2.03
"543","0.75",2,2.677,2.715
"544","0.84",1,3.455,3.355
"545","0.9",1,4.12,4.155
"546","0.94",1,4.673,4.775
"547","0.96",1,5.108,5.03
"548","0.97",1,5.444,5.545
"549","0.98",1,5.654,5.64
"550","0.99",1,5.777,5.835
"551","0.37",2,1.468,1.505
"552","0.6",2,2.019,1.955
"553","0.75",2,2.679,2.56
"554","0.84",1,3.36,3.39
"555","0.9",1,4.084,4.045
"556","0.94",1,4.661,4.79
"557","0.96",1,5.068,5.1
"558","0.97",1,5.485,5.465
"559","0.98",1,5.613,5.59
"560","0.99",1,5.748,5.805
"561","0.37",2,1.448,1.405
"562","0.6",2,1.982,2.13
"563","0.75",1,2.749,2.585
"564","0.84",1,3.345,3.3
"565","0.9",1,4.146,4.185
"566","0.94",1,4.701,4.635
"567","0.96",1,5.176,5.375
"568","0.97",1,5.437,5.415
"569","0.98",1,5.632,5.645
"570","0.99",1,5.783,5.72
"571","0.37",2,1.53,1.48
"572","0.6",1,1.964,1.96
"573","0.75",1,2.681,2.775
"574","0.84",1,3.441,3.455
"575","0.9",1,4.146,4
"576","0.94",1,4.639,4.58
"577","0.96",1,5.08,5.155
"578","0.97",1,5.396,5.33
"579","0.98",1,5.624,5.59
"580","0.99",1,5.744,5.74
"581","0.37",1,1.465,1.5
"582","0.6",1,2.048,2.04
"583","0.75",1,2.673,2.65
"584","0.84",1,3.46,3.485
"585","0.9",1,3.995,4.135
"586","0.94",1,4.64,4.67
"587","0.96",1,5.18,5.295
"588","0.97",1,5.348,5.355
"589","0.98",1,5.636,5.715
"590","0.99",1,5.737,5.75
"591","0.37",3,1.433,1.44
"592","0.6",2,1.964,1.905
"593","0.75",2,2.616,2.655
"594","0.84",2,3.42,3.445
"595","0.9",1,4.087,3.925
"596","0.94",1,4.694,4.57
"597","0.96",1,5.121,5.02
"598","0.97",1,5.375,5.535
"599","0.98",1,5.587,5.665
"600","0.99",1,5.826,5.775
"601","0.37",2,1.426,1.52
"602","0.6",2,1.959,2.035
"603","0.75",2,2.693,2.595
"604","0.84",2,3.396,3.325
"605","0.9",1,4.191,4.005
"606","0.94",1,4.594,4.495
"607","0.96",1,5.255,5.285
"608","0.97",1,5.42,5.535
"609","0.98",1,5.639,5.745
"610","0.99",1,5.748,5.725
"611","0.37",3,1.476,1.465
"612","0.6",2,2.002,2.04
"613","0.75",2,2.59,2.555
"614","0.84",1,3.407,3.165
"615","0.9",1,4.224,4.06
"616","0.94",1,4.684,4.68
"617","0.96",1,5.134,5.17
"618","0.97",1,5.445,5.515
"619","0.98",1,5.604,5.55
"620","0.99",1,5.737,5.69
"621","0.37",2,1.443,1.46
"622","0.6",2,1.988,2.02
"623","0.75",1,2.603,2.645
"624","0.84",1,3.421,3.43
"625","0.9",1,4.114,4.18
"626","0.94",1,4.788,4.635
"627","0.96",1,5.179,5.21
"628","0.97",1,5.42,5.55
"629","0.98",1,5.585,5.605
"630","0.99",1,5.79,5.84
"631","0.37",2,1.454,1.465
"632","0.6",2,1.966,1.87
"633","0.75",2,2.659,2.575
"634","0.84",1,3.475,3.575
"635","0.9",1,4.185,4.2
"636","0.94",1,4.653,4.64
"637","0.96",1,5.194,5.3
"638","0.97",1,5.409,5.46
"639","0.98",1,5.635,5.7
"640","0.99",1,5.798,5.865
"641","0.37",2,1.443,1.5
"642","0.6",2,2.002,1.965
"643","0.75",2,2.665,2.63
"644","0.84",2,3.445,3.495
"645","0.9",1,4.001,3.89
"646","0.94",1,4.698,4.69
"647","0.96",1,5.124,5.02
"648","0.97",1,5.43,5.355
"649","0.98",1,5.666,5.69
"650","0.99",1,5.756,5.84
"651","0.37",2,1.42,1.385
"652","0.6",2,2.003,1.99
"653","0.75",2,2.685,2.61
"654","0.84",2,3.439,3.32
"655","0.9",1,4.132,3.965
"656","0.94",1,4.704,4.76
"657","0.96",1,5.142,5.11
"658","0.97",1,5.462,5.4
"659","0.98",1,5.599,5.645
"660","0.99",1,5.772,5.805
"661","0.37",1,1.429,1.405
"662","0.6",1,1.99,1.895
"663","0.75",1,2.689,2.78
"664","0.84",1,3.411,3.365
"665","0.9",1,4.201,4.255
"666","0.94",1,4.707,4.615
"667","0.96",1,5.065,5.175
"668","0.97",1,5.471,5.515
"669","0.98",1,5.638,5.57
"670","0.99",1,5.79,5.815
"671","0.37",2,1.43,1.43
"672","0.6",2,2.041,2.05
"673","0.75",1,2.686,2.76
"674","0.84",1,3.419,3.44
"675","0.9",1,4.154,4.08
"676","0.94",1,4.699,4.72
"677","0.96",1,5.149,5.145
"678","0.97",1,5.436,5.585
"679","0.98",1,5.675,5.675
"680","0.99",1,5.724,5.73
"681","0.37",2,1.482,1.405
"682","0.6",2,2.038,2.2
"683","0.75",1,2.705,2.68
"684","0.84",1,3.428,3.51
"685","0.9",1,4.172,4.055
"686","0.94",1,4.723,4.695
"687","0.96",1,5.145,5.22
"688","0.97",1,5.432,5.39
"689","0.98",1,5.608,5.595
"690","0.99",1,5.8,5.825
"691","0.37",2,1.458,1.45
"692","0.6",1,1.945,1.895
"693","0.75",1,2.717,2.585
"694","0.84",1,3.498,3.395
"695","0.9",1,4.137,4.2
"696","0.94",1,4.662,4.72
"697","0.96",1,5.139,5.02
"698","0.97",1,5.456,5.495
"699","0.98",1,5.58,5.58
"700","0.99",1,5.749,5.725
"701","0.37",2,1.466,1.48
"702","0.6",2,2.02,1.98
"703","0.75",2,2.703,2.575
"704","0.84",2,3.41,3.395
"705","0.9",1,4.068,4.01
"706","0.94",1,4.695,4.675
"707","0.96",1,5.069,4.955
"708","0.97",1,5.446,5.36
"709","0.98",1,5.599,5.615
"710","0.99",1,5.774,5.835
"711","0.37",2,1.464,1.45
"712","0.6",1,2.092,2.05
"713","0.75",1,2.702,2.705
"714","0.84",1,3.447,3.645
"715","0.9",1,4.136,4.105
"716","0.94",1,4.647,4.67
"717","0.96",1,5.145,5.13
"718","0.97",1,5.337,5.245
"719","0.98",1,5.592,5.64
"720","0.99",1,5.764,5.76
"721","0.37",2,1.437,1.475
"722","0.6",2,1.949,1.99
"723","0.75",2,2.684,2.8
"724","0.84",2,3.426,3.45
"725","0.9",1,4.118,4.165
"726","0.94",1,4.687,4.65
"727","0.96",1,5.113,5.02
"728","0.97",1,5.457,5.565
"729","0.98",1,5.616,5.675
"730","0.99",1,5.794,5.82
"731","0.37",2,1.446,1.4
"732","0.6",2,1.978,2.015
"733","0.75",2,2.699,2.735
"734","0.84",1,3.484,3.62
"735","0.9",1,4.086,4.1
"736","0.94",1,4.657,4.44
"737","0.96",1,5.134,5.045
"738","0.97",1,5.431,5.37
"739","0.98",1,5.615,5.64
"740","0.99",1,5.727,5.735
"741","0.37",2,1.445,1.43
"742","0.6",1,1.958,1.945
"743","0.75",1,2.583,2.675
"744","0.84",1,3.443,3.5
"745","0.9",1,4.2,4.165
"746","0.94",1,4.688,4.665
"747","0.96",1,5.143,5.205
"748","0.97",1,5.492,5.505
"749","0.98",1,5.57,5.51
"750","0.99",1,5.763,5.67
"751","0.37",2,1.444,1.44
"752","0.6",2,1.984,2.06
"753","0.75",2,2.641,2.64
"754","0.84",1,3.459,3.305
"755","0.9",1,4.087,4.26
"756","0.94",1,4.651,4.695
"757","0.96",1,5.057,4.98
"758","0.97",1,5.504,5.5
"759","0.98",1,5.673,5.675
"760","0.99",1,5.784,5.7
"761","0.37",2,1.445,1.46
"762","0.6",2,2.013,1.995
"763","0.75",2,2.637,2.755
"764","0.84",1,3.521,3.5
"765","0.9",1,4.134,4.205
"766","0.94",1,4.681,4.6
"767","0.96",1,5.104,5.025
"768","0.97",1,5.391,5.2
"769","0.98",1,5.62,5.655
"770","0.99",1,5.739,5.715
"771","0.37",2,1.416,1.475
"772","0.6",2,1.998,2.07
"773","0.75",1,2.666,2.5
"774","0.84",1,3.366,3.385
"775","0.9",1,4.119,4.075
"776","0.94",1,4.682,4.745
"777","0.96",1,5.127,5.11
"778","0.97",1,5.44,5.435
"779","0.98",1,5.671,5.78
"780","0.99",1,5.757,5.685
"781","0.37",1,1.44,1.435
"782","0.6",1,1.983,1.99
"783","0.75",1,2.68,2.61
"784","0.84",1,3.489,3.575
"785","0.9",1,4.139,4.175
"786","0.94",1,4.8,4.695
"787","0.96",1,5.217,5.15
"788","0.97",1,5.385,5.395
"789","0.98",1,5.651,5.66
"790","0.99",1,5.783,5.785
"791","0.37",2,1.432,1.43
"792","0.6",2,2.017,2.02
"793","0.75",2,2.655,2.87
"794","0.84",1,3.451,3.67
"795","0.9",1,4.114,4.105
"796","0.94",1,4.66,4.44
"797","0.96",1,5.144,5.195
"798","0.97",1,5.419,5.405
"799","0.98",1,5.644,5.61
"800","0.99",1,5.794,5.85
"801","0.37",2,1.433,1.475
"802","0.6",2,1.947,1.975
"803","0.75",2,2.676,2.775
"804","0.84",2,3.422,3.345
"805","0.9",1,4.061,3.955
"806","0.94",1,4.702,4.755
"807","0.96",1,5.091,5.105
"808","0.97",1,5.445,5.44
"809","0.98",1,5.645,5.615
"810","0.99",1,5.79,5.84
"811","0.37",1,1.475,1.39
"812","0.6",1,2,1.975
"813","0.75",1,2.703,2.55
"814","0.84",1,3.435,3.295
"815","0.9",1,4.136,4
"816","0.94",1,4.669,4.64
"817","0.96",1,5.15,5.15
"818","0.97",1,5.342,5.325
"819","0.98",1,5.682,5.685
"820","0.99",1,5.797,5.81
